,PlayerA_name,PlayerB_name,Year,Day,draw_size,round,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_Win%,PlayerA_bestof,PlayerA_minutes,PlayerA_svpt%,PlayerA_1st_serve%,PlayerA_1st_serve_won%,PlayerA_2nd_serve_won%,PlayerA_ace%,PlayerA_df%,PlayerA_bp_faced%,PlayerA_bp_saved%,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_Win%,PlayerB_bestof,PlayerB_minutes,PlayerB_svpt%,PlayerB_1st_serve%,PlayerB_1st_serve_won%,PlayerB_2nd_serve_won%,PlayerB_ace%,PlayerB_df%,PlayerB_bp_faced%,PlayerB_bp_saved%,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,PlayerA Win
4,Richard Krajicek,Jacco Eltingh,1993,201,128.0000000000,64.0000000000,101990.0000000000,101797.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,196.0000000000,21.5414100000,12.0000000000,1855.0000000000,0.8333333333,5.0000000000,171.3333333333,0.5220818333,0.6921366667,0.7961548333,0.4283876667,0.0664003333,0.0368328333,0.0446091667,0.5190476667,188.0000000000,22.8117730000,81.0000000000,511.0000000000,0.5000000000,5.0000000000,89.5000000000,0.4752775000,0.6300750000,0.7451380000,0.5033335000,0.0541720000,0.0359670000,0.0821315000,0.8333335000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
100,Alberto Berasategui,Wayne Ferreira,1994,173,128.0000000000,128.0000000000,102238.0000000000,101965.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,173.0000000000,20.9007530000,23.0000000000,1253.0000000000,0.5000000000,5.0000000000,93.0000000000,0.5243045000,0.7937990000,0.6793365000,0.4618420000,0.0103185000,0.0161325000,0.0762680000,0.5714285000,185.0000000000,22.6858310000,21.0000000000,1384.0000000000,0.5000000000,5.0000000000,143.0000000000,0.5004110000,0.5767130000,0.6602415000,0.4762540000,0.0226525000,0.0181880000,0.0761145000,0.5000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
101,Bernd Karbacher,Tomas Carbonell,1994,173,128.0000000000,128.0000000000,101463.0000000000,101507.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,26.1355250000,88.0000000000,486.0000000000,0.4445954007,5.0000000000,78.0258135242,0.4845062440,0.5353258161,0.5673013233,0.3679081301,0.0248724451,0.0388840342,0.1206429211,0.4159098492,178.0000000000,25.7905540000,67.0000000000,616.0000000000,0.3314942591,5.0000000000,91.0445986716,0.5211935311,0.6515142352,0.6428576530,0.4824584652,0.0150931000,0.0473019997,0.1054578224,0.7121982099,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
108,Jamie Morgan,Andrei Chesnokov,1994,47,128.0000000000,128.0000000000,101920.0000000000,101230.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,22.6119100000,74.0000000000,597.0000000000,0.5041265336,5.0000000000,81.0419547677,0.5137029116,0.5268521047,0.7455482781,0.4362598776,0.0361048681,0.0527937178,0.0767870934,0.6451039187,188.0000000000,27.9561940000,25.0000000000,1122.0000000000,0.3314942591,5.0000000000,105.8901164321,0.4913835070,0.6212709550,0.6662086896,0.5053655190,0.0456396344,0.0324110642,0.0912914851,0.6496673114,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
114,Richard Fromberg,Alex Corretja,1994,200,128.0000000000,64.0000000000,101735.0000000000,102374.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,196.0000000000,24.1451050000,69.0000000000,617.0000000000,0.6666666667,5.0000000000,117.3333333333,0.5332706667,0.6050746667,0.8063730000,0.5351613333,0.1016876667,0.0216876667,0.0356536667,0.6666666667,180.0000000000,20.1916500000,43.0000000000,791.0000000000,0.5594767405,5.0000000000,93.0784889278,0.5241159397,0.5941740328,0.7291031296,0.4048171822,0.0470128400,0.0217440362,0.0802623298,0.6001190428,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
118,Richey Reneberg,Boris Becker,1994,269,128.0000000000,128.0000000000,101191.0000000000,101414.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,180.0000000000,28.8980140000,48.0000000000,787.0000000000,0.5698457904,5.0000000000,106.6984579044,0.4983839780,0.6196825283,0.6302252284,0.4403182542,0.0292889759,0.0267611074,0.0981993482,0.4842705768,190.0000000000,26.7679670000,7.0000000000,2442.0000000000,0.5041265336,5.0000000000,94.4470444943,0.5053791845,0.6522451879,0.7787028009,0.4305967909,0.0561206628,0.0332467852,0.0388443025,0.6280949002,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
119,Marc Kevin Goellner,Tomas Carbonell,1994,269,128.0000000000,64.0000000000,101806.0000000000,101507.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,196.0000000000,23.9342920000,75.0000000000,584.0000000000,0.7500000000,5.0000000000,184.0000000000,0.5065647500,0.6612695000,0.7610405000,0.4279742500,0.0819977500,0.0322195000,0.0590370000,0.5167582500,178.0000000000,26.0588650000,55.0000000000,732.0000000000,0.2303409115,5.0000000000,76.3840974600,0.5120958181,0.6732947024,0.6526656841,0.4546432646,0.0158409764,0.0364370572,0.1155569088,0.7071492401,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
122,Richey Reneberg,Richard Fromberg,1994,269,128.0000000000,32.0000000000,101191.0000000000,101735.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,180.0000000000,28.8980140000,48.0000000000,787.0000000000,0.5698457904,5.0000000000,106.6984579044,0.4983839780,0.6196825283,0.6302252284,0.4403182542,0.0292889759,0.0267611074,0.0981993482,0.4842705768,196.0000000000,24.3367560000,49.0000000000,773.0000000000,0.7687726373,5.0000000000,104.0595571507,0.5358934627,0.6177799168,0.8003366992,0.5654821097,0.1065762963,0.0240537683,0.0405762976,0.6666667688,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
123,Todd Martin,Richey Reneberg,1994,269,128.0000000000,16.0000000000,101774.0000000000,101191.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,198.0000000000,24.1423680000,9.0000000000,2217.0000000000,0.5698457904,5.0000000000,93.4344956982,0.4839979270,0.6399231752,0.7262565649,0.4860486170,0.0487381288,0.0248959927,0.0735711630,0.6534082096,180.0000000000,28.8980140000,48.0000000000,787.0000000000,0.5698457904,5.0000000000,106.6984579044,0.4983839780,0.6196825283,0.6302252284,0.4403182542,0.0292889759,0.0267611074,0.0981993482,0.4842705768,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
124,Patrick Mcenroe,Richey Reneberg,1995,206,128.0000000000,128.0000000000,101265.0000000000,101191.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,183.0000000000,28.9856260000,61.0000000000,686.0000000000,0.5973048043,5.0000000000,138.3928700514,0.4850560672,0.6800671563,0.6761916732,0.4882182435,0.0251036390,0.0201582766,0.1029549590,0.7379240899,180.0000000000,29.7221090000,42.0000000000,864.0000000000,0.4987600597,5.0000000000,76.1634932008,0.4684140016,0.5599097793,0.7146681358,0.4927629929,0.0453356652,0.0232494945,0.0899423955,0.6156084757,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
127,Jacco Eltingh,Michael Stich,1995,206,128.0000000000,128.0000000000,101797.0000000000,101529.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,188.0000000000,24.8240930000,27.0000000000,1100.0000000000,0.5325399537,5.0000000000,129.8489371453,0.5021989519,0.6324139902,0.7457228187,0.4729129479,0.0669962063,0.0354660825,0.0711892994,0.6063947805,193.0000000000,26.6858310000,10.0000000000,2187.0000000000,0.7032981157,5.0000000000,93.9175836061,0.4922177668,0.5924223293,0.8349584465,0.5018314602,0.0715275479,0.0263332876,0.0373192141,0.5101752910,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
129,Marc Kevin Goellner,David Prinosil,1995,206,128.0000000000,128.0000000000,101806.0000000000,102184.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,196.0000000000,24.7583850000,69.0000000000,634.0000000000,0.5081073127,5.0000000000,127.1552364571,0.5326919273,0.5911459724,0.7831570219,0.4682698601,0.1036483678,0.0361594271,0.0585668199,0.4952078094,185.0000000000,22.2970560000,82.0000000000,548.0000000000,0.5000000000,5.0000000000,157.0000000000,0.5382035000,0.5953970000,0.6643835000,0.4428280000,0.0197050000,0.0329500000,0.1018690000,0.5488725000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
130,Paul Haarhuis,Vincent Spadea,1995,206,128.0000000000,128.0000000000,101235.0000000000,102434.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,188.0000000000,29.3470230000,24.0000000000,1129.0000000000,0.4508691752,5.0000000000,134.3256811728,0.4877531731,0.6103452835,0.6974002898,0.5225444082,0.0570880734,0.0146612750,0.0881501022,0.5446255834,183.0000000000,20.9363440000,65.0000000000,672.0000000000,0.5000000000,5.0000000000,71.0000000000,0.5000000000,0.6166665000,0.6201445000,0.4921600000,0.0052085000,0.0260415000,0.1277780000,0.6274510000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
131,Mark Woodforde,Patrick Rafter,1995,206,128.0000000000,128.0000000000,101185.0000000000,102158.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,188.0000000000,29.7549630000,31.0000000000,997.0000000000,0.6175032247,5.0000000000,153.5158263561,0.4884078939,0.5537481299,0.7583980183,0.4136561881,0.0387741728,0.0469230075,0.0813285914,0.5640585626,185.0000000000,22.4914440000,63.0000000000,680.0000000000,0.3333333333,5.0000000000,100.0000000000,0.5298806667,0.5703853333,0.7518523333,0.3582290000,0.0566200000,0.0459126667,0.0968833333,0.5089950000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
132,Wayne Ferreira,Daniel Vacek,1995,206,128.0000000000,128.0000000000,101965.0000000000,101888.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,23.7782340000,8.0000000000,2434.0000000000,0.3365388365,5.0000000000,116.5195021881,0.5294808941,0.6087581192,0.7140060955,0.4676103390,0.0569438148,0.0178447803,0.0678536944,0.5399178153,190.0000000000,24.2354550000,64.0000000000,675.0000000000,0.5818407318,5.0000000000,76.5356349652,0.5427837178,0.6122948789,0.7724764808,0.4746530246,0.0637369125,0.0334061370,0.0636383503,0.6842779164,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
133,Jan Siemerink,Andrei Chesnokov,1995,206,128.0000000000,128.0000000000,101733.0000000000,101230.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,183.0000000000,25.1991790000,52.0000000000,735.0000000000,0.2890996932,5.0000000000,88.5760025766,0.5057385527,0.5843691508,0.7318046022,0.3953983990,0.0432355007,0.0417554516,0.0914475340,0.6115713121,188.0000000000,29.3935660000,37.0000000000,900.0000000000,0.1844168030,5.0000000000,81.5527371340,0.5000229489,0.6242930917,0.6305040359,0.4786938214,0.0337550080,0.0232589014,0.0974511928,0.5914668309,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
139,Alexander Volkov,Malivai Washington,1995,206,128.0000000000,128.0000000000,101334.0000000000,101613.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,188.0000000000,28.3148540000,35.0000000000,944.0000000000,0.2902298837,5.0000000000,75.1801738084,0.4948806468,0.5493251395,0.6654334561,0.3918014010,0.0353983036,0.0482153506,0.1068230449,0.4804701276,180.0000000000,26.0150590000,40.0000000000,874.0000000000,0.5617915463,5.0000000000,119.6158861650,0.5216218021,0.5576134669,0.6982713667,0.5088087928,0.0484162113,0.0355375921,0.0632675607,0.4463408608,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
147,Jeff Tarango,Andrei Medvedev,1995,206,128.0000000000,64.0000000000,101543.0000000000,102446.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,180.0000000000,26.5954840000,80.0000000000,563.0000000000,0.2782904065,5.0000000000,125.1777528396,0.5428421021,0.6327581880,0.6426075279,0.4473761100,0.0365734736,0.0331787139,0.0968354255,0.6855270304,193.0000000000,20.8186170000,18.0000000000,1565.0000000000,0.7435507327,5.0000000000,147.5177277687,0.5102282593,0.5773195159,0.7548927126,0.4581948551,0.0586535658,0.0286350548,0.0697356265,0.4591853263,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
149,Mark Woodforde,Paul Haarhuis,1995,206,128.0000000000,64.0000000000,101185.0000000000,101235.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,188.0000000000,29.7549630000,31.0000000000,997.0000000000,0.6175032247,5.0000000000,153.5158263561,0.4884078939,0.5537481299,0.7583980183,0.4136561881,0.0387741728,0.0469230075,0.0813285914,0.5640585626,188.0000000000,29.3470230000,24.0000000000,1129.0000000000,0.4508691752,5.0000000000,134.3256811728,0.4877531731,0.6103452835,0.6974002898,0.5225444082,0.0570880734,0.0146612750,0.0881501022,0.5446255834,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
150,Wayne Ferreira,Jonas Bjorkman,1995,206,128.0000000000,64.0000000000,101965.0000000000,102035.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,23.7782340000,8.0000000000,2434.0000000000,0.3365388365,5.0000000000,116.5195021881,0.5294808941,0.6087581192,0.7140060955,0.4676103390,0.0569438148,0.0178447803,0.0678536944,0.5399178153,183.0000000000,23.2580410000,22.0000000000,1185.0000000000,0.6666666667,5.0000000000,141.3333333333,0.4723153333,0.6142883333,0.7225466667,0.3881576667,0.0410476667,0.0471516667,0.1006346667,0.6941800000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
151,Boris Becker,Jan Apell,1995,206,128.0000000000,64.0000000000,101414.0000000000,101659.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,190.0000000000,27.5920600000,4.0000000000,3387.0000000000,0.2060168169,5.0000000000,87.6062898754,0.5380862621,0.6095302609,0.7821056445,0.4531797646,0.0807869251,0.0343284389,0.0645476530,0.6795635162,183.0000000000,25.6399730000,97.0000000000,456.0000000000,0.5000000000,5.0000000000,102.5000000000,0.5422190000,0.6074670000,0.7592760000,0.4727275000,0.0634940000,0.0415485000,0.0614685000,0.6750000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
156,Petr Korda,Michael Chang,1995,206,128.0000000000,64.0000000000,101434.0000000000,102021.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,190.0000000000,27.4223140000,56.0000000000,719.0000000000,0.2630864280,5.0000000000,106.9835740809,0.4945117010,0.6102295220,0.6903935701,0.3449289829,0.0320982788,0.0596862768,0.0868636533,0.5972527359,175.0000000000,23.3401780000,5.0000000000,3134.0000000000,0.8592511421,5.0000000000,109.0838411749,0.4823499042,0.5675492460,0.7855799829,0.5351834350,0.0649514640,0.0193046199,0.0528111576,0.3233718680,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
161,Goran Ivanisevic,Jonathan Stark,1995,206,128.0000000000,64.0000000000,101964.0000000000,101890.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,193.0000000000,23.7837100000,6.0000000000,2786.0000000000,0.4354103028,5.0000000000,110.9810018084,0.5178987661,0.5495892309,0.8000311236,0.5127478753,0.0717946164,0.0347990577,0.0802190625,0.7498136532,188.0000000000,24.2299790000,71.0000000000,619.0000000000,0.4925566986,5.0000000000,119.3246077778,0.5156454571,0.6382310438,0.7997522994,0.4697927577,0.0828489363,0.0377150981,0.0328923414,0.3455246674,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
163,Greg Rusedski,Guy Forget,1995,206,128.0000000000,64.0000000000,102257.0000000000,101098.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,193.0000000000,21.8015060000,60.0000000000,708.0000000000,0.5000000000,5.0000000000,87.5000000000,0.5667065000,0.5197945000,0.7027775000,0.4465915000,0.0589845000,0.0285380000,0.1044575000,0.6000000000,190.0000000000,30.4722790000,21.0000000000,1273.0000000000,0.5000000000,5.0000000000,144.5000000000,0.5249245000,0.7004735000,0.8166365000,0.4786100000,0.1087075000,0.0192610000,0.0650300000,0.7812500000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
167,Wayne Ferreira,Mark Woodforde,1995,206,128.0000000000,32.0000000000,101965.0000000000,101185.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,185.0000000000,23.7782340000,8.0000000000,2434.0000000000,0.3365388365,5.0000000000,116.5195021881,0.5294808941,0.6087581192,0.7140060955,0.4676103390,0.0569438148,0.0178447803,0.0678536944,0.5399178153,188.0000000000,29.7549630000,31.0000000000,997.0000000000,0.6175032247,5.0000000000,153.5158263561,0.4884078939,0.5537481299,0.7583980183,0.4136561881,0.0387741728,0.0469230075,0.0813285914,0.5640585626,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
168,Boris Becker,Jan Siemerink,1995,206,128.0000000000,32.0000000000,101414.0000000000,101733.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,190.0000000000,27.5920600000,4.0000000000,3387.0000000000,0.2060168169,5.0000000000,87.6062898754,0.5380862621,0.6095302609,0.7821056445,0.4531797646,0.0807869251,0.0343284389,0.0645476530,0.6795635162,183.0000000000,25.1991790000,52.0000000000,735.0000000000,0.2890996932,5.0000000000,88.5760025766,0.5057385527,0.5843691508,0.7318046022,0.3953983990,0.0432355007,0.0417554516,0.0914475340,0.6115713121,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
169,Petr Korda,Brett Steven,1995,206,128.0000000000,32.0000000000,101434.0000000000,101601.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,190.0000000000,27.4223140000,56.0000000000,719.0000000000,0.2630864280,5.0000000000,106.9835740809,0.4945117010,0.6102295220,0.6903935701,0.3449289829,0.0320982788,0.0596862768,0.0868636533,0.5972527359,185.0000000000,26.1629030000,41.0000000000,871.0000000000,0.7073801941,5.0000000000,120.7650759294,0.4943729894,0.6640596121,0.6936706425,0.5121541501,0.0436897174,0.0276220214,0.0857757518,0.5782259559,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
171,Aaron Krickstein,Tomas Carbonell,1995,206,128.0000000000,32.0000000000,101381.0000000000,101507.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,183.0000000000,27.8987010000,45.0000000000,812.0000000000,0.7107824222,5.0000000000,120.4229260535,0.4863319057,0.6446224689,0.7238073219,0.4981296076,0.0561125965,0.0108682789,0.0840474767,0.5911461899,178.0000000000,26.8829570000,93.0000000000,473.0000000000,0.1788708067,5.0000000000,59.6829700787,0.4995725649,0.6685859100,0.6726072368,0.4339338153,0.0254140955,0.0381496055,0.1026739957,0.6582187196,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
172,Goran Ivanisevic,Arnaud Boetsch,1995,206,128.0000000000,32.0000000000,101964.0000000000,101589.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,193.0000000000,23.7837100000,6.0000000000,2786.0000000000,0.4354103028,5.0000000000,110.9810018084,0.5178987661,0.5495892309,0.8000311236,0.5127478753,0.0717946164,0.0347990577,0.0802190625,0.7498136532,183.0000000000,26.2340850000,48.0000000000,783.0000000000,0.2162829389,5.0000000000,75.3494524680,0.4905714075,0.6002270392,0.6595745464,0.4415651476,0.0365352855,0.0259096383,0.1028731083,0.4447514872,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
173,Greg Rusedski,Olivier Delaitre,1995,206,128.0000000000,32.0000000000,102257.0000000000,101358.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,193.0000000000,21.8015060000,60.0000000000,708.0000000000,0.5000000000,5.0000000000,87.5000000000,0.5667065000,0.5197945000,0.7027775000,0.4465915000,0.0589845000,0.0285380000,0.1044575000,0.6000000000,170.0000000000,28.0684450000,44.0000000000,848.0000000000,0.6175032247,5.0000000000,111.7068195783,0.4589932611,0.6485741798,0.7576167743,0.4567467587,0.0399441654,0.0164351381,0.0669636677,0.6414378920,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
175,Jacco Eltingh,Wayne Ferreira,1995,206,128.0000000000,16.0000000000,101797.0000000000,101965.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,188.0000000000,24.8240930000,27.0000000000,1100.0000000000,0.5325399537,5.0000000000,129.8489371453,0.5021989519,0.6324139902,0.7457228187,0.4729129479,0.0669962063,0.0354660825,0.0711892994,0.6063947805,185.0000000000,23.7782340000,8.0000000000,2434.0000000000,0.3365388365,5.0000000000,116.5195021881,0.5294808941,0.6087581192,0.7140060955,0.4676103390,0.0569438148,0.0178447803,0.0678536944,0.5399178153,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
178,Goran Ivanisevic,Todd Martin,1995,206,128.0000000000,16.0000000000,101964.0000000000,101774.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,193.0000000000,23.7837100000,6.0000000000,2786.0000000000,0.4354103028,5.0000000000,110.9810018084,0.5178987661,0.5495892309,0.8000311236,0.5127478753,0.0717946164,0.0347990577,0.0802190625,0.7498136532,198.0000000000,24.9664610000,17.0000000000,1619.0000000000,0.6903396545,5.0000000000,79.5903266170,0.5040618800,0.5933102877,0.7333200867,0.5087243391,0.0638742368,0.0264342783,0.0921702914,0.7238339182,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
179,Pete Sampras,Greg Rusedski,1995,206,128.0000000000,16.0000000000,101948.0000000000,102257.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,185.0000000000,23.8713210000,2.0000000000,3873.0000000000,0.9209079888,5.0000000000,141.7948812506,0.5183859988,0.6206226043,0.8523272011,0.5284666103,0.1003394320,0.0220917990,0.0445877159,0.5660142745,193.0000000000,21.8015060000,60.0000000000,708.0000000000,0.5000000000,5.0000000000,87.5000000000,0.5667065000,0.5197945000,0.7027775000,0.4465915000,0.0589845000,0.0285380000,0.1044575000,0.6000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
184,Pete Sampras,Goran Ivanisevic,1995,206,128.0000000000,4.0000000000,101948.0000000000,101964.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,185.0000000000,23.8713210000,2.0000000000,3873.0000000000,0.9209079888,5.0000000000,141.7948812506,0.5183859988,0.6206226043,0.8523272011,0.5284666103,0.1003394320,0.0220917990,0.0445877159,0.5660142745,193.0000000000,23.7837100000,6.0000000000,2786.0000000000,0.4354103028,5.0000000000,110.9810018084,0.5178987661,0.5495892309,0.8000311236,0.5127478753,0.0717946164,0.0347990577,0.0802190625,0.7498136532,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
185,Pete Sampras,Boris Becker,1995,206,128.0000000000,2.0000000000,101948.0000000000,101414.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,23.8713210000,2.0000000000,3873.0000000000,0.9209079888,5.0000000000,141.7948812506,0.5183859988,0.6206226043,0.8523272011,0.5284666103,0.1003394320,0.0220917990,0.0445877159,0.5660142745,190.0000000000,27.5920600000,4.0000000000,3387.0000000000,0.2060168169,5.0000000000,87.6062898754,0.5380862621,0.6095302609,0.7821056445,0.4531797646,0.0807869251,0.0343284389,0.0645476530,0.6795635162,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
187,Brett Steven,Marc Kevin Goellner,1995,179,128.0000000000,64.0000000000,101601.0000000000,101806.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,185.0000000000,26.0862430000,49.0000000000,772.0000000000,0.6442751530,5.0000000000,124.6894393987,0.5105447355,0.6580417902,0.6871492133,0.4918465121,0.0446603171,0.0311936745,0.0996684308,0.6503431139,196.0000000000,24.6817250000,82.0000000000,563.0000000000,0.6274997267,5.0000000000,133.0282349375,0.5219261574,0.5836044511,0.7903609538,0.4528012637,0.1043417386,0.0397771354,0.0520687245,0.4285099969,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
192,Mark Woodforde,Arnaud Boetsch,1995,46,128.0000000000,128.0000000000,101185.0000000000,101589.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,188.0000000000,29.3141690000,32.0000000000,954.0000000000,0.5000000000,5.0000000000,214.5000000000,0.4894505000,0.6046725000,0.7867895000,0.4348580000,0.0377620000,0.0332575000,0.0536755000,0.6071430000,183.0000000000,25.7932910000,36.0000000000,905.0000000000,0.3204072647,5.0000000000,50.0020867097,0.4687735773,0.6108675453,0.6388113684,0.5115015564,0.0337821451,0.0112606204,0.0959815409,0.3700107481,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
195,Michael Stich,Jeff Tarango,1995,46,128.0000000000,128.0000000000,101529.0000000000,101543.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,193.0000000000,26.2450370000,9.0000000000,2423.0000000000,0.7468922757,5.0000000000,92.2327357061,0.4922968276,0.5823023262,0.8462143074,0.5035235008,0.0590915228,0.0372331273,0.0332474301,0.6497928184,180.0000000000,26.1546900000,82.0000000000,557.0000000000,0.5000000000,5.0000000000,154.0000000000,0.5583600000,0.6031655000,0.6927170000,0.4991790000,0.0443710000,0.0169325000,0.0966350000,0.8333335000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
196,Carl Uwe Steeb,Goran Ivanisevic,1995,46,128.0000000000,128.0000000000,101391.0000000000,101964.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0000000000,27.3757710000,93.0000000000,507.0000000000,0.3267497345,5.0000000000,91.2421791231,0.5418164274,0.5750368965,0.6743992118,0.4348865674,0.0126357390,0.0152867393,0.1096133536,0.6600631886,193.0000000000,23.3429160000,5.0000000000,2927.0000000000,0.6666666667,5.0000000000,120.0000000000,0.5082656667,0.5278733333,0.8908526667,0.5133426667,0.0652940000,0.0354290000,0.0621253333,0.8382353333,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
197,Renzo Furlan,Ronald Agenor,1995,46,128.0000000000,128.0000000000,101746.0000000000,101086.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,175.0000000000,24.6680360000,34.0000000000,936.0000000000,0.5000000000,5.0000000000,112.5000000000,0.4364740000,0.5746755000,0.6701700000,0.6576800000,0.0173180000,0.0118235000,0.0641235000,0.5277780000,180.0000000000,30.1738550000,76.0000000000,592.0000000000,0.5041265336,5.0000000000,86.1079793057,0.4687092300,0.6176710891,0.7198981329,0.5108258934,0.0346090684,0.0153760444,0.1125630247,0.7607900465,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
207,Thomas Muster,Richey Reneberg,1995,46,128.0000000000,128.0000000000,101404.0000000000,101191.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,180.0000000000,27.2908970000,16.0000000000,1616.0000000000,0.7500000000,5.0000000000,162.7500000000,0.4744842500,0.6229687500,0.6514460000,0.5058652500,0.0272172500,0.0225917500,0.1100212500,0.6366895000,180.0000000000,29.2813150000,53.0000000000,766.0000000000,0.6286566291,5.0000000000,47.8134665657,0.4608079598,0.5669194784,0.7202759805,0.4763960569,0.0385526558,0.0223941121,0.0966639261,0.6382389547,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
