,PlayerA_name,PlayerB_name,Year,Day,draw_size,round,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,height_diff,age_diff,rank_diff,rank_points_diff,Win%_diff,bestof_diff,minutes_diff,svpt%_diff,1st_serve%_diff,1st_serve_won%_diff,2nd_serve_won%_diff,ace%_diff,df%_diff,bp_faced%_diff,bp_saved%_diff,Same_handedness,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,PlayerA Win
0,Patrick Mcenroe,Richey Reneberg,1995,206,128.0000000000,128.0000000000,101265.0000000000,101191.0000000000,0.0000000000,0.0000000000,0.3270603508,-0.1709916968,0.4614762617,-0.0731500502,0.3820239862,0.0032693199,3.0188666490,0.7650534249,1.9765767253,-0.5809765751,-0.1025673841,-0.5146711126,-0.2405719474,0.5168886120,1.4256318086,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
1,Jacco Eltingh,Michael Stich,1995,206,128.0000000000,128.0000000000,101797.0000000000,101529.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.4183967952,0.4132006935,-0.3849093712,-0.7077014813,0.0032693199,1.7432162364,0.4667184886,0.6647243975,-1.3303583916,-0.5533548199,-0.1130202709,0.6774363395,1.3173377087,1.1234832450,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
2,David Prinosil,Marc Kevin Goellner,1995,206,128.0000000000,128.0000000000,102184.0000000000,101806.0000000000,0.0000000000,0.0000000000,-1.1608202862,-0.5502263541,0.3166495572,-0.0415968516,-0.0495401007,0.0032693199,1.4479711927,0.2665285090,0.0798555125,-1.7664404401,-0.4890548947,-2.1445181311,-0.2494493126,1.6793132030,0.6307713383,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
3,Vincent Spadea,Paul Haarhuis,1995,206,128.0000000000,128.0000000000,102434.0000000000,101235.0000000000,0.0000000000,0.0000000000,-0.5231571560,-1.8582849917,0.9925075118,-0.1688385547,0.1820721642,0.0032693199,-3.0714907777,0.5681945775,0.1137326143,-1.1534943174,-0.5804662452,-1.3242704579,0.8462155685,1.5383052743,0.9684027519,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
4,Patrick Rafter,Mark Woodforde,1995,206,128.0000000000,128.0000000000,102158.0000000000,101185.0000000000,0.0000000000,0.0000000000,-0.3106027793,-1.6060637328,0.7752674549,-0.1208228177,-1.1666183619,0.0032693199,-2.5956396007,1.8771988016,0.2825460683,-0.1095672438,-1.0436270048,0.4594266583,-0.0843006433,0.6144497904,-0.6281161747,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
5,Wayne Ferreira,Daniel Vacek,1995,206,128.0000000000,128.0000000000,101965.0000000000,101888.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.1095915318,-1.3488575453,0.5911819682,-1.0093402777,0.0032693199,1.9397933970,-0.5761516370,-0.0475858352,-0.8761564121,-0.1487661700,-0.1708799289,-1.1770639935,0.1792777304,-1.6620176120,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
6,Jan Siemerink,Andrei Chesnokov,1995,206,128.0000000000,128.0000000000,101733.0000000000,101230.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.9312665495,0.3649251253,-0.0686914461,0.4068617931,0.0032693199,0.3409582007,0.2756668812,-0.6430349958,1.4826185101,-1.5590439280,0.2454268405,1.3806428154,-0.2128969353,0.2422014192,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
7,Malivai Washington,Alexander Volkov,1995,206,128.0000000000,128.0000000000,101613.0000000000,101334.0000000000,0.0000000000,0.0000000000,-0.8419887211,-0.5147105509,0.1235472844,-0.0361093388,1.0821313272,0.0032693199,2.1557411135,1.2173827053,0.1459229213,0.4718716017,2.1455129913,0.3359200737,-0.9605093246,-1.6540233074,-0.3857327757,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
8,Andrei Medvedev,Jeff Tarango,1995,206,128.0000000000,64.0000000000,102446.0000000000,101543.0000000000,0.0000000000,0.0000000000,1.3898322345,-1.2791997914,-1.4936842499,0.3315540188,1.8659266802,0.0032693199,1.0839329310,-1.4410750739,-0.8969220341,1.6447896817,0.1815771003,0.5677465274,-0.3496484905,-1.0225034902,-2.6112245870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
9,Mark Woodforde,Paul Haarhuis,1995,206,128.0000000000,64.0000000000,101185.0000000000,101235.0000000000,0.0000000000,0.0000000000,0.0082287858,0.0806277894,0.1718228526,-0.0573734509,0.6575451477,0.0032693199,0.9311426788,0.0489944154,-0.9158797224,0.8876084526,-2.0323771469,-0.4656021210,2.4143910312,-0.2442836409,0.2344265727,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
10,Jonas Bjorkman,Wayne Ferreira,1995,206,128.0000000000,64.0000000000,102035.0000000000,101965.0000000000,0.0000000000,0.0000000000,-0.2043255910,-0.1234369214,0.3407873413,-0.4404704383,1.3191174228,0.0032693199,1.2039334217,-2.5407247714,0.1007884483,0.1131583671,-1.4879731019,-0.4037518035,2.1924857329,1.2755408201,1.7955185446,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
11,Boris Becker,Jan Apell,1995,206,128.0000000000,64.0000000000,101414.0000000000,101659.0000000000,0.0000000000,0.0000000000,0.7521691043,0.4201329154,-2.2419555568,0.9931422809,-1.2063275281,0.0032693199,-0.7221786973,-0.1654316183,0.0440543374,0.3241147858,-0.3800443422,0.4452824601,-0.5506429802,0.1356741255,0.0622635815,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
12,Petr Korda,Michael Chang,1995,206,128.0000000000,64.0000000000,101434.0000000000,102021.0000000000,0.0000000000,0.0000000000,1.6023866112,0.8884578572,1.2338853527,-0.8403729337,-2.4290952818,0.0032693199,-0.1016012232,0.5643861547,0.7087215842,-1.4182126748,-3.5372278847,-0.8375423291,3.0241873403,1.3243380725,3.1804986409,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
13,Jonathan Stark,Goran Ivanisevic,1995,206,128.0000000000,64.0000000000,101890.0000000000,101964.0000000000,0.0000000000,0.0000000000,-0.5231571560,0.0890550259,1.5718143300,-0.7553164853,0.2145069120,0.0032693199,0.4050045709,-0.0812536630,1.4608479557,-0.0170465825,-0.8129587775,0.2856880798,0.2105657429,-1.7987520628,-4.6715502549,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
14,Guy Forget,Greg Rusedski,1995,206,128.0000000000,64.0000000000,101098.0000000000,102257.0000000000,0.0000000000,0.0000000000,-0.3106027793,1.8973422332,-0.9385152157,0.1816763255,-0.0167341231,0.0032693199,2.7652028410,-1.8517087123,2.9669680780,1.6680246692,0.5736619495,1.2749002261,-0.7051165550,-1.4956036612,2.1079913627,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
15,Mark Woodforde,Wayne Ferreira,1995,206,128.0000000000,32.0000000000,101185.0000000000,101965.0000000000,0.0000000000,0.0000000000,0.3270603508,1.3050140757,0.5580273981,-0.5049487137,1.1201791510,0.0032693199,1.7948752605,-1.8199532394,-0.8899069589,0.6424490062,-1.0163835026,-0.4619117349,2.1753137090,0.5346315844,0.2889344885,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
16,Jan Siemerink,Boris Becker,1995,206,128.0000000000,32.0000000000,101733.0000000000,101414.0000000000,0.0000000000,0.0000000000,-0.7357115328,-0.5351769794,1.1614720005,-0.9216567170,0.3194580382,0.0032693199,0.0473157105,-1.4291551947,-0.4014522483,-0.7555484968,-1.0871670048,-0.9577314659,0.5493341998,1.0498421841,-0.7778077669,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
17,Petr Korda,Brett Steven,1995,206,128.0000000000,32.0000000000,101434.0000000000,101601.0000000000,0.0000000000,0.0000000000,0.5396147276,0.2678371478,0.3649251253,-0.0642328419,-1.8145544218,0.0032693199,-0.6682282947,0.0258828205,-0.8705987859,-0.0613111537,-3.1113062767,-0.2936298414,2.3995607445,0.0592558684,0.2297234796,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
18,Aaron Krickstein,Tomas Carbonell,1995,206,128.0000000000,32.0000000000,101381.0000000000,101507.0000000000,0.0000000000,0.0000000000,0.5396147276,0.2142631063,-1.1557552726,0.1041652071,2.1356289583,0.0032693199,2.9466186199,-0.5733673442,-0.3818532857,0.7429611602,1.1687739618,0.7882204263,-2.0572192802,-0.6973244307,-0.7671595077,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
19,Arnaud Boetsch,Goran Ivanisevic,1995,206,128.0000000000,32.0000000000,101589.0000000000,101964.0000000000,0.0000000000,0.0000000000,-1.0545430979,0.5296894085,1.0166452959,-0.6990694790,-0.9034258863,0.0032693199,-1.7281186815,-1.2042981301,0.8389406826,-2.0865577491,-1.3350222778,-0.8990957244,-0.6760097299,0.8868997702,-3.5226731165,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
20,Greg Rusedski,Olivier Delaitre,1995,206,128.0000000000,32.0000000000,102257.0000000000,101358.0000000000,0.0000000000,0.0000000000,2.4526041181,-1.3869498670,0.3890629094,-0.0601172073,-0.4922071066,0.0032693199,-1.1739340166,4.8440505922,-2.0970930842,-0.8225485849,-0.2063325315,0.4899842368,0.9004847086,1.4564062443,-0.4703541756,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
21,Jacco Eltingh,Wayne Ferreira,1995,206,128.0000000000,16.0000000000,101797.0000000000,101965.0000000000,0.0000000000,0.0000000000,0.3270603508,0.2208843650,0.4614762617,-0.4696228501,0.7763780336,0.0032693199,0.6468544899,-1.2022639698,0.3974013441,0.4553189763,0.0795573628,0.2600570073,1.3149127699,0.1455159837,0.7791156005,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
22,Todd Martin,Goran Ivanisevic,1995,206,128.0000000000,16.0000000000,101774.0000000000,101964.0000000000,0.0000000000,0.0000000000,0.5396147276,0.2509822350,0.2683739890,-0.4123469352,1.0148292212,0.0032693199,-1.5224046324,-0.6000718188,0.7257531880,-0.9978170904,-0.0929276595,-0.1997177621,-0.6366099129,0.4761577750,-0.2913751132,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
23,Greg Rusedski,Pete Sampras,1995,206,128.0000000000,16.0000000000,102257.0000000000,101948.0000000000,0.0000000000,0.0000000000,0.8584462927,-0.4641458126,1.4028498414,-1.0976000962,-1.7199246333,0.0032693199,-2.6334295778,2.1839024898,-1.6396863377,-2.2208038833,-1.5327755650,-1.0550318110,0.4756764506,2.3151281279,0.4029225253,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
24,Goran Ivanisevic,Pete Sampras,1995,206,128.0000000000,4.0000000000,101964.0000000000,101948.0000000000,0.0000000000,0.0000000000,0.8584462927,-0.0283269310,0.0994095003,-0.3849093712,-1.9812847458,0.0032693199,-1.4944257335,-0.0021526702,-1.1521177237,-0.7850021550,-0.3092278139,-0.7273267353,0.9458741629,1.3849296322,2.1375088148,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
25,Pete Sampras,Boris Becker,1995,206,128.0000000000,2.0000000000,101948.0000000000,101414.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.8271275498,-0.0454172042,0.1545817310,2.8760497920,0.0032693199,2.6288285390,-0.8626872889,0.1918085579,1.0237842354,1.3739005786,0.5030864958,-0.9273818617,-0.7484970160,-1.3052804713,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
26,Marc Kevin Goellner,Brett Steven,1995,179,128.0000000000,64.0000000000,101806.0000000000,101601.0000000000,0.0000000000,0.0000000000,1.1772778577,-0.3178697510,0.7994052390,-0.0837821063,-0.0846153410,0.0032693199,0.4047712291,0.5294338543,-1.2078210910,1.5108340882,-0.7406465983,1.5296539824,0.6361820335,-1.8092284156,-2.5590228470,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
27,Arnaud Boetsch,Mark Woodforde,1995,46,128.0000000000,128.0000000000,101589.0000000000,101185.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.7831849498,0.0994095003,-0.0289069783,-0.7434502953,0.0032693199,-7.9790991605,-0.9064309981,0.1116679165,-2.1976020517,1.3989926475,-0.0989122811,-1.6603638271,1.6410843698,-2.7361607051,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
28,Jeff Tarango,Michael Stich,1995,46,128.0000000000,128.0000000000,101543.0000000000,101529.0000000000,0.0000000000,0.0000000000,-1.3733746629,-0.0289284838,1.7649166028,-0.6520826507,-1.0157757004,0.0032693199,2.9964507410,2.9785810137,0.3517009312,-2.2790842819,-0.0988638298,-0.3736772619,-1.5329773712,2.4501301906,2.1345135441,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
29,Goran Ivanisevic,Carl Uwe Steeb,1995,46,128.0000000000,128.0000000000,101964.0000000000,101391.0000000000,0.0000000000,0.0000000000,1.3898322345,-0.8957511860,-2.1212666363,0.8178848408,1.3587287062,0.0032693199,1.3952463607,-1.4830387965,-0.7615060309,3.1826756427,1.4325152336,1.3499893118,1.5042336445,-1.8049422420,2.0723550539,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
30,Renzo Furlan,Ronald Agenor,1995,46,128.0000000000,128.0000000000,101746.0000000000,101086.0000000000,0.0000000000,0.0000000000,-0.5231571560,-1.2196056042,-1.0109285680,0.1058800549,-0.0334320074,0.0032693199,1.2804873941,-1.4241173420,-0.6933002343,-0.7470903615,2.6975214804,-0.4394362929,-0.2752169987,-1.8414581256,-2.6884557620,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
31,Richey Reneberg,Thomas Muster,1995,46,128.0000000000,128.0000000000,101191.0000000000,101404.0000000000,0.0000000000,0.0000000000,0.0082287858,0.4285605916,0.8959563754,-0.3036255879,-0.5077461336,0.0032693199,-5.5750023233,-0.5928788707,-0.9069140409,1.0032397323,-0.5635395413,0.2928787464,-0.0232676577,-0.4951085347,0.0273658960,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
32,Boris Becker,Patrick Mcenroe,1995,46,128.0000000000,128.0000000000,101414.0000000000,101265.0000000000,0.0000000000,0.0000000000,0.7521691043,-0.3154617807,-1.4936842499,0.8724169992,-0.6695800983,0.0032693199,-1.1224393667,1.8232752478,-0.1683443593,2.7419882114,-1.3654400838,1.0946673544,1.3980851348,-1.9265392611,0.3248056352,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
33,Brett Steven,Mark Woodforde,1995,46,128.0000000000,64.0000000000,101601.0000000000,101185.0000000000,0.0000000000,0.0000000000,-0.3106027793,-0.7988354377,1.0890586482,-0.1396861429,1.0153212474,0.0032693199,-5.3361282005,1.3166015035,1.0164385411,-1.7379149071,0.5900368930,-0.1731758773,-0.6521739145,2.5574471245,0.7226929061,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
34,Alex Obrien,Michael Stich,1995,46,128.0000000000,64.0000000000,101711.0000000000,101529.0000000000,0.0000000000,0.0000000000,-0.8419887211,-0.3130538104,2.1028455801,-0.6726608237,-1.0157757004,0.0032693199,0.5710775530,0.8548603821,-0.1139030722,-2.9097357698,-0.8334765781,-0.4138789674,-1.2061850873,3.5938415198,-0.2914166028,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
35,Carl Uwe Steeb,Renzo Furlan,1995,46,128.0000000000,64.0000000000,101391.0000000000,101746.0000000000,0.0000000000,0.0000000000,0.5396147276,0.5862740725,1.4269876255,-0.1592354073,-0.7177856972,0.0032693199,-1.0308855690,4.7378640455,0.0162045921,0.0495077076,-4.1390292416,-0.1168810518,0.2516597055,1.7632695471,1.5410624566,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
36,Michael Stich,Karel Novacek,1995,46,128.0000000000,32.0000000000,101529.0000000000,101120.0000000000,0.0000000000,0.0000000000,0.3270603508,-0.7904079813,-0.4557595338,0.4488496049,0.9906909911,0.0032693199,-1.5976549378,-0.3433675308,-0.3741678929,0.7943571172,-0.4447289459,-0.0344467551,1.4760943243,-0.8626600650,-0.3838491635,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
37,Martin Damm,Michael Chang,1995,46,128.0000000000,32.0000000000,102093.0000000000,102021.0000000000,0.0000000000,0.0000000000,1.3898322345,-0.1059797962,1.8856055233,-0.7007843268,0.4574541434,0.0032693199,-1.1560736087,0.9293468779,-0.3635360454,-0.3914070679,-1.0727003011,0.8929276318,1.5385496354,1.7249289408,4.7960735149,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
38,Thomas Muster,Jacco Eltingh,1995,46,128.0000000000,32.0000000000,101404.0000000000,101797.0000000000,0.0000000000,0.0000000000,-0.8419887211,0.6302171123,-0.1902439088,0.1298879234,1.7448921332,0.0032693199,4.2085439673,1.1029418071,-0.4479132587,-0.8028706773,-0.2047928279,-0.2782267249,-0.6593881048,0.8513464739,-1.1075535147,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
39,Magnus Larsson,Pete Sampras,1995,46,128.0000000000,16.0000000000,101723.0000000000,101948.0000000000,0.0000000000,0.0000000000,0.8584462927,0.2949257145,0.4132006935,-1.1840284228,-0.7201898618,0.0032693199,0.2646383827,-1.0340921513,0.6507844321,-1.8512397640,-0.9365083520,-1.3289001262,0.5347519268,0.3710537049,-0.7665041000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
40,Michael Chang,Olivier Delaitre,1995,46,128.0000000000,16.0000000000,102021.0000000000,101358.0000000000,0.0000000000,0.0000000000,0.5396147276,-1.0486485064,-1.0350663521,0.5870663336,0.3514290454,0.0032693199,-3.1599460735,0.4937406121,0.3964654952,-0.0686854239,0.4179298635,-0.1628099564,0.4518292428,-1.0715766848,-1.7880241641,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
41,Patrick Mcenroe,Jacco Eltingh,1995,46,128.0000000000,16.0000000000,101265.0000000000,101797.0000000000,0.0000000000,0.0000000000,-0.5231571560,0.9059145427,0.9925075118,-0.1986769055,0.5513241680,0.0032693199,0.6119168586,1.7510000936,-0.5162848710,-1.4135616138,-0.5412898301,-0.2411375703,-0.7115240043,0.7404264348,-1.0138351673,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000
42,Michael Chang,Andrei Medvedev,1995,46,128.0000000000,8.0000000000,102021.0000000000,102446.0000000000,0.0000000000,0.0000000000,-1.9047606047,0.5453407758,-0.2143816929,0.2845671905,-1.0875499817,0.0032693199,-3.0810024274,-1.7262470405,-0.2197122771,0.1297414968,0.5953951532,-0.4623081418,-0.4220647819,-0.9100420812,-3.7577203890,1.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
43,Brett Steven,Goran Ivanisevic,1995,268,128.0000000000,128.0000000000,101601.0000000000,101964.0000000000,0.0000000000,0.0000000000,-0.8419887211,0.5140387008,0.7752674549,-0.6376779296,-0.0831752133,0.0032693199,0.4608920615,-2.3109937599,1.0779657050,-2.9076167147,0.0610697011,-2.3760222396,-0.8387985856,1.5225671087,-2.1145807627,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000
44,Richey Reneberg,Pete Sampras,1996,204,128.0000000000,128.0000000000,101191.0000000000,101948.0000000000,0.0000000000,0.0000000000,-0.5231571560,1.2773235164,0.4856140458,-1.2238128906,-1.8652861547,0.0032693199,-1.9596030969,-1.7003736996,-0.8447771169,-1.6255428733,-1.3585481161,-1.1984151241,0.2305213327,1.8240718771,-0.7068685810,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
45,Mark Philippoussis,Javier Frana,1996,204,128.0000000000,128.0000000000,102882.0000000000,101318.0000000000,0.0000000000,0.0000000000,1.1772778577,-2.1791294470,-1.2040308408,0.1518379746,0.9009363454,0.0032693199,2.2358693845,-0.3374593227,-1.0571730808,1.8993357267,2.9042880462,1.6028625313,1.0645469765,-2.0390523026,2.3513098836,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
46,Jan Siemerink,Cedric Pioline,1996,204,128.0000000000,128.0000000000,101733.0000000000,101611.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.1914581252,0.0752717162,-0.0803524108,-0.8460773434,0.0032693199,-1.2076457913,-0.7957212929,0.7195711320,-0.2345695068,0.2965941292,-0.2362860699,-1.0124259357,-0.1482759558,-2.8991032339,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
47,Sjeng Schalken,Michael Stich,1996,204,128.0000000000,128.0000000000,102854.0000000000,101529.0000000000,0.0000000000,0.0000000000,0.0082287858,-1.7439121182,1.0649208641,-0.3773640411,-0.9221803763,0.0032693199,2.2274007681,-0.2332470802,-1.3041701127,-2.0779238797,-1.8495365410,-1.5499219323,2.0715186069,2.0725200949,-0.6503243608,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
48,Mark Woodforde,Magnus Larsson,1996,204,128.0000000000,128.0000000000,101185.0000000000,101723.0000000000,0.0000000000,0.0000000000,-0.5231571560,0.9805574450,-1.3488575453,0.1823622646,0.9106540221,0.0032693199,0.4936598364,-0.5182325315,-1.5724780129,-0.0422293378,-0.4964018286,-0.5439640476,1.3705784917,0.4035561718,0.4483844254,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
49,Richard Krajicek,Javier Sanchez,1996,204,128.0000000000,128.0000000000,101990.0000000000,101439.0000000000,0.0000000000,0.0000000000,1.9212181763,-0.8542158967,-1.1557552726,0.2804515559,2.2486771247,0.0032693199,-0.3119551927,1.7873023155,0.2534382243,2.0766832517,0.8836451315,1.5712158639,-0.1694667303,-1.3064204522,1.4070116021,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
50,Patrick Rafter,Daniel Vacek,1996,204,128.0000000000,128.0000000000,102158.0000000000,101888.0000000000,0.0000000000,0.0000000000,-0.5231571560,-0.3925126533,1.1373342164,-0.1688385547,-0.6720941820,0.0032693199,-0.4864316889,0.3876735493,-0.6374554095,0.4709300122,-1.3503182006,-0.0828061451,1.1451116569,-0.7446157505,-2.5154182636,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
51,Marc Rosset,Scott Draper,1996,204,128.0000000000,128.0000000000,101820.0000000000,102401.0000000000,0.0000000000,0.0000000000,2.4526041181,0.7770949466,-1.8798887954,0.3541900091,0.3346221020,0.0032693199,0.3266731824,-0.0523097595,2.1528216381,0.0465405748,-2.7875328617,-0.1718610654,0.6261472387,0.1011511327,0.9390972358,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
52,Guy Forget,Stefan Edberg,1996,204,128.0000000000,128.0000000000,101098.0000000000,101222.0000000000,0.0000000000,0.0000000000,0.2207831625,0.2196803799,0.7028541027,-0.1647229201,-1.6647301707,0.0032693199,1.6333263475,0.5418768121,0.8863589627,-0.2098417826,-0.4229031795,1.2214523721,-1.7428609565,1.4950625974,0.1889770497,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
53,Marc Kevin Goellner,Mikael Tillstrom,1996,204,128.0000000000,128.0000000000,101806.0000000000,102025.0000000000,0.0000000000,0.0000000000,1.1772778577,0.3099744297,0.9925075118,-0.1273392391,-0.2677797818,0.0032693199,-0.4147114027,1.4110849234,-2.9826501032,2.4997626194,1.4168550173,2.1242053211,2.8319886660,-2.3084474810,-0.6476469142,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
54,Andrei Chesnokov,Jakob Hlasek,1996,204,128.0000000000,128.0000000000,101230.0000000000,101084.0000000000,0.0000000000,0.0000000000,0.0082287858,-0.2781399997,1.0890586482,-0.1376283256,-1.4810434272,0.0032693199,-0.2898129154,-1.3203631174,0.7239578573,-1.0218361440,-0.3758723392,-0.3962401193,0.0421558646,0.9607429960,-0.4311181931,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
55,Adrian Voinea,Jason Stoltenberg,1996,204,128.0000000000,128.0000000000,102437.0000000000,101727.0000000000,0.0000000000,0.0000000000,0.0082287858,-0.9631708370,0.7028541027,-0.0995587056,0.9580501098,0.0032693199,2.1059859821,0.0293160942,-0.3920264186,-0.2092995836,1.1703081872,-0.0204125124,-0.7263937254,0.3861815304,0.9869154806,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
56,Michael Chang,Albert Costa,1996,204,128.0000000000,128.0000000000,102021.0000000000,102610.0000000000,0.0000000000,0.0000000000,-0.5231571560,0.7247248903,-0.2626572611,0.5788350644,-0.0092434153,0.0032693199,0.1593732390,0.5221129885,-3.0847116528,1.3487781692,1.2068139022,1.0292898853,0.3094276370,-1.4088010831,-1.2087872472,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
57,Wayne Ferreira,David Prinosil,1996,204,128.0000000000,128.0000000000,101965.0000000000,102184.0000000000,0.0000000000,0.0000000000,0.0082287858,0.3165963480,-0.8661018634,0.3785408472,1.5538284454,0.0032693199,-0.5084030180,1.2656871825,0.8311424288,1.0511925643,1.9677982051,0.8133624732,-2.1292229565,-1.2696742759,1.8722970802,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
58,Todd Martin,Marcos Ondruska,1996,204,128.0000000000,128.0000000000,101774.0000000000,102154.0000000000,0.0000000000,0.0000000000,1.6023866112,0.5290878557,-2.0729910681,0.2986289420,0.4319863602,0.0032693199,-1.1947396046,2.5844412128,-1.0438596193,3.7022784728,-0.7628189958,2.1568240665,0.7857317727,-0.9737276905,1.6741284545,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
59,Andrei Medvedev,Renzo Furlan,1996,204,128.0000000000,128.0000000000,102446.0000000000,101746.0000000000,0.0000000000,0.0000000000,1.9212181763,-0.9523354103,0.3890629094,-0.0820672585,0.0053961369,0.0032693199,-0.4155407619,1.8964508692,-1.0895511415,0.7157337991,-1.7619573278,0.6747976292,1.6816651076,-0.1264659426,-1.7859918716,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000
60,Paul Haarhuis,Felix Mantilla,1996,204,128.0000000000,128.0000000000,101235.0000000000,102456.0000000000,0.0000000000,0.0000000000,0.8584462927,1.8798848882,-0.0936927724,0.0077907636,0.1749883934,0.0032693199,-0.0479748981,-0.2117066784,0.0288915742,0.4898041400,-0.9505480851,-0.0037750539,0.5493552875,-0.2810744381,-1.8261813786,1.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0000000000,1.0000000000
