,PlayerA_name,PlayerB_name,Year,Day,draw_size,round,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,height_diff,age_diff,rank_diff,rank_points_diff,Win%_diff,bestof_diff,minutes_diff,svpt%_diff,1st_serve%_diff,1st_serve_won%_diff,2nd_serve_won%_diff,ace%_diff,df%_diff,bp_faced%_diff,bp_saved%_diff,Same_handedness,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,PlayerA Win
118,Wayne Ferreira,Nicolas Lapentti,2000,179,128.0000000000,32.0000000000,101965.0000000000,102839.0000000000,0.0000000000,0.0000000000,-0.3686716373,1.1956609278,0.8901794426,-0.2626001585,0.5993609527,0.0000000000,-0.8197962104,0.6896999899,-1.2106569373,1.3264562343,-1.2452921836,0.5006825186,0.5348222501,-0.6884410489,-0.4127840095,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
119,Tim Henman,Fernando Vicente,2000,179,128.0000000000,32.0000000000,102450.0000000000,102950.0000000000,0.0000000000,0.0000000000,0.4959479346,0.6208041377,-0.4639760228,0.2956009625,0.1127535551,0.0000000000,-0.4140288986,1.4582789718,-0.2508014226,0.5444401614,-0.6870942339,0.5834309809,0.0017146478,0.0646698698,0.3948752142,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
120,Sebastien Grosjean,Yevgeny Kafelnikov,2000,179,128.0000000000,32.0000000000,103206.0000000000,102338.0000000000,0.0000000000,0.0000000000,-1.6656009952,-0.9959822696,0.7178323834,-0.5359526525,-0.1730297849,0.0000000000,1.2004136698,-0.5976660298,-0.9344362040,-1.8209815401,-0.8012852682,-1.0132128797,-1.7668704290,3.5090987180,0.7069485198,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
121,Richard Krajicek,Alex Corretja,2000,179,128.0000000000,32.0000000000,101990.0000000000,102374.0000000000,0.0000000000,0.0000000000,1.6847998459,0.5835684717,0.6193483495,-0.2313051300,-0.4758823785,0.0000000000,-0.1267806226,1.3112107116,0.0227496345,1.5168813440,-0.2575481984,1.6392374917,0.4377552181,-1.2747010567,0.1996428759,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
122,Hicham Arazi,Mark Philippoussis,2000,179,128.0000000000,32.0000000000,102271.0000000000,102882.0000000000,0.0000000000,0.0000000000,-2.3140656741,0.7521067448,0.0530651549,-0.0055338528,1.1140540654,0.0000000000,0.1656035192,-0.6522473829,-0.5917240512,-0.9740421194,0.8278703867,-1.7052728617,-1.5260780363,0.9959793087,1.3042284274,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
123,Magnus Norman,Andrei Medvedev,2000,179,128.0000000000,16.0000000000,102796.0000000000,102446.0000000000,0.0000000000,0.0000000000,-0.5848265303,-0.3930357673,-0.4393550144,0.5756595340,-0.8977910947,0.0000000000,1.0709243358,-1.8380339762,0.2007811687,-0.1300153395,0.0671428193,-0.7992992196,-0.9213043539,0.8261747584,-0.1146880150,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
124,Marat Safin,Cedric Pioline,2000,179,128.0000000000,16.0000000000,103498.0000000000,101611.0000000000,0.0000000000,0.0000000000,0.4959479346,-2.5095553047,0.1269281803,-0.1042089938,0.5626261123,0.0000000000,-1.4482845319,-0.3426695056,-0.9888183804,1.0346845871,0.0100871573,1.1285440654,0.0712607959,0.8062496846,0.1950116771,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
125,Nicolas Lapentti,Gustavo Kuerten,2000,179,128.0000000000,16.0000000000,102839.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.2605941908,0.0420271759,0.1269281803,-0.1428487739,-2.1624644636,0.0000000000,1.1203273145,0.1310667392,1.6515713996,-1.7393023754,0.3609506108,-0.7075088699,-0.9148941862,0.3629161977,-0.5959151201,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
126,Yevgeny Kafelnikov,Fernando Vicente,2000,179,128.0000000000,16.0000000000,102338.0000000000,102950.0000000000,0.0000000000,0.0000000000,1.0363351670,0.7514532238,-0.6855650990,0.6267534581,0.8621727871,0.0000000000,-1.0357061897,1.2734422567,0.3575005944,1.3777591785,-0.2267001069,1.0382871051,-0.7927878947,-0.9904917088,0.9333913607,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
127,Magnus Norman,Marat Safin,2000,179,128.0000000000,8.0000000000,102796.0000000000,103498.0000000000,0.0000000000,0.0000000000,-0.5848265303,0.8971266124,-0.2423869467,0.4140749990,-0.9426005308,0.0000000000,1.3700540012,-1.6338607186,1.2997161774,-1.0416993843,0.6073750063,-1.2172562270,-0.7107700556,0.1004079841,0.1752760454,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
128,Yevgeny Kafelnikov,Gustavo Kuerten,2000,179,128.0000000000,8.0000000000,102338.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.0444392979,0.6345218753,-0.0454188790,0.1713788594,-0.6506172305,0.0000000000,0.1927997362,0.3726512743,0.8283785079,-0.0541170368,-0.4193228791,-0.1666312324,0.3517388065,-0.6751622030,-1.2273213752,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
129,Magnus Norman,Gustavo Kuerten,2000,179,128.0000000000,2.0000000000,102796.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.2605941908,0.0910202551,-0.0700398874,0.2065059323,-1.4401643727,0.0000000000,1.4487232798,-0.9636869127,0.5016242351,-0.5392373693,-0.0341846687,-0.7047150809,-0.4715982948,1.0640065612,0.0369096767,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
130,Mariano Puerta,Arnaud Clement,2001,178,128.0000000000,128.0000000000,103264.0000000000,103096.0000000000,0.0000000000,0.0000000000,0.7121028275,-0.1565604180,1.9735038150,-0.4085371793,0.7542349106,0.0000000000,-2.3217221364,-0.7238104558,1.0727313633,1.0666719365,0.0267773818,-0.0549804599,0.1813073477,-0.0044257586,0.8028248075,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
131,Felix Mantilla,Bohdan Ulihrach,2001,178,128.0000000000,128.0000000000,102456.0000000000,102539.0000000000,0.0000000000,0.0000000000,-0.9090588698,0.1236829442,1.0379054934,-0.0591824731,0.2951178956,0.0000000000,-0.2378122425,0.7645900331,0.3762205689,0.0979435753,0.5004237390,0.3583037028,-0.7316715413,0.3891534007,0.6337303469,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
132,Dominik Hrbaty,Gaston Gaudio,2001,178,128.0000000000,128.0000000000,103103.0000000000,103292.0000000000,0.0000000000,0.0000000000,0.8201802740,0.2451865537,-0.3901129974,0.1630760968,0.2456250165,0.0000000000,1.2243575126,-0.6456204966,-0.2008311858,1.8307022124,-0.7986134065,0.7874584553,0.4637154193,-1.2538338932,1.4644078632,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
133,Juan Carlos Ferrero,Stefan Koubek,2001,178,128.0000000000,128.0000000000,103507.0000000000,102905.0000000000,0.0000000000,0.0000000000,0.8201802740,-0.7183525143,-1.8181314883,0.7848252859,0.2839927276,0.0000000000,0.6828913934,-2.0821111433,0.0576889594,0.4730670195,1.9054873253,0.4439264159,-0.4304072043,-1.7283451374,0.1953474905,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
134,Jiri Novak,Arnaud Di Pasquale,2001,178,128.0000000000,128.0000000000,102562.0000000000,103324.0000000000,0.0000000000,0.0000000000,0.4959479346,0.9526532315,-0.3654919890,0.0928219511,-0.0324933777,0.0000000000,-0.5847136942,-1.1306069612,0.5271565023,1.6535646079,-0.6616762886,0.3062321020,-0.3130626806,-2.1729598937,0.2523975458,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
135,Cedric Pioline,Andrei Pavel,2001,178,128.0000000000,128.0000000000,101611.0000000000,102318.0000000000,0.0000000000,0.0000000000,0.4959479346,1.1257637657,0.2500332226,0.0081976393,1.9687798664,0.0000000000,1.2648936098,1.3218573946,-1.7824905706,1.9989143292,1.7884858424,0.0270600681,1.1542730057,-2.5482340044,-0.4184180052,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
136,Andrew Ilie,Thomas Enqvist,2001,178,128.0000000000,128.0000000000,102776.0000000000,102358.0000000000,0.0000000000,0.0000000000,-1.1252137627,-0.4773044267,1.1610105357,-0.2887857946,-0.2582014507,0.0000000000,2.3444814014,0.6153012527,-1.1736463354,-0.7353525810,-0.6962021105,-1.8657823523,-0.3041521522,0.8999008762,-0.0714574986,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
137,Andrei Medvedev,Younes El Aynaoui,2001,178,128.0000000000,128.0000000000,102446.0000000000,101962.0000000000,0.0000000000,0.0000000000,-0.0444392979,-0.6843837376,0.1761701972,0.0241644906,1.0892909719,0.0000000000,0.6272455343,0.3301697487,0.1598979024,0.5118913421,0.0509006247,0.2494519377,0.5554053175,0.0500631064,0.5823320960,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
138,Jan Siemerink,Franco Squillari,2001,178,128.0000000000,128.0000000000,101733.0000000000,102644.0000000000,0.0000000000,0.0000000000,-0.0444392979,1.3014862365,1.7026727219,-0.2686675620,-2.0101158677,0.0000000000,-0.2484597813,-0.0141537508,-0.6637331693,0.6865513884,0.5037860846,-0.1004024157,1.1209039234,-1.7019783258,-1.3398564304,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
139,Slava Dosedel,Nicolas Lapentti,2001,178,128.0000000000,128.0000000000,101792.0000000000,102839.0000000000,0.0000000000,0.0000000000,-0.5848265303,1.4549994913,1.6534307050,-0.1620089954,-1.2789182177,0.0000000000,-0.4592162809,-0.4278062462,0.2048835739,-1.3690215353,-0.0048224121,-1.2253588278,0.2378179512,1.5536498612,0.0708691827,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
140,Thomas Johansson,Andre Agassi,2001,178,128.0000000000,128.0000000000,102563.0000000000,101736.0000000000,0.0000000000,0.0000000000,-0.0444392979,-1.1455758299,0.3977592734,-0.6719902255,-1.6619408471,0.0000000000,-0.4158375354,0.8778958083,-2.8219334496,-0.1723757324,0.8150529911,0.7097206436,0.0177635883,-1.3032568543,-0.6254833789,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
141,Marcelo Rios,Wayne Ferreira,2001,178,128.0000000000,128.0000000000,102701.0000000000,101965.0000000000,0.0000000000,0.0000000000,-1.1252137627,-0.9972888344,0.4716222988,-0.1211338561,0.5848910993,0.0000000000,-0.8935370949,-0.7724366871,0.2036413907,-0.6229338014,0.2684456023,-0.3216643974,1.0417558376,0.6469941892,0.1360807940,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
142,Albert Portas,Greg Rusedski,2001,178,128.0000000000,128.0000000000,102287.0000000000,102257.0000000000,0.0000000000,0.0000000000,-0.5848265303,-0.0219909217,-0.6609440905,0.2077832804,0.3269191912,0.0000000000,-1.5488692715,1.3916430962,0.0333284826,-0.3540055727,-0.0233636121,-0.5146498542,-0.7241905697,1.5082126249,0.5599061399,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
143,Agustin Calleri,Gustavo Kuerten,2001,178,128.0000000000,64.0000000000,102860.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.8009814233,0.0211228544,1.7765357473,-1.0855316738,-1.0832220692,0.0000000000,-0.6676273742,1.1385689840,-0.5756950414,0.5984536227,0.1521944706,0.4961029123,0.0577219916,-0.8637027881,-0.7473090128,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
144,Mariano Puerta,Bohdan Ulihrach,2001,178,128.0000000000,64.0000000000,103264.0000000000,102539.0000000000,0.0000000000,0.0000000000,-0.9090588698,-0.8280979947,1.1610105357,-0.0681239098,0.3241916208,0.0000000000,-1.2329627144,1.8474432214,0.7896351072,0.2592882963,-0.3150969552,0.1467980446,-0.0846846719,2.0663746240,1.4613010836,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
145,Jiri Novak,Cedric Pioline,2001,178,128.0000000000,64.0000000000,102562.0000000000,101611.0000000000,0.0000000000,0.0000000000,0.1717155951,-1.3520020970,0.0284441464,0.0497114526,-1.4831018730,0.0000000000,-1.5904050523,-0.6775983456,1.2414068054,-1.6773827706,-1.6682136356,-0.8154811918,-0.6559259720,1.4377537879,0.6000630540,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
146,Tim Henman,Sjeng Schalken,2001,178,128.0000000000,64.0000000000,102450.0000000000,102854.0000000000,0.0000000000,0.0000000000,-0.9090588698,0.5025655086,-0.5132180398,0.3537203011,0.4224647028,0.0000000000,-0.0666173725,-0.6610329831,-0.5971147160,0.5985459848,0.9402722441,0.1098122037,0.5766816217,-0.3487528668,0.0804591555,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
147,Nicolas Lapentti,Fernando Meligeni,2001,178,128.0000000000,64.0000000000,102839.0000000000,101897.0000000000,0.0000000000,0.0000000000,0.8201802740,-1.2500950511,-1.8181314883,0.2738860447,-0.2283782592,0.0000000000,0.1620317657,0.0169643182,0.0024833202,-0.6210763779,0.2494722939,0.7275005437,-0.6578026717,0.7109742532,0.8486388061,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
148,Greg Rusedski,Fabrice Santoro,2001,178,128.0000000000,64.0000000000,102257.0000000000,102148.0000000000,0.0000000000,0.0000000000,1.5767223994,-0.1532942446,0.1269281803,0.0289545460,0.5808487269,0.0000000000,-0.7712969864,-0.2339132581,0.4581015234,1.2973569268,0.2032581942,1.2349791796,0.8489824982,-2.0908282168,0.3650006476,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
149,Jiri Novak,Thomas Enqvist,2001,178,128.0000000000,32.0000000000,102562.0000000000,102358.0000000000,0.0000000000,0.0000000000,-0.0444392979,-0.2205782770,0.9886634765,-0.2632388326,-0.9581128067,0.0000000000,-0.4510642664,-0.6183600537,0.1999572315,-1.7200993447,-1.6514887326,-2.1389664820,-1.2246916121,0.6032183200,-1.0516492067,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
150,Tim Henman,Guillermo Canas,2001,178,128.0000000000,32.0000000000,102450.0000000000,103084.0000000000,0.0000000000,0.0000000000,-0.0444392979,0.7919538702,-1.7688894714,0.5124308029,0.0703809014,0.0000000000,0.4888642937,0.4674202563,-1.5936901313,-0.5801489249,0.2466909491,-0.0746752009,1.7342972005,0.7372629789,-0.8833026750,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
151,Andre Agassi,Fernando Meligeni,2001,178,128.0000000000,32.0000000000,101736.0000000000,101897.0000000000,0.0000000000,0.0000000000,-0.0444392979,0.2510658568,-2.3844146829,1.0658418685,0.3460119639,0.0000000000,0.0960007161,-1.3651338749,-0.0513003571,-0.2665598540,-0.7031831919,-0.1590571427,-0.1051334823,1.8288550541,0.9141056012,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
152,Fabrice Santoro,Marat Safin,2001,178,128.0000000000,32.0000000000,102148.0000000000,103498.0000000000,0.0000000000,0.0000000000,-1.6656009952,1.7254443331,0.9886634765,-0.8731725517,-1.7757479881,0.0000000000,0.7646031166,-0.2409515228,0.1136761132,-1.7781430848,-0.7491459055,-1.7261687989,0.6278467767,1.5418739244,-1.2202264775,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
153,Juan Carlos Ferrero,Thomas Enqvist,2001,178,128.0000000000,16.0000000000,103507.0000000000,102358.0000000000,0.0000000000,0.0000000000,-0.8009814233,-1.3885835261,-0.2670079551,0.4041755512,1.2165909963,0.0000000000,0.7129207616,-1.3491060889,-0.6950236391,-0.9108127924,1.4698769899,-1.3469703074,-1.0905812514,-0.3205401205,-0.0422017244,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
154,Guillermo Canas,Lleyton Hewitt,2001,178,128.0000000000,16.0000000000,103084.0000000000,103720.0000000000,0.0000000000,0.0000000000,0.4959479346,0.7991402153,1.8503987727,-0.6221736495,-0.1020773461,0.0000000000,-1.2655116749,-0.7713409418,2.0681266986,-0.2809469271,-0.4051594103,-0.5794893077,-2.4992820813,0.0265404031,0.7766616024,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
155,Andre Agassi,Franco Squillari,2001,178,128.0000000000,16.0000000000,101736.0000000000,102644.0000000000,0.0000000000,0.0000000000,-0.3686716373,1.2916877161,-0.3408709805,0.7225545659,0.4319578070,0.0000000000,0.2669940080,-1.4452292343,0.4910927896,0.2772237562,-0.0725624434,-0.1451146179,-0.3365413637,0.1116073382,-0.2194322686,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
156,Alex Corretja,Fabrice Santoro,2001,178,128.0000000000,16.0000000000,102374.0000000000,102148.0000000000,0.0000000000,0.0000000000,0.1717155951,-0.2950488931,-0.7594281244,0.3562749973,1.7819231403,0.0000000000,-0.9062131293,-1.0625483616,-0.1270290089,1.7288948838,0.2889861964,0.5137710335,-0.2549832481,-1.8396753853,-0.4210909109,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
157,Gustavo Kuerten,Yevgeny Kafelnikov,2001,178,128.0000000000,8.0000000000,102856.0000000000,102338.0000000000,0.0000000000,0.0000000000,-0.0444392979,-0.5870496685,-0.1685239213,0.5446838425,0.7619699940,0.0000000000,-0.3497454822,-0.0569702783,-0.8631026723,-0.0702454041,0.6784225152,0.6380814271,-0.7193155268,0.3270035820,0.4400041670,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
158,Juan Carlos Ferrero,Lleyton Hewitt,2001,178,128.0000000000,8.0000000000,103507.0000000000,103720.0000000000,0.0000000000,0.0000000000,0.2797930416,0.2706633748,-0.0700398874,0.1199655983,1.2515575547,0.0000000000,-1.5780342055,-1.4423606602,0.6435255544,-0.8000104888,1.8202408393,-0.2266735978,-2.3453892079,-0.4527652161,0.8736644025,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
159,Andre Agassi,Sebastien Grosjean,2001,178,128.0000000000,8.0000000000,101736.0000000000,103206.0000000000,0.0000000000,0.0000000000,0.4959479346,1.9521202076,-0.1931449297,0.5510705830,0.6076744258,0.0000000000,0.1101305133,-0.7967230499,0.3662325817,0.8667778564,-0.3304771616,-0.1922395265,1.0204676682,-0.4174214951,0.0536166283,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
160,Roger Federer,Alex Corretja,2001,178,128.0000000000,8.0000000000,103819.0000000000,102374.0000000000,0.0000000000,0.0000000000,0.4959479346,-1.7243518373,0.1023071718,-0.0588631361,-1.1268687095,0.0000000000,0.0475994383,2.6453878544,0.8619858766,-0.5323344664,-0.6824365262,0.4478673563,0.6240618550,0.2610846634,1.7768273543,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
161,Juan Carlos Ferrero,Gustavo Kuerten,2001,178,128.0000000000,4.0000000000,103507.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.8009814233,-0.7928226532,0.0530651549,-0.3702167362,-0.4064046190,0.0000000000,-0.3176021400,-0.8383018097,0.5700690183,-0.5795638581,1.0098829061,-0.4922288267,-0.1496290300,-0.1011943020,0.2331530344,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
162,Sebastien Grosjean,Alex Corretja,2001,178,128.0000000000,4.0000000000,103206.0000000000,102374.0000000000,0.0000000000,0.0000000000,-0.5848265303,-0.9620127771,-0.0946608959,0.1167722280,-0.7582085684,0.0000000000,0.5208908120,0.2007453257,0.5946175127,-1.8552115648,-0.2748715369,-0.4986249494,-0.4534420738,2.0001905739,0.5281918020,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
163,Gustavo Kuerten,Alex Corretja,2001,178,128.0000000000,2.0000000000,102856.0000000000,102374.0000000000,0.0000000000,0.0000000000,1.0363351670,-0.5530804146,-0.3162499721,0.7937667226,0.6393335861,0.0000000000,0.2630438927,0.4082440999,-0.1874776732,-0.0930739786,0.3394447701,0.6243489616,0.3064844130,0.0846897329,0.8816837067,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
164,Ramon Delgado,Carlos Moya,2002,177,128.0000000000,128.0000000000,102887.0000000000,102845.0000000000,0.0000000000,0.0000000000,-0.5848265303,-0.0278709406,1.5795676796,-0.2622808215,0.3087761776,0.0000000000,-2.1633380640,-0.6058867105,-0.0975405400,-0.2421355290,0.0098897458,0.9413500468,-0.2752859789,0.5350225986,-1.1011110066,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
165,Guillermo Canas,Karol Kucera,2002,177,128.0000000000,128.0000000000,103084.0000000000,102344.0000000000,0.0000000000,0.0000000000,-0.3686716373,-0.8659862273,-1.4241953529,0.4067302474,1.6053606773,0.0000000000,1.6221296720,-0.4475677571,1.0130552990,0.9956542583,2.0598168065,-0.0752254969,-2.0519318900,-1.6220011993,1.3425247076,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
166,Pete Sampras,Andrea Gaudenzi,2002,177,128.0000000000,128.0000000000,101948.0000000000,102247.0000000000,0.0000000000,0.0000000000,0.1717155951,0.4927669882,-1.4241953529,0.4907158852,0.9020901000,0.0000000000,-0.9067104775,0.5891467384,0.1225274842,1.8097643568,0.4561230460,1.8710051571,0.0519430857,-1.5421226786,0.6975820109,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
167,Nicolas Escude,Fernando Meligeni,2002,177,128.0000000000,128.0000000000,102765.0000000000,101897.0000000000,0.0000000000,0.0000000000,0.4959479346,-1.1638667831,-0.6117020736,0.1787236110,-1.9330044435,0.0000000000,-0.8510550919,-0.8359917853,-0.8782672149,0.4003475462,-0.5691474792,1.1537370716,-0.6524501323,1.1732827228,0.8807703585,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
168,Younes El Aynaoui,Jan Michael Gambill,2002,177,128.0000000000,128.0000000000,101962.0000000000,102998.0000000000,0.0000000000,0.0000000000,0.2797930416,1.3896750676,-0.8825331667,0.3339214055,0.7921633776,0.0000000000,0.5075847975,1.0797847420,-0.0299095950,-1.5312346502,0.9850819579,-0.6323399398,-0.7004950624,1.1834078419,1.7944136554,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
169,Thomas Johansson,Franco Squillari,2002,177,128.0000000000,128.0000000000,102563.0000000000,102644.0000000000,0.0000000000,0.0000000000,-0.3686716373,0.1223763793,-1.6457844290,0.6181313584,-1.6729173743,0.0000000000,-0.2998083911,-0.3243622118,-1.7198304796,-0.3725214636,-0.3293664768,0.4237831845,-0.8068454367,0.0064507800,-0.0042842702,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
170,Bohdan Ulihrach,Alex Corretja,2002,177,128.0000000000,128.0000000000,102539.0000000000,102374.0000000000,0.0000000000,0.0000000000,0.8201802740,-0.1839963706,0.4716222988,-0.1275205966,-0.8904012861,0.0000000000,-0.6711240676,0.2578620822,0.1593423484,-0.4175920876,-0.5795617782,-0.1611500005,0.8886671740,-0.1575308422,-0.3684590680,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
171,Hicham Arazi,Roger Federer,2002,177,128.0000000000,128.0000000000,102271.0000000000,103819.0000000000,0.0000000000,0.0000000000,-1.1252137627,1.8854894576,0.8901794426,-0.4564377331,0.3357761279,0.0000000000,-0.5965157348,0.2428067471,-1.1255292196,0.0861090590,0.7682410855,-0.3413536046,-0.9153423138,-0.7396873454,-0.0387098686,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
172,David Sanchez,Jose Acasuso,2002,177,128.0000000000,128.0000000000,103176.0000000000,104076.0000000000,0.0000000000,0.0000000000,-0.8009814233,1.0976735763,-0.8086701413,0.1250749907,0.6829802264,0.0000000000,1.8479829051,0.1121077035,2.2360925669,-2.6134711071,-0.0700505344,-1.9176911468,0.3971319339,0.0605236294,-0.7675851396,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
173,Tim Henman,Galo Blanco,2002,177,128.0000000000,128.0000000000,102450.0000000000,102869.0000000000,0.0000000000,0.0000000000,1.2524900600,0.5221630266,-2.0643415729,0.7548076055,-0.2141021251,0.0000000000,0.6950999110,1.8385758146,0.4030246910,0.3660287809,-1.2071466039,-0.4602959673,0.0785417883,-0.2061431069,0.0142835784,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
174,Juan Ignacio Chela,Adrian Voinea,2002,177,128.0000000000,128.0000000000,103428.0000000000,102437.0000000000,0.0000000000,0.0000000000,0.4959479346,-1.1847706273,-0.9071541752,0.2451457124,1.0969362418,0.0000000000,-0.5735088018,1.4508900326,-0.3593940886,0.6467509437,-0.2978245822,0.1873717809,1.2723087900,0.1917555405,1.3693121716,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
175,Vincent Spadea,Cedric Pioline,2002,177,128.0000000000,128.0000000000,102434.0000000000,101611.0000000000,0.0000000000,0.0000000000,-0.5848265303,-1.1913027357,-0.1192819044,0.0628042707,-0.7870330613,0.0000000000,-0.3297698042,-1.4151987359,1.3785200173,-1.5629050972,0.7170773320,-1.0825664803,-0.0976484092,1.3080640594,-0.4638180823,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
176,Francisco Clavet,Sebastien Grosjean,2002,177,128.0000000000,128.0000000000,101532.0000000000,103206.0000000000,0.0000000000,0.0000000000,0.8201802740,2.3127125347,1.6288096965,-0.5017835908,-1.7575820471,0.0000000000,-0.1567502546,-1.1990292112,0.8240135718,-0.6262706194,-0.6839962311,-0.9411676929,0.5391863758,0.1400761231,-1.0772510367,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
177,Wayne Arthurs,Andy Roddick,2002,177,128.0000000000,128.0000000000,101885.0000000000,104053.0000000000,0.0000000000,0.0000000000,0.1717155951,2.7562671949,1.8750197811,-0.4165206049,0.6829802264,0.0000000000,-1.3272460054,1.6828057806,-0.3721931625,0.3139938210,0.7510825734,1.2885090113,-0.5178311495,-0.5746071704,-0.3679893453,0.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,1.0000000000
178,Davide Sanguinetti,Gustavo Kuerten,2002,177,128.0000000000,64.0000000000,102106.0000000000,102856.0000000000,0.0000000000,0.0000000000,-0.2605941908,0.9885816169,1.0379054934,-0.5468101114,-2.2727918174,0.0000000000,-0.0011835688,0.3348649349,-0.0742485056,-1.6102586647,-1.5367084730,-0.6341071031,-0.1251702494,2.1268687578,-0.5354528248,1.0000000000,0.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000
