1,2017-451-d643-mc10,/en/scores/2017/451/MS001/match-stats?isLive=False,02:54:00,174,2,3,79,110,54,79,19,31,5,7,73,110,11,50,18,34,3,4,16,15,29,84,102,194,8,4,50,84,39,50,16,34,1,4,55,84,25,79,12,31,2,7,15,16,37,110,92,194
1,2017-451-mc10-a479,/en/scores/2017/451/MS004/match-stats?isLive=False,02:10:00,130,5,3,51,79,34,51,17,28,3,5,51,79,14,44,24,45,3,12,12,12,38,89,89,168,4,4,44,89,30,44,21,45,9,12,51,89,17,51,11,28,2,5,12,12,28,79,79,168
1,2017-451-mc10-ba47,/en/scores/2017/451/MS002/match-stats?isLive=False,01:41:00,101,10,1,42,67,33,42,11,25,2,3,44,67,11,34,17,29,3,5,10,9,28,63,72,130,2,1,34,63,23,34,12,29,2,5,35,63,9,42,14,25,1,3,9,10,23,67,58,130
1,2017-451-d643-v306,/en/scores/2017/451/MS003/match-stats?isLive=False,02:23:00,143,3,1,57,93,45,57,15,36,4,7,60,93,26,70,15,31,4,7,15,16,41,101,101,194,2,3,70,101,44,70,16,31,3,7,60,101,12,57,21,36,3,7,16,15,33,93,93,194
1,2017-451-d643-s694,/en/scores/2017/451/MS007/match-stats?isLive=False,01:31:00,91,3,3,35,56,26,35,12,21,3,4,38,56,8,33,22,28,4,6,9,9,30,61,68,117,2,5,33,61,25,33,6,28,2,6,31,61,9,35,9,21,1,4,9,9,18,56,49,117
1,2017-451-ba47-t786,/en/scores/2017/451/MS005/match-stats?isLive=False,01:31:00,91,9,1,51,85,39,51,19,34,7,7,58,85,7,32,9,20,2,3,11,10,16,52,74,137,6,0,32,52,25,32,11,20,1,3,36,52,12,51,15,34,0,7,10,11,27,85,63,137
1,2017-451-v306-k336,/en/scores/2017/451/MS006/match-stats?isLive=False,01:23:00,83,2,1,48,58,34,48,7,10,1,1,41,58,11,42,17,25,3,12,10,10,28,67,69,125,13,4,42,67,31,42,8,25,9,12,39,67,14,48,3,10,0,1,10,10,17,58,56,125
1,2017-451-mc10-mi43,/en/scores/2017/451/MS008/match-stats?isLive=False,02:23:00,143,10,0,46,76,36,46,13,30,3,6,49,76,29,74,19,31,4,14,12,12,48,105,97,181,2,3,74,105,45,74,12,31,10,14,57,105,10,46,17,30,3,6,12,12,27,76,84,181
1,2017-451-v306-gb88,/en/scores/2017/451/MS013/match-stats?isLive=False,01:42:00,102,6,2,56,87,39,56,12,31,12,14,51,87,16,41,15,27,4,7,10,9,31,68,82,155,2,0,41,68,25,41,12,27,3,7,37,68,17,56,19,31,2,14,9,10,36,87,73,155
1,2017-451-ba47-v708,/en/scores/2017/451/MS010/match-stats?isLive=False,01:45:00,105,13,3,47,79,39,47,14,32,2,4,53,79,19,55,13,29,2,2,13,13,32,84,85,163,9,2,55,84,36,55,16,29,0,2,52,84,8,47,18,32,2,4,13,13,26,79,78,163
1,2017-451-d643-z184,/en/scores/2017/451/MS015/match-stats?isLive=False,01:12:00,72,4,1,33,47,29,33,11,14,0,0,40,47,12,34,9,20,2,2,10,9,21,54,61,101,4,2,34,54,22,34,11,20,0,2,33,54,4,33,3,14,0,0,9,10,7,47,40,101
1,2017-451-t786-ba65,/en/scores/2017/451/MS011/match-stats?isLive=False,00:45:00,45,12,2,26,39,22,26,11,13,0,0,33,39,13,29,8,15,4,7,8,8,21,44,54,83,1,1,29,44,16,29,7,15,3,7,23,44,4,26,2,13,0,0,8,8,6,39,29,83
1,2017-451-a479-k435,/en/scores/2017/451/MS009/match-stats?isLive=False,01:46:00,106,11,1,44,78,32,44,21,34,0,2,53,78,11,49,16,31,2,2,12,12,27,80,80,158,8,1,49,80,38,49,15,31,0,2,53,80,12,44,13,34,2,2,12,12,25,78,78,158
1,2017-451-k336-ke29,/en/scores/2017/451/MS012/match-stats?isLive=False,01:30:00,90,16,4,45,73,42,45,17,28,3,3,59,73,8,42,9,28,0,0,12,12,17,70,76,143,13,4,42,70,34,42,19,28,0,0,53,70,3,45,11,28,0,3,12,12,14,73,67,143
1,2017-451-s694-d981,/en/scores/2017/451/MS014/match-stats?isLive=False,01:19:00,79,0,2,31,58,23,31,13,27,4,5,36,58,17,38,13,21,4,9,9,8,30,59,66,117,5,4,38,59,21,38,8,21,5,9,29,59,8,31,14,27,1,5,8,9,22,58,51,117
1,2017-451-mc10-ca12,/en/scores/2017/451/MS016/match-stats?isLive=False,01:22:00,82,6,1,40,55,34,40,8,15,0,1,42,55,15,41,18,25,4,7,9,9,33,66,75,121,3,7,41,66,26,41,7,25,3,7,33,66,6,40,7,15,1,1,9,9,13,55,46,121
1,2017-451-d643-sl28,/en/scores/2017/451/MS031/match-stats?isLive=False,01:27:00,87,4,4,39,55,33,39,6,16,3,5,39,55,15,41,19,33,4,9,10,11,34,74,73,129,9,1,41,74,26,41,14,33,5,9,40,74,6,39,10,16,2,5,11,10,16,55,56,129
1,2017-451-gb88-h756,/en/scores/2017/451/MS027/match-stats?isLive=False,01:30:00,90,6,0,44,72,31,44,17,28,10,12,48,72,11,34,16,28,4,5,10,10,27,62,75,134,7,1,34,62,23,34,12,28,1,5,35,62,13,44,11,28,2,12,10,10,24,72,59,134
1,2017-451-ba47-g983,/en/scores/2017/451/MS020/match-stats?isLive=False,01:26:00,86,5,2,31,54,26,31,18,23,0,0,44,54,12,42,15,29,2,4,10,10,27,71,71,125,6,2,42,71,30,42,14,29,2,4,44,71,5,31,5,23,0,0,10,10,10,54,54,125
1,2017-451-t786-kb54,/en/scores/2017/451/MS023/match-stats?isLive=False,01:27:00,87,9,2,37,67,31,37,20,30,1,2,51,67,12,41,15,25,4,5,13,12,27,66,78,133,5,1,41,66,29,41,10,25,1,5,39,66,6,37,10,30,1,2,12,13,16,67,55,133
1,2017-451-k435-j267,/en/scores/2017/451/MS019/match-stats?isLive=False,01:43:00,103,4,3,44,73,33,44,14,29,3,4,47,73,19,49,17,30,3,12,10,10,36,79,83,152,6,4,49,79,30,49,13,30,9,12,43,79,11,44,15,29,1,4,10,10,26,73,69,152
1,2017-451-s694-b837,/en/scores/2017/451/MS028/match-stats?isLive=False,01:54:00,114,2,7,38,88,24,38,26,50,12,14,50,88,16,39,15,27,4,9,9,9,31,66,81,154,2,1,39,66,23,39,12,27,5,9,35,66,14,38,24,50,2,14,9,9,38,88,73,154
1,2017-451-a479-l503,/en/scores/2017/451/MS018/match-stats?isLive=False,02:29:00,149,13,2,55,104,39,55,26,49,3,6,65,104,19,57,15,33,3,7,16,15,34,90,99,194,5,3,57,90,38,57,18,33,4,7,56,90,16,55,23,49,3,6,15,16,39,104,95,194
1,2017-451-k336-me89,/en/scores/2017/451/MS024/match-stats?isLive=False,01:35:00,95,13,4,50,73,43,50,13,23,1,1,56,73,12,52,7,17,0,0,12,12,19,69,75,142,2,1,52,69,40,52,10,17,0,0,50,69,7,50,10,23,0,1,12,12,17,73,67,142
1,2017-451-ke29-ac39,/en/scores/2017/451/MS025/match-stats?isLive=False,00:57:00,57,4,1,17,38,16,17,16,21,0,0,32,38,12,34,19,28,4,13,8,8,31,62,63,100,3,4,34,62,22,34,9,28,9,13,31,62,1,17,5,21,0,0,8,8,6,38,37,100
1,2017-451-d981-sk47,/en/scores/2017/451/MS029/match-stats?isLive=False,02:23:00,143,6,2,66,112,47,66,28,46,7,8,75,112,17,61,14,39,3,6,17,17,31,100,106,212,14,1,61,100,44,61,25,39,3,6,69,100,19,66,18,46,1,8,17,17,37,112,106,212
1,2017-451-ba65-bf23,/en/scores/2017/451/MS022/match-stats?isLive=False,01:46:00,106,7,4,57,86,41,57,18,29,2,2,59,86,18,59,17,32,4,11,14,15,35,91,94,177,7,7,59,91,41,59,15,32,7,11,56,91,16,57,11,29,0,2,15,14,27,86,83,177
1,2017-451-mi43-m850,/en/scores/2017/451/MS017/match-stats?isLive=False,02:01:00,121,13,3,80,100,53,80,10,20,7,10,63,100,10,52,33,43,6,12,15,14,43,95,106,195,7,4,52,95,42,52,10,43,6,12,52,95,27,80,10,20,3,10,14,15,37,100,89,195
1,2017-451-v708-y152,/en/scores/2017/451/MS021/match-stats?isLive=False,01:05:00,65,13,2,29,41,27,29,9,12,0,0,36,41,15,40,14,25,3,9,9,8,29,65,65,106,1,1,40,65,25,40,11,25,6,9,36,65,2,29,3,12,0,0,8,9,5,41,41,106
1,2017-451-v306-pd07,/en/scores/2017/451/MS026/match-stats?isLive=False,01:15:00,75,0,1,36,52,25,36,11,16,0,1,36,52,10,29,18,26,5,8,9,9,28,55,64,107,5,1,29,55,19,29,8,26,3,8,27,55,11,36,5,16,1,1,9,9,16,52,43,107
1,2017-451-pd07-bg23,/en/scores/2017/451/QS004/match-stats?isLive=False,01:02:00,62,5,3,27,51,19,27,17,24,3,3,36,51,14,30,9,14,4,6,8,7,23,44,59,95,1,2,30,44,16,30,5,14,2,6,21,44,8,27,7,24,0,3,7,8,15,51,36,95
1,2017-451-z184-mb02,/en/scores/2017/451/MS030/match-stats?isLive=False,02:38:00,158,9,4,71,117,55,71,27,46,3,4,82,117,14,71,26,49,2,8,17,17,40,120,122,237,14,3,71,120,57,71,23,49,6,8,80,120,16,71,19,46,1,4,17,17,35,117,115,237
1,2017-451-s694-la93,/en/scores/2017/451/QS005/match-stats?isLive=False,01:02:00,62,6,1,28,42,26,28,10,14,0,0,36,42,11,30,11,20,3,8,9,8,22,50,58,92,6,2,30,50,19,30,9,20,5,8,28,50,2,28,4,14,0,0,8,9,6,42,34,92
1,2017-451-g983-be67,/en/scores/2017/451/QS006/match-stats?isLive=False,01:16:00,76,5,1,34,45,27,34,7,11,0,1,34,45,15,37,18,31,4,11,9,9,33,68,67,113,2,3,37,68,22,37,13,31,7,11,35,68,7,34,4,11,1,1,9,9,11,45,46,113
1,2017-451-sk47-me31,/en/scores/2017/451/QS007/match-stats?isLive=False,01:23:00,83,11,3,47,81,36,47,12,34,4,8,48,81,13,37,10,19,4,7,12,11,23,56,71,137,3,1,37,56,24,37,9,19,3,7,33,56,11,47,22,34,4,8,11,12,33,81,66,137
1,2017-451-bg23-v495,/en/scores/2017/451/QS008/match-stats?isLive=False,01:10:00,70,1,3,40,57,28,40,11,17,2,3,39,57,13,37,15,22,4,9,10,9,28,59,67,116,6,2,37,59,24,37,7,22,5,9,31,59,12,40,6,17,1,3,9,10,18,57,49,116
