,PlayerA_name,PlayerB_name,Year,Day,PlayerA_id,PlayerB_id,Win%_diff,height_diff,age_diff,rank_diff,rank_points_diff,ace_diff,df_diff,svpt_diff,1stIn_diff,1stWon_diff,2ndWon_diff,SvGms_diff,bpSaved_diff,bpFaced_diff,minutes_diff,bestof_diff,hand_L_diff,hand_R_diff,best_of,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
67,PETR KORDA,MARC ROSSET,1993,325,101434.000000,101820.000000,0.000000,-1.693400,0.797220,-1.317784,0.428223,-0.721725,1.397576,-0.020121,0.595499,0.408615,-0.759597,0.441072,-0.085326,-0.063959,-0.224076,0.012327,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
68,MICHAEL STICH,MARC ROSSET,1993,325,101529.000000,101820.000000,0.000000,-1.064249,0.699093,-1.389691,0.337309,0.635824,1.969113,1.996557,1.211647,1.459816,2.033813,1.847556,1.097336,0.587312,0.125339,0.325789,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
69,MICHAEL STICH,GORAN IVANISEVIC,1993,325,101529.000000,101964.000000,0.000000,0.064416,1.001116,-0.200296,-0.088978,-0.685515,0.973229,2.088316,1.819355,1.720782,0.752143,1.472024,1.567764,1.029651,0.332299,-0.322214,-1.000000,1.000000,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
70,PETR KORDA,TODD MARTIN,1993,311,101434.000000,101774.000000,0.000000,-1.241249,0.797220,-0.775884,0.414185,-1.454919,2.141871,-3.796468,-3.053564,-2.866894,-2.647874,-2.497223,-2.528830,-1.277721,-1.185196,-0.320961,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71,MARK WOODFORDE,MICHAEL CHANG,1993,311,101185.000000,102021.000000,0.000000,1.943074,1.696387,1.388932,-0.264743,0.368628,0.300161,0.583534,0.891661,1.102333,-0.520494,-0.271411,3.543198,2.040732,-0.651751,0.002581,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,ALEXANDER VOLKOV,IVAN LENDL,1993,311,101334.000000,100656.000000,0.000000,-0.016246,-2.147102,-0.884517,0.253566,0.636336,0.978984,2.807257,1.610997,1.669067,2.761468,2.508352,0.890797,0.762921,0.374079,0.383130,1.000000,-1.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,STEFAN EDBERG,TODD MARTIN,1993,311,101222.000000,101774.000000,0.000000,-1.523415,1.401265,-1.532772,0.791965,-1.533626,0.940368,-2.205315,-1.595716,-1.552326,-1.485591,-1.116753,-0.972340,-0.185355,-0.292499,0.185856,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
74,BORIS BECKER,IVAN LENDL,1993,311,101414.000000,100656.000000,0.000000,0.265920,-2.449124,-2.073912,0.869313,1.316927,2.244403,1.863094,1.499833,2.104697,1.228121,1.758490,-1.258848,-1.690293,0.059579,0.286395,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,TODD MARTIN,IVAN LENDL,1993,311,101774.000000,100656.000000,0.000000,1.394584,-3.355193,-0.668263,0.183945,1.438211,0.176865,4.226414,4.241409,4.040179,2.142399,3.453000,1.503100,0.487527,0.996067,0.463237,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,ARNAUD BOETSCH,HENRIK HOLM,1993,61,101589.000000,101510.000000,0.000000,0.031923,-0.101948,-0.127882,0.067649,-1.988831,-1.490967,5.157384,3.788216,2.879710,1.970963,4.960931,2.082722,3.342290,3.098501,2.000000,0.000000,0.000000,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,CARL UWE STEEB,MICHAEL CHANG,1993,41,101391.000000,102021.000000,0.000000,0.814410,1.085441,2.254200,-0.434678,-0.851854,-0.858050,0.070275,1.471652,0.555910,-3.541489,-0.554978,0.683728,1.650332,1.595771,0.000000,1.000000,-1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78,KAREL NOVACEK,ANDREI CHERKASOV,1993,61,101120.000000,101772.000000,0.000000,1.446344,1.584460,-0.195486,-0.008600,2.777414,0.858050,1.827497,1.772128,3.300921,-1.536842,0.553892,0.363819,-0.967408,-1.595771,0.000000,0.000000,0.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
79,KAREL NOVACEK,THOMAS MUSTER,1993,61,101120.000000,101404.000000,0.000000,1.446344,0.980414,0.993910,-0.226593,-0.389594,-2.024725,-2.236309,-0.519832,-0.134607,-0.942780,-0.429928,-6.796686,-5.541792,-1.595771,0.000000,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
80,PETE SAMPRAS,THOMAS MUSTER,1993,367,101948.000000,101404.000000,0.000000,0.692760,-1.092342,-0.417309,0.456780,2.026027,1.389207,-0.451068,-1.148334,0.385338,0.176110,-0.082527,-2.100504,-2.035039,-0.452851,0.075809,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
81,MICHAEL CHANG,WALLY MASUR,1993,367,102021.000000,100923.000000,0.000000,-0.814410,-2.602456,-0.956171,0.145392,-0.323526,0.044502,-2.797234,-3.260712,-3.356278,-0.673275,-2.528212,-1.773913,-1.273660,0.568771,-0.406298,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
82,PETR KORDA,ALEXANDER VOLKOV,1993,367,101434.000000,101334.000000,0.000000,0.317680,-0.213876,-0.198271,-0.034384,-0.830967,1.590376,-1.906871,-0.187200,-0.513390,-3.469763,-1.539178,-1.039599,-0.655063,-0.915951,-0.246344,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
83,MALIVAI WASHINGTON,MICHAEL STICH,1993,367,101613.000000,101529.000000,0.000000,-1.898495,-0.397070,1.822705,-0.700611,-1.791721,-1.594193,-1.630728,-0.954102,-1.515154,-1.860458,-1.419852,-1.211181,-0.223858,0.276212,-0.082806,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,BORIS BECKER,WAYNE FERREIRA,1993,367,101414.000000,101965.000000,0.000000,0.718071,1.092342,-1.642418,0.530847,0.596485,0.736125,-0.359717,-0.413989,0.331204,0.410814,0.141387,-0.832162,-1.648791,0.727659,-0.232955,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85,STEFAN EDBERG,TODD MARTIN,1993,367,101222.000000,101774.000000,0.000000,-1.394584,1.584460,-0.416297,0.086726,-1.626020,2.042366,0.287576,-0.012333,-0.257419,0.189445,0.706142,0.238520,0.901889,0.155296,0.243679,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
86,MICHAEL CHANG,PETE SAMPRAS,1993,367,102021.000000,101948.000000,0.000000,-1.398175,-0.115749,0.309182,-0.387730,-2.125830,-1.980302,-1.217779,-0.998518,-2.266808,-0.079778,-1.148247,0.594766,0.804850,0.623226,-0.513767,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
87,SERGI BRUGUERA,PETR KORDA,1993,367,101843.000000,101434.000000,0.000000,-0.317680,-0.994215,-1.315505,0.723746,-0.041136,-3.287967,-0.111873,-0.405021,-0.236824,1.097831,0.353237,-1.019328,-1.023848,0.636708,0.164501,-1.000000,1.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,STEFAN EDBERG,WAYNE FERREIRA,1993,367,101222.000000,101965.000000,0.000000,0.439495,1.886482,-1.389438,0.324693,-1.261184,0.346978,0.603552,1.045943,0.677771,-0.209725,0.850049,1.514222,1.077601,0.609873,0.050054,0.000000,0.000000,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
89,PETR KORDA,PETE SAMPRAS,1993,367,101434.000000,101948.000000,0.000000,0.740929,1.296238,1.639886,-1.601428,-2.294254,0.769910,-1.308976,-0.569164,-1.733248,-2.126094,-1.580761,1.120468,1.797213,-0.986393,-0.457752,1.000000,-1.000000,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
90,MICHAEL STICH,STEFAN EDBERG,1993,367,101529.000000,101222.000000,0.000000,0.769831,-0.811021,0.123578,-0.097178,1.865130,0.549234,0.399997,-0.665623,0.049004,1.539211,0.240286,-0.296044,-0.619940,-0.184133,-0.105396,0.000000,0.000000,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
91,PETR KORDA,MICHAEL STICH,1993,367,101434.000000,101529.000000,0.000000,-0.387735,0.390170,1.531759,-1.211664,-1.882532,0.578673,-1.698092,-0.614204,-1.410211,-2.895261,-1.583511,-0.268119,0.657183,-1.092156,-0.280735,1.000000,-1.000000,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
92,WALLY MASUR,HENRIK HOLM,1993,194,100923.000000,101510.000000,0.000000,-0.484074,1.570658,0.669023,-0.206596,-2.041181,-7.584694,-0.131633,1.728224,0.936292,-0.750389,-0.660210,2.065518,0.824494,-0.373855,-0.083333,0.000000,0.000000,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
93,CEDRIC PIOLINE,IVAN LENDL,1993,132,101611.000000,100656.000000,0.000000,-0.016246,-2.758048,1.713059,-0.295737,0.459243,0.925205,4.510803,2.635238,3.154634,3.022989,6.603526,-3.318642,0.189116,2.769051,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,IVAN LENDL,PETR KORDA,1993,132,100656.000000,101434.000000,0.000000,-0.265920,2.456025,0.773858,-0.566537,1.007924,-3.470313,-0.571101,-1.072295,-1.024484,1.435452,-2.161271,3.413873,0.742145,0.008994,-0.363636,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95,IVAN LENDL,FABRICE SANTORO,1993,132,100656.000000,102148.000000,0.000000,1.427076,3.966139,-1.388679,0.227257,1.920201,-2.480549,-0.757229,0.230158,0.137416,-1.412996,-1.611960,2.620277,0.721450,-0.705091,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
96,MALIVAI WASHINGTON,ALEXANDER VOLKOV,1993,41,101613.000000,101334.000000,0.000000,-1.144910,-0.692193,-0.776137,0.265187,0.079232,-2.040727,-1.940842,-0.166266,-0.001405,-3.913025,0.429928,-4.554010,-2.351848,1.595771,0.000000,-1.000000,1.000000,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,MAGNUS LARSSON,PETR KORDA,1993,146,101723.000000,101434.000000,0.000000,0.387735,-0.699093,2.362580,-0.505940,1.029335,-3.959277,0.935009,-0.348716,-0.461153,2.784711,1.837480,-0.020953,0.355892,0.715533,-0.285714,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
98,ANDREI MEDVEDEV,CEDRIC PIOLINE,1993,146,102446.000000,101611.000000,0.000000,0.689169,-1.612062,-1.750798,0.451798,0.311495,0.159853,0.704004,0.844660,1.086146,-0.489325,1.349427,-0.049102,0.379850,-0.438477,0.333333,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,KAREL NOVACEK,MICHAEL STICH,1993,146,101120.000000,101529.000000,0.000000,-0.487665,0.811021,-0.234237,0.128713,-2.133473,-3.706946,-3.348739,-2.166687,-2.453200,-2.984184,-2.743477,-1.755385,-0.958655,-1.694804,-0.666667,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,CEDRIC PIOLINE,IVAN LENDL,1993,146,101611.000000,100656.000000,0.000000,-0.016246,-2.758048,1.172425,-0.189251,-0.264601,1.277896,1.639482,1.029039,0.752806,1.402759,1.977638,-0.297320,0.252848,0.918816,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,MICHAEL STICH,IVAN LENDL,1993,146,101529.000000,100656.000000,0.000000,0.689169,-2.456025,-0.016970,0.112630,2.183812,3.828660,4.303635,3.297896,3.790960,3.111828,5.042634,-0.041253,0.328729,1.886947,0.666667,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102,CARLOS COSTA,EMILIO SANCHEZ,1993,146,101475.000000,101142.000000,0.000000,0.484074,-0.980414,-1.644949,0.280612,0.553774,0.246090,-0.375732,-1.891461,-1.454782,1.363987,-0.554978,-3.310896,-2.050393,-0.113728,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,STEFAN EDBERG,EMILIO SANCHEZ,1993,146,101222.000000,101142.000000,0.000000,1.144910,-0.220777,-2.687467,0.762652,-0.051282,1.031807,-0.749165,-0.663641,0.140423,0.078229,-0.561466,-1.066796,-2.169193,-0.753298,0.888889,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
104,STEFAN EDBERG,SERGI BRUGUERA,1993,146,101222.000000,101843.000000,0.000000,0.016246,1.591360,-0.200549,0.152041,-0.142979,1.137853,0.253856,0.751919,0.928226,-0.698621,-0.203220,1.742536,0.376253,-0.194449,0.525253,0.000000,0.000000,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
105,EMILIO SANCHEZ,MARC ROSSET,1993,160,101142.000000,101820.000000,0.000000,-3.104230,1.401265,-0.778415,0.158335,-1.713293,-2.455485,1.522594,3.955331,2.252086,-1.427284,1.875036,2.837775,2.264561,1.182894,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
106,GORAN IVANISEVIC,MAGNUS GUSTAFSSON,1993,160,101964.000000,101320.000000,0.000000,1.193080,-1.092342,-2.362327,0.477953,2.131335,1.957570,-0.930489,-4.398909,-1.921827,5.027636,0.161450,-4.701591,-4.271310,-1.595771,0.000000,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
107,THOMAS MUSTER,MARC ROSSET,1993,160,101404.000000,101820.000000,0.000000,-3.104230,0.797220,-1.535303,0.368910,-1.544004,-1.871053,-0.319151,1.169148,0.137584,0.006322,0.418167,1.419882,0.402039,-0.113437,0.181818,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
108,MARC ROSSET,GORAN IVANISEVIC,1993,160,101820.000000,101964.000000,0.000000,1.064249,0.186273,1.713566,-0.373522,-1.846327,-3.140247,0.598226,2.079861,0.681554,-2.178526,1.611598,-6.476777,-1.859658,1.595771,0.000000,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
109,SERGI BRUGUERA,KAREL NOVACEK,1993,160,101843.000000,101120.000000,0.000000,-0.265920,-1.696387,0.017730,-0.086206,-0.532131,-0.112775,0.239499,0.218007,-0.388250,-0.132911,-0.336283,0.937383,1.407300,0.041750,0.500000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
110,JIM COURIER,FABRICE SANTORO,1993,160,101793.000000,102148.000000,0.000000,0.974926,1.014917,-2.038959,0.795693,1.517560,-0.812020,0.110635,0.384467,1.355794,0.151266,1.342903,-1.011936,-1.936434,0.605877,1.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
111,SERGI BRUGUERA,JIM COURIER,1993,160,101843.000000,101793.000000,0.000000,0.435905,-0.410872,0.525183,-0.347721,-1.052016,-1.054393,-0.243337,-0.145684,-0.952357,-0.925301,-0.817475,0.400866,1.708793,-0.858304,-0.500000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
112,GORAN IVANISEVIC,PETE SAMPRAS,1993,160,101964.000000,101948.000000,0.000000,1.193080,0.115749,0.989606,-1.237464,2.815445,0.941207,-0.589255,0.462919,0.776005,0.543367,-0.626692,-0.730205,-1.634979,-1.595771,0.000000,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
113,JIM COURIER,MICHAEL CHANG,1993,160,101793.000000,102021.000000,0.000000,1.398175,0.712894,-0.417056,0.338591,0.719486,0.154515,1.284642,1.698672,2.434702,0.297227,2.018453,-0.937111,-1.351070,0.542240,1.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
114,GORAN IVANISEVIC,JIM COURIER,1993,160,101964.000000,101793.000000,-0.800000,1.141320,-0.410872,-0.015451,-0.099482,0.034251,1.045321,-0.195943,0.067963,-1.743094,-1.730297,-1.342903,4.678352,6.033982,-5.283198,-4.000000,1.000000,-1.000000,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
115,EMILIO SANCHEZ,STEFAN EDBERG,1993,153,101142.000000,101222.000000,0.000000,-1.189489,0.376368,3.482853,-1.396210,-0.117264,-0.586138,1.101513,0.808905,-0.500287,0.247330,0.453384,1.419113,2.835297,0.726122,-0.909091,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
116,MARCOS ONDRUSKA,IVAN LENDL,1993,153,102154.000000,100656.000000,0.000000,-0.721661,-3.966139,2.037693,-0.385937,-0.970073,2.310128,-0.154998,-0.220223,-0.884233,-1.657977,0.276286,-0.426426,1.322205,-0.537289,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
117,THOMAS MUSTER,MICHAEL STICH,1993,153,101404.000000,101529.000000,0.000000,-1.898495,0.206975,0.306651,0.062068,-2.279165,-3.053394,-2.369321,-1.064993,-1.892560,-1.148861,-2.152165,0.546796,-0.237243,-1.197576,-0.345455,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
118,EMILIO SANCHEZ,RICHARD KRAJICEK,1993,153,101142.000000,101990.000000,0.000000,-2.318154,2.188505,2.401584,-0.463173,-2.238072,-1.377949,1.483247,1.650929,-0.495886,-0.484485,-0.101897,4.387164,5.173796,0.842211,-0.166667,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
119,IVAN LENDL,MICHAEL STICH,1993,153,100656.000000,101529.000000,0.000000,-0.769831,2.321135,-0.882745,0.486643,-2.048118,-3.841435,-3.758270,-2.673636,-2.953332,-2.672161,-3.842291,-0.372718,-0.601470,-1.127293,-0.545455,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
120,MICHAEL STICH,EMILIO SANCHEZ,1993,153,101529.000000,101142.000000,0.000000,1.898495,-0.811021,-1.712300,0.250085,2.496419,3.271142,1.319079,-0.015815,1.285790,2.486393,1.653008,-1.314998,-1.902587,0.285870,0.545455,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
121,KAREL NOVACEK,MAGNUS LARSSON,1993,139,101120.000000,101723.000000,0.000000,-0.487665,1.401265,-2.401837,0.448836,-1.820972,2.874775,-1.786325,-0.649627,0.124240,-3.269293,-1.145270,-2.240109,-1.081366,1.595771,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
122,RICHARD KRAJICEK,CARL UWE STEEB,1993,139,101990.000000,101391.000000,0.000000,2.350646,-1.387464,-1.495540,0.190098,2.149083,2.125732,-0.028446,0.583230,2.460636,0.122557,1.086784,-1.466778,-3.122945,-0.267334,-0.200000,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
123,PETR KORDA,MARCOS ONDRUSKA,1993,139,101434.000000,102154.000000,0.500000,1.023095,1.605162,-2.254453,0.474553,1.149539,1.868253,2.956594,3.225369,3.337825,1.236770,2.377489,1.833484,0.623524,4.016273,3.333333,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
124,BORIS BECKER,MARC ROSSET,1993,139,101414.000000,101820.000000,0.000000,-1.693400,0.790319,-2.832826,1.032171,-0.178385,-0.838030,-2.627182,-1.466931,-1.063301,-0.617873,-1.572859,-1.476556,-2.561036,-0.165937,0.000000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
125,ANDREI MEDVEDEV,RICHARD KRAJICEK,1993,139,102446.000000,101990.000000,0.000000,-0.358834,-0.467594,0.233984,-0.172088,-1.735561,-0.748728,1.135090,0.384964,-0.953825,0.110238,-0.095429,2.851405,3.763846,-0.526613,0.200000,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
126,PETR KORDA,CEDRIC PIOLINE,1993,139,101434.000000,101611.000000,0.000000,0.265920,0.200075,-3.049839,0.934599,-0.554169,0.872848,-1.896706,0.404389,0.147875,-3.541489,-1.539613,1.251716,0.787450,-1.767823,0.333333,1.000000,-1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
127,SERGI BRUGUERA,IVAN LENDL,1993,139,101843.000000,100656.000000,0.000000,0.016246,-3.206502,1.316518,-0.518104,-0.668006,0.474604,1.190612,1.152092,0.719353,-0.574744,1.615178,0.182912,1.870203,-0.397835,0.571429,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
128,MAGNUS LARSSON,THOMAS MUSTER,1993,139,101723.000000,101404.000000,-0.500000,1.894905,-0.994215,1.712047,-0.214092,0.725311,-0.516182,0.948432,0.694403,0.471265,-1.271539,0.725617,2.522746,3.500695,-3.686294,-3.250000,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
129,ANDREI MEDVEDEV,STEFAN EDBERG,1993,139,102446.000000,101222.000000,0.000000,0.689169,-2.497429,0.416803,-0.221572,0.445985,0.199232,0.296700,-0.637385,-1.057198,1.008203,0.503462,0.093097,1.183543,-0.169677,-0.742857,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
130,CARLOS COSTA,SERGI BRUGUERA,1993,139,101475.000000,101843.000000,0.000000,-0.721661,0.790319,0.197258,-0.010331,0.771460,0.925205,0.496600,-0.372905,-0.364328,0.265130,-0.301608,0.340862,0.633854,0.620565,-0.571429,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
131,STEFAN EDBERG,CEDRIC PIOLINE,1993,139,101222.000000,101611.000000,0.000000,-0.016246,0.804120,-3.266093,1.238763,-0.864531,-1.882332,-2.144507,0.267942,0.645832,-3.063799,-1.511465,0.004635,-1.277584,-1.491532,1.142857,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,SERGI BRUGUERA,THOMAS MUSTER,1993,139,101843.000000,101404.000000,0.000000,1.144910,-1.092342,0.884011,-0.261876,-0.150735,-0.458602,0.640846,0.863039,0.727422,-1.704835,0.301608,0.837629,1.756382,-0.124992,0.321429,-1.000000,1.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
133,SERGI BRUGUERA,CEDRIC PIOLINE,1993,139,101843.000000,101611.000000,0.000000,0.016246,-0.488296,-0.954146,0.147861,-1.081822,-2.325015,-2.089026,-0.456551,-0.700747,-3.051655,-1.668747,1.230459,1.073458,-1.979215,0.571429,0.000000,0.000000,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
