,PlayerA_name,PlayerB_name,tourney_date,PlayerA_id,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,best_of,minutes,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_12.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,PlayerA_hand_L,PlayerA_hand_R,PlayerB_hand_L,PlayerB_hand_R,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
814,MICHAEL CHANG,WALLY MASUR,19931207,102021,175,22,8,2154,100923,180,31,21,1328,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
816,PETR KORDA,ALEXANDER VOLKOV,19931207,101434,190,26,12,1742,101334,188,27,18,1382,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
817,MICHAEL STICH,MALIVAI WASHINGTON,19931207,101529,193,25,2,3445,101613,180,24,23,1173,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
819,WAYNE FERREIRA,BORIS BECKER,19931207,101965,185,22,22,1278,101414,190,26,11,1958,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
820,STEFAN EDBERG,TODD MARTIN,19931207,101222,188,28,5,2571,101774,198,23,13,1695,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
821,PETE SAMPRAS,MICHAEL CHANG,19931207,101948,185,22,1,4128,102021,175,22,8,2154,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
822,PETR KORDA,SERGI BRUGUERA,19931207,101434,190,26,12,1742,101843,188,23,4,2590,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
824,STEFAN EDBERG,WAYNE FERREIRA,19931207,101222,188,28,5,2571,101965,185,22,22,1278,3,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
825,PETR KORDA,PETE SAMPRAS,19931207,101434,190,26,12,1742,101948,185,22,1,4128,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
826,MICHAEL STICH,STEFAN EDBERG,19931207,101529,193,25,2,3445,101222,188,28,5,2571,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
827,PETR KORDA,MICHAEL STICH,19931207,101434,190,26,12,1742,101529,193,25,2,3445,5,109,7,3,80,49,38,17,13,4,5,6,3,83,49,34,16,12,5,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
919,WALLY MASUR,HENRIK HOLM,19930614,100923,180,30,21,1272,101510,183,25,19,1386,3,142,2,2,117,85,60,20,17,7,8,11,11,124,72,52,27,17,7,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
960,IVAN LENDL,CEDRIC PIOLINE,19930412,100656,188,33,8,1959,101611,188,24,28,941,3,106,2,1,60,32,27,16,10,2,2,3,6,75,36,24,19,10,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
978,IVAN LENDL,PETR KORDA,19930412,100656,188,33,8,1959,101434,190,25,5,2452,3,91,0,2,61,35,25,13,10,5,7,1,5,77,38,25,13,11,10,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
981,IVAN LENDL,FABRICE SANTORO,19930412,100656,188,33,8,1959,102148,178,20,25,1061,3,79,3,0,48,27,21,12,8,1,2,0,1,53,37,19,7,9,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1013,ALEXANDER VOLKOV,MALIVAI WASHINGTON,19930111,101334,188,26,17,1252,101613,180,24,14,1476,3,98,5,4,83,41,29,22,11,5,7,5,2,66,38,27,12,11,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
1014,PETR KORDA,MAGNUS LARSSON,19930426,101434,190,25,5,2452,101723,193,23,31,885,3,85,2,4,73,49,35,13,11,2,3,4,0,70,43,25,16,11,6,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1025,CEDRIC PIOLINE,ANDREI MEDVEDEV,19930426,101611,188,24,23,1222,102446,193,19,11,1784,3,144,4,3,106,63,44,25,17,8,11,3,7,104,59,43,24,17,4,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1039,MICHAEL STICH,KAREL NOVACEK,19930426,101529,193,25,12,1751,101120,190,28,14,1553,3,89,9,2,66,39,30,18,11,2,3,3,3,76,43,28,19,11,4,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1043,IVAN LENDL,CEDRIC PIOLINE,19930426,100656,188,33,8,2108,101611,188,24,23,1222,3,120,1,3,64,32,20,15,10,6,11,1,3,75,41,24,19,11,10,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1044,IVAN LENDL,MICHAEL STICH,19930426,100656,188,33,8,2108,101529,193,25,12,1751,3,103,1,2,58,32,26,12,10,2,5,4,9,86,44,29,13,11,6,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1070,EMILIO SANCHEZ,CARLOS COSTA,19930426,101142,180,28,32,840,101475,183,25,21,1242,3,174,2,3,117,67,44,28,17,8,12,5,2,106,52,39,27,17,6,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1073,STEFAN EDBERG,EMILIO SANCHEZ,19930426,101222,188,27,3,3091,101142,180,28,32,840,3,82,0,1,50,39,28,7,9,1,2,1,3,59,41,22,7,9,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1075,STEFAN EDBERG,SERGI BRUGUERA,19930426,101222,188,27,3,3091,101843,188,22,9,1910,5,109,0,5,83,49,38,16,13,8,10,2,3,92,58,29,16,13,5,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1117,MARC ROSSET,EMILIO SANCHEZ,19930510,101820,201,23,26,1003,101142,180,28,23,1131,3,67,9,1,44,22,20,10,7,2,2,1,1,52,31,17,6,8,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1143,GORAN IVANISEVIC,MAGNUS GUSTAFSSON,19930510,101964,193,22,6,2272,101320,185,26,32,820,3,77,8,3,57,22,18,22,10,1,2,1,1,59,46,24,9,9,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1144,MARC ROSSET,THOMAS MUSTER,19930510,101820,201,23,26,1003,101404,180,26,16,1500,3,140,11,6,106,64,52,16,16,6,9,0,4,93,71,56,8,16,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1157,GORAN IVANISEVIC,MARC ROSSET,19930510,101964,193,22,6,2272,101820,201,23,26,1003,3,88,10,6,65,30,26,17,9,9,9,4,3,66,40,27,11,10,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1161,SERGI BRUGUERA,KAREL NOVACEK,19930510,101843,188,22,11,1837,101120,190,28,15,1533,3,65,0,0,49,44,33,4,9,0,0,2,1,42,34,20,3,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1162,JIM COURIER,FABRICE SANTORO,19930510,101793,185,23,2,3517,102148,178,20,25,1052,3,100,1,2,66,43,33,9,9,6,7,1,0,52,31,18,11,9,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1166,JIM COURIER,SERGI BRUGUERA,19930510,101793,185,23,2,3517,101843,188,22,11,1837,3,100,2,2,63,32,26,18,10,2,2,4,1,66,45,29,12,9,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1167,GORAN IVANISEVIC,PETE SAMPRAS,19930510,101964,193,22,6,2272,101948,185,22,1,3826,3,76,13,2,57,35,29,14,10,0,1,4,1,56,29,23,12,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1168,JIM COURIER,MICHAEL CHANG,19930510,101793,185,23,2,3517,102021,175,21,10,1853,3,156,4,1,82,52,38,18,13,3,3,1,2,78,40,26,19,13,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1169,JIM COURIER,GORAN IVANISEVIC,19930510,101793,185,23,2,3517,101964,193,22,6,2272,5,123,4,2,78,46,38,14,12,4,4,6,4,77,46,26,13,11,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1
1210,EMILIO SANCHEZ,STEFAN EDBERG,19930503,101142,180,28,31,938,101222,188,27,3,3259,3,146,3,1,107,89,53,12,16,9,13,0,3,102,79,49,15,16,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1212,IVAN LENDL,MARCOS ONDRUSKA,19930503,100656,188,33,7,2229,102154,183,20,30,954,3,140,2,3,71,41,27,15,13,5,10,0,1,83,51,26,14,12,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1213,MICHAEL STICH,THOMAS MUSTER,19930503,101529,193,25,11,1828,101404,180,26,18,1485,3,110,4,3,78,50,40,16,14,1,4,1,0,90,64,41,13,13,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1218,EMILIO SANCHEZ,RICHARD KRAJICEK,19930503,101142,180,28,31,938,101990,196,21,13,1624,3,130,1,0,96,81,58,11,15,5,5,4,4,110,68,45,21,15,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1219,MICHAEL STICH,IVAN LENDL,19930503,101529,193,25,11,1828,100656,188,33,7,2229,3,73,2,5,52,28,21,13,9,1,2,1,1,49,32,17,7,8,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1222,MICHAEL STICH,EMILIO SANCHEZ,19930503,101529,193,25,11,1828,101142,180,28,31,938,3,163,7,3,116,66,51,28,18,7,9,2,0,127,106,69,14,18,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1245,MAGNUS LARSSON,KAREL NOVACEK,19930419,101723,193,23,32,894,101120,190,28,14,1571,3,105,8,1,94,48,31,24,15,4,8,2,4,81,43,30,16,14,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1251,RICHARD KRAJICEK,CARL UWE STEEB,19930419,101990,196,21,13,1610,101391,180,26,31,905,3,90,9,3,62,34,29,14,10,1,1,1,2,65,36,24,11,9,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1253,PETR KORDA,MARCOS ONDRUSKA,19930419,101434,190,25,5,2452,102154,183,20,30,940,3,79,1,4,60,36,26,12,8,6,7,0,4,58,31,18,9,9,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1264,MARC ROSSET,BORIS BECKER,19930419,101820,201,22,26,1031,101414,190,25,4,2680,3,111,5,3,66,28,24,22,10,2,3,2,3,71,39,29,14,11,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1266,ANDREI MEDVEDEV,RICHARD KRAJICEK,19930419,102446,193,19,11,1721,101990,196,21,13,1610,3,85,2,2,53,33,24,11,9,0,1,3,2,71,38,30,10,10,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1267,CEDRIC PIOLINE,PETR KORDA,19930419,101611,188,24,29,941,101434,190,25,5,2452,3,75,2,0,54,30,20,16,8,0,0,0,4,43,20,12,10,7,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1269,SERGI BRUGUERA,IVAN LENDL,19930419,101843,188,22,16,1550,100656,188,33,8,2108,3,72,2,0,46,23,18,12,8,2,4,1,0,44,18,9,7,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1271,THOMAS MUSTER,MAGNUS LARSSON,19930419,101404,180,26,12,1659,101723,193,23,32,894,3,100,1,2,82,59,35,18,11,9,10,5,2,79,44,29,15,12,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1273,STEFAN EDBERG,ANDREI MEDVEDEV,19930419,101222,188,27,3,2985,102446,193,19,11,1721,3,83,0,3,69,37,28,14,9,9,11,1,2,57,24,14,16,10,8,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1275,SERGI BRUGUERA,CARLOS COSTA,19930419,101843,188,22,16,1550,101475,183,25,22,1182,3,112,3,2,80,37,25,18,10,3,7,1,0,77,32,16,19,10,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1277,CEDRIC PIOLINE,STEFAN EDBERG,19930419,101611,188,24,29,941,101222,188,27,3,2985,3,95,0,2,50,30,20,15,10,1,3,1,3,66,43,24,10,10,8,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1278,SERGI BRUGUERA,THOMAS MUSTER,19930419,101843,188,22,16,1550,101404,180,26,12,1659,3,131,2,2,97,59,35,20,15,3,8,2,2,95,71,43,16,14,7,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1279,SERGI BRUGUERA,CEDRIC PIOLINE,19930419,101843,188,22,16,1550,101611,188,24,29,941,3,97,1,0,48,24,19,16,9,0,2,1,2,76,42,24,12,9,12,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1331,AMOS MANSDORF,PETR KORDA,19930719,101195,175,28,29,941,101434,190,25,11,1810,3,71,0,2,55,30,23,17,9,2,2,1,5,64,39,29,8,9,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1334,AMOS MANSDORF,TODD MARTIN,19930719,101195,175,28,29,941,101774,198,23,24,1124,3,120,5,3,74,45,31,19,12,3,5,7,2,88,50,36,16,12,9,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1384,BORIS BECKER,RICHEY RENEBERG,19930816,101414,190,26,4,2786,101191,180,28,32,965,3,91,8,4,59,23,18,23,9,0,0,1,3,68,39,22,18,10,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1386,JIM COURIER,CEDRIC PIOLINE,19930816,101793,185,23,2,3845,101611,188,24,16,1365,3,89,2,0,45,30,22,11,9,2,3,1,2,63,40,28,7,10,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1389,JIM COURIER,BORIS BECKER,19930816,101793,185,23,2,3845,101414,190,26,4,2786,3,109,6,1,69,42,34,15,11,4,4,7,2,72,43,32,13,10,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1559,THOMAS MUSTER,ANDREI MEDVEDEV,19930802,101404,180,26,13,1565,102446,193,19,12,1783,3,80,0,4,68,45,27,14,10,4,6,1,3,51,23,16,10,9,4,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1602,WAYNE FERREIRA,MARCOS ONDRUSKA,19930607,101965,185,22,16,1549,102154,183,20,28,988,3,68,4,2,40,20,17,12,7,0,0,2,10,74,38,21,13,8,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1611,MICHAEL STICH,BORIS BECKER,19930607,101529,193,25,9,1982,101414,190,26,4,2577,3,82,8,2,64,34,29,19,11,1,2,5,5,61,38,27,13,11,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1613,WAYNE FERREIRA,TODD MARTIN,19930607,101965,185,22,16,1549,101774,198,23,32,895,3,133,6,5,110,64,47,28,17,6,7,7,4,100,64,45,19,16,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1615,MICHAEL STICH,WAYNE FERREIRA,19930607,101529,193,25,9,1982,101965,185,22,16,1549,3,57,7,4,56,34,27,13,10,1,2,1,4,49,29,18,11,9,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1738,KAREL NOVACEK,THOMAS MUSTER,19930705,101120,190,28,14,1665,101404,180,26,13,1675,3,80,16,3,65,38,31,15,11,2,3,5,7,80,47,25,21,10,4,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
1739,SERGI BRUGUERA,KAREL NOVACEK,19930705,101843,188,22,5,2550,101120,190,28,14,1665,3,77,4,0,57,39,30,10,10,1,2,7,3,65,35,28,9,9,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1759,MAGNUS GUSTAFSSON,ANDREI CHESNOKOV,19930726,101320,185,27,26,1028,101230,188,27,29,988,3,94,2,3,77,50,35,14,13,7,10,2,1,78,48,24,16,13,8,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1866,PETE SAMPRAS,MARCOS ONDRUSKA,19930524,101948,185,22,1,3849,102154,183,20,27,984,5,136,9,3,101,73,53,10,14,4,7,0,2,83,62,28,6,13,4,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1885,RICHARD KRAJICEK,MARC ROSSET,19930524,101990,196,21,13,1580,101820,201,23,25,1011,5,106,5,3,80,62,50,9,12,3,3,0,2,98,62,33,14,12,8,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1893,MICHAEL STICH,HENRIK HOLM,19930524,101529,193,25,10,1923,101510,183,25,19,1388,5,106,3,6,90,51,43,16,15,0,2,3,9,93,29,19,29,15,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1894,THOMAS MUSTER,CEDRIC PIOLINE,19930524,101404,180,26,16,1500,101611,188,24,21,1287,5,191,1,5,144,86,58,26,19,13,17,3,7,135,76,56,17,19,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
1912,THOMAS MUSTER,BRAD GILBERT,19930524,101404,180,26,16,1500,100763,185,32,28,970,5,147,2,2,98,66,43,18,15,8,12,8,8,148,88,54,20,15,16,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1914,PETE SAMPRAS,MALIVAI WASHINGTON,19930524,101948,185,22,1,3849,101613,180,24,18,1408,5,141,11,2,96,60,55,22,15,0,0,4,7,123,69,48,23,13,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1921,JIM COURIER,THOMAS MUSTER,19930524,101793,185,23,2,3565,101404,180,26,16,1500,5,168,7,5,115,66,47,25,18,3,7,2,3,129,74,46,25,17,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1922,SERGI BRUGUERA,PETE SAMPRAS,19930524,101843,188,22,11,1908,101948,185,22,1,3849,5,149,4,2,115,67,48,30,18,7,9,8,1,116,65,45,25,18,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1923,ANDREI MEDVEDEV,STEFAN EDBERG,19930524,102446,193,19,12,1778,101222,188,27,3,2982,5,157,7,2,117,72,56,28,20,0,2,2,7,148,87,57,22,20,10,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1924,RICHARD KRAJICEK,KAREL NOVACEK,19930524,101990,196,21,13,1580,101120,190,28,14,1555,5,186,17,5,156,100,84,27,23,5,7,1,0,149,94,64,32,23,6,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1926,SERGI BRUGUERA,ANDREI MEDVEDEV,19930524,101843,188,22,11,1908,102446,193,19,12,1778,5,90,1,1,67,44,35,15,12,0,0,1,1,88,49,29,14,12,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1927,JIM COURIER,RICHARD KRAJICEK,19930524,101793,185,23,2,3565,101990,196,21,13,1580,5,175,0,4,115,70,53,23,20,0,2,8,3,121,81,55,17,19,3,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1928,SERGI BRUGUERA,JIM COURIER,19930524,101843,188,22,11,1908,101793,185,23,2,3565,5,109,3,0,136,99,67,22,22,8,12,5,0,169,113,77,26,22,16,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1963,WAYNE FERREIRA,ARNAUD BOETSCH,19930215,101965,185,21,20,1250,101589,183,24,21,1145,3,47,5,5,44,19,13,14,6,4,5,1,1,33,18,12,6,6,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1967,RICHARD KRAJICEK,SERGI BRUGUERA,19930215,101990,196,21,13,1535,101843,188,22,10,1603,3,54,10,4,54,39,34,5,9,2,2,1,2,52,30,21,7,8,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
