,Year,Day,PlayerA_id,PlayerA_name,PlayerA_height,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerB_id,PlayerB_name,PlayerB_height,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerA_minutes,PlayerA_bestof,PlayerA_hand_L,PlayerA_hand_R,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerB_minutes,PlayerB_bestof,PlayerA_hand_L,PlayerA_hand_R,best_of,minutes,surface_Carpet,surface_Clay,surface_Grass,surface_Hard,draw_size_4.0,draw_size_8.0,draw_size_9.0,draw_size_10.0,draw_size_16.0,draw_size_28.0,draw_size_32.0,draw_size_48.0,draw_size_56.0,draw_size_64.0,draw_size_96.0,draw_size_128.0,tourney_level_A,tourney_level_D,tourney_level_F,tourney_level_G,tourney_level_M,round_BR,round_F,round_QF,round_R128,round_R16,round_R32,round_R64,round_RR,round_SF,PlayerA Win
2433,2000,357,102856,GUSTAVO KUERTEN,190,24,2,3545,101948,PETE SAMPRAS,185,29,3,3185,6.326572,2.445515,73.110040,40.349731,28.896936,15.359697,12.235544,3.018517,6.575768,104.718782,3.347471,0,1,9.187214,5.254950,73.410673,41.562969,32.973173,15.723270,11.282150,4.396719,5.792842,104.684720,3.502519,0,1,3,133,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2434,2000,357,101736,ANDRE AGASSI,180,31,8,2265,102856,GUSTAVO KUERTEN,190,24,2,3545,1.850766,1.979268,65.566336,45.612165,32.705527,9.619664,10.906181,2.130288,4.459113,98.350293,3.430756,0,1,6.324223,2.444384,73.097764,40.348686,28.890236,15.344954,12.239738,3.013186,6.578876,104.718782,3.347471,0,1,3,118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2435,2000,357,102856,GUSTAVO KUERTEN,190,24,2,3545,102796,MAGNUS NORMAN,188,24,4,3110,6.322858,2.443140,73.092885,40.353640,28.887431,15.331401,12.244741,3.008812,6.582701,104.718782,3.347471,0,1,5.637746,3.011076,74.568145,39.263469,28.425182,15.321972,11.148828,4.393732,8.160952,108.496675,3.533703,0,1,3,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2436,2000,357,102856,GUSTAVO KUERTEN,190,24,2,3545,102338,YEVGENY KAFELNIKOV,190,27,5,2835,6.322133,2.441779,73.088591,40.358296,28.884570,15.319628,12.250207,3.004315,6.586341,104.718782,3.347471,0,1,3.753046,1.883759,76.837519,44.357919,31.301433,17.162413,12.695717,3.440790,6.371865,95.211424,3.278435,0,1,3,69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2437,2000,357,102856,GUSTAVO KUERTEN,190,24,2,3545,101736,ANDRE AGASSI,180,31,8,2265,6.322991,2.440299,73.081394,40.362461,28.882574,15.306732,12.255593,2.999140,6.588864,104.718782,3.347471,0,1,1.842883,1.977857,65.550243,45.636001,32.728790,9.595263,10.907611,2.119143,4.447176,98.350293,3.430756,0,1,5,126,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2438,2000,357,101736,ANDRE AGASSI,180,31,8,2265,102338,YEVGENY KAFELNIKOV,190,27,5,2835,1.834756,1.976609,65.536534,45.660655,32.753233,9.572017,10.909463,2.108233,4.435329,98.350293,3.430756,0,1,3.749314,1.878474,76.840727,44.360855,31.300945,17.164976,12.699248,3.439971,6.372683,95.211424,3.278435,0,1,3,67,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2439,2000,357,101736,ANDRE AGASSI,180,31,8,2265,102796,MAGNUS NORMAN,188,24,4,3110,1.826952,1.975242,65.524687,45.687195,32.778973,9.548804,10.911744,2.097467,4.423671,98.350293,3.430756,0,1,5.621977,3.012281,74.504534,39.218498,28.386731,15.302776,11.145879,4.390748,8.168295,108.496675,3.533703,0,1,3,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2440,2000,357,102338,YEVGENY KAFELNIKOV,190,27,5,2835,102796,MAGNUS NORMAN,188,24,4,3110,3.745498,1.873077,76.843244,44.363467,31.300044,17.167307,12.702711,3.439077,6.373496,95.211424,3.278435,0,1,5.606480,3.013152,74.434827,39.174680,28.349250,15.279694,11.142383,4.387499,8.175112,108.496675,3.533703,0,1,3,128,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2441,2001,45,102450,TIM HENMAN,185,26,10,2020,102271,HICHAM ARAZI,175,27,28,1095,6.496217,2.376507,63.307873,32.312823,22.009441,16.041327,9.676294,2.892041,5.665691,110.237554,3.371159,0,1,2.033351,0.518787,66.836745,38.937988,27.324650,13.789175,10.256340,3.025192,5.513248,105.022939,3.626665,0,1,5,159,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2442,2001,45,102338,YEVGENY KAFELNIKOV,190,27,5,2935,103017,NICOLAS KIEFER,183,24,22,1215,3.751187,1.879222,76.847270,44.365876,31.304376,17.165811,12.700272,3.440381,6.373294,96.710647,3.305977,0,1,5.800128,2.484978,53.055800,30.326027,23.198507,11.276045,8.605363,3.549080,5.194464,106.950265,3.317162,0,1,5,187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2443,2001,45,103720,LLEYTON HEWITT,180,20,7,2560,103163,TOMMY HAAS,188,23,20,1245,3.031320,2.034657,70.110695,41.499397,26.374754,14.585298,10.431047,4.855447,7.923236,107.828020,3.365900,0,1,5.078234,2.462943,72.823832,37.638904,30.019461,19.882663,11.389172,3.903446,5.542159,96.555797,3.629169,0,1,5,183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2444,2001,45,102450,TIM HENMAN,185,26,10,2020,102839,NICOLAS LAPENTTI,188,24,24,1130,6.490743,2.369182,63.210145,32.246994,21.938994,16.029706,9.660456,2.886553,5.663460,110.237554,3.371159,0,1,3.060836,1.316132,80.033106,54.516895,35.651985,13.791386,12.737889,4.442913,7.330452,102.684380,3.242224,0,1,5,154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2445,2001,45,103498,MARAT SAFIN,193,21,2,4120,102318,ANDREI PAVEL,183,27,26,1105,8.913967,1.800650,62.384128,32.718477,24.671410,14.922110,10.184383,4.033879,6.279005,112.791448,3.719139,0,1,7.000000,2.500000,78.722222,39.944444,28.388889,20.500000,11.833333,5.555556,8.000000,109.000000,3.666667,0,1,5,161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2446,2001,45,103096,ARNAUD CLEMENT,173,23,18,1360,103819,ROGER FEDERER,185,19,29,1080,3.137187,3.417994,58.885283,33.471825,21.800098,10.892136,8.775845,3.490211,6.985980,114.750000,3.666667,0,1,6.394373,2.421625,77.637340,46.843551,33.439918,19.054171,12.401048,3.999988,5.952069,87.500000,3.200000,0,1,5,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2447,2001,45,103206,SEBASTIEN GROSJEAN,175,23,19,1340,102796,MAGNUS NORMAN,188,25,4,3055,4.301408,2.294638,103.899761,66.397605,45.400893,14.624068,13.898576,6.160697,10.432986,108.486095,3.305950,0,1,5.632471,3.007069,74.557151,39.253823,28.419489,15.327955,11.148245,4.395492,8.160390,108.593334,3.526678,0,1,5,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2448,2001,45,102158,PATRICK RAFTER,185,28,15,1535,102450,TIM HENMAN,185,26,10,2020,5.825400,4.604664,77.271889,47.705245,30.880603,12.860128,11.628269,4.560520,8.982219,106.026024,3.466004,0,1,6.484884,2.361877,63.114318,32.182444,21.869542,16.018916,9.644968,2.881284,5.661434,110.237554,3.371159,0,1,5,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2449,2001,45,103103,DOMINIK HRBATY,183,23,16,1510,103498,MARAT SAFIN,193,21,2,4120,6.900809,6.170632,102.091773,50.327969,35.111095,23.359278,15.362083,5.850437,11.170985,109.171543,3.423609,0,1,8.908135,1.794908,62.075279,32.566437,24.547936,14.845995,10.143109,4.038735,6.276926,112.791448,3.719139,0,1,5,123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2450,2001,45,103096,ARNAUD CLEMENT,173,23,18,1360,102338,YEVGENY KAFELNIKOV,190,27,5,2935,3.040417,3.385925,56.878133,32.328755,21.011278,10.359704,8.509541,3.358615,6.828408,114.750000,3.666667,0,1,3.746546,1.873538,76.845189,44.365149,31.301299,17.167260,12.702914,3.439304,6.373730,96.710647,3.305977,0,1,5,191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2451,2001,45,102158,PATRICK RAFTER,185,28,15,1535,103103,DOMINIK HRBATY,183,23,16,1510,5.823512,4.611298,77.255546,47.697397,30.846051,12.849636,11.622539,4.564219,8.997275,106.026024,3.466004,0,1,6.921812,6.197015,102.131266,50.269864,35.060067,23.357869,15.362890,5.851669,11.198322,109.171543,3.423609,0,1,5,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2452,2001,45,103096,ARNAUD CLEMENT,173,23,18,1360,103206,SEBASTIEN GROSJEAN,175,23,19,1340,2.926566,3.352553,54.828921,31.186342,20.245153,9.829560,8.249020,3.215571,6.651616,114.750000,3.666667,0,1,4.281464,2.296012,104.165748,66.662550,45.576035,14.558058,13.909952,6.178560,10.466844,108.486095,3.305950,0,1,5,248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2453,2001,45,101736,ANDRE AGASSI,180,31,6,2765,102158,PATRICK RAFTER,185,28,15,1535,1.835717,1.976494,65.550029,45.668368,32.757827,9.575676,10.911633,2.109644,4.437362,99.322924,3.468205,0,1,5.821760,4.617695,77.239835,47.690803,30.812820,12.838894,11.616875,4.567612,9.011626,106.026024,3.466004,0,1,5,187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2454,2001,45,101736,ANDRE AGASSI,180,31,6,2765,103096,ARNAUD CLEMENT,173,23,18,1360,1.827423,1.975119,65.527326,45.687070,32.778151,9.550524,10.912059,2.098377,4.424829,99.322924,3.468205,0,1,2.855960,3.317884,53.202908,30.274854,19.649874,9.396060,8.045707,3.080918,6.488217,114.750000,3.666667,0,1,5,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2455,2001,38,102796,MAGNUS NORMAN,188,25,4,3110,102318,ANDREI PAVEL,183,27,27,1105,5.618651,3.009949,74.486898,39.209471,28.381418,15.301818,11.143084,4.391763,8.166973,107.056656,3.494791,0,1,7.500000,2.750000,73.250000,35.250000,25.750000,20.250000,10.750000,6.000000,8.000000,83.000000,3.000000,0,1,3,80,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2456,2001,38,103819,ROGER FEDERER,185,19,30,1080,101965,WAYNE FERREIRA,185,29,13,1770,6.441995,2.371484,77.858749,46.950340,33.609045,19.286536,12.458473,4.061616,5.968522,83.000000,3.000000,0,1,5.350301,3.340933,72.332086,37.423617,27.561788,15.951972,10.761210,4.722752,7.423552,91.030179,3.216755,0,1,3,58,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2457,2001,38,103819,ROGER FEDERER,185,19,30,1080,101820,MARC ROSSET,201,30,29,1090,6.581750,2.403762,78.627663,47.416126,33.995509,19.557523,12.573091,4.161631,6.050950,83.000000,3.000000,0,1,7.182901,3.755867,73.151068,41.089152,31.282091,13.875607,10.988496,3.698078,6.399975,100.944519,3.275604,0,1,3,45,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2458,2001,38,103206,SEBASTIEN GROSJEAN,175,23,19,1325,103819,ROGER FEDERER,185,19,30,1080,4.264224,2.300730,104.534404,66.987168,45.790976,14.503576,13.928376,6.202112,10.510358,100.883268,3.182606,0,1,6.685377,2.426280,79.223512,47.825538,34.336879,19.774080,12.670482,4.246074,6.102702,83.000000,3.000000,0,1,3,87,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2459,2001,38,103720,LLEYTON HEWITT,180,20,7,2560,103206,SEBASTIEN GROSJEAN,175,23,19,1325,3.003785,2.004562,70.070594,41.514889,26.325082,14.572493,10.424836,4.861825,7.943449,105.616783,3.318119,0,1,4.265236,2.308862,104.973433,67.333077,46.028451,14.477620,13.961425,6.225944,10.556606,100.883268,3.182606,0,1,3,131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2460,2001,38,103720,LLEYTON HEWITT,180,20,7,2560,102796,MAGNUS NORMAN,188,25,4,3110,2.985455,1.977863,70.074301,41.549765,26.294429,14.565251,10.423106,4.875005,7.971550,105.616783,3.318119,0,1,5.605446,3.011827,74.428860,39.172886,28.348646,15.279381,11.140635,4.387846,8.173635,107.056656,3.494791,0,1,3,85,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2461,2001,102,102998,JAN MICHAEL GAMBILL,190,24,19,1325,103103,DOMINIK HRBATY,183,23,14,1830,11.421576,4.811401,93.983211,57.154349,45.255803,17.619004,15.229965,4.505107,6.903961,96.263325,3.155318,0,1,6.876942,6.146088,101.912549,50.329069,35.145247,23.302079,15.339581,5.845347,11.123324,107.262530,3.384421,0,1,3,73,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2462,2001,102,102338,YEVGENY KAFELNIKOV,190,27,6,2485,102701,MARCELO RIOS,175,25,25,1165,3.780835,1.917835,76.836386,44.349098,31.313191,17.151442,12.676401,3.446525,6.367426,96.928822,3.283291,0,1,3.189082,1.542557,63.722776,36.719009,26.556844,14.619707,10.834068,2.675286,5.154432,91.484612,3.348437,0,1,3,78,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2463,2001,102,101948,PETE SAMPRAS,185,30,3,3080,102184,DAVID PRINOSIL,185,28,32,1010,9.210303,5.223646,73.544250,41.640666,33.043803,15.767119,11.313009,4.375432,5.777948,104.165467,3.492248,0,1,5.020833,4.854167,76.750000,37.000000,28.375000,19.291667,12.166667,4.812500,7.416667,94.750000,3.000000,0,1,3,71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2464,2001,102,102374,ALEX CORRETJA,180,27,7,2425,103292,GASTON GAUDIO,175,22,30,1055,2.753038,1.463301,79.365577,56.512464,33.447133,13.017845,12.674472,5.322479,9.372327,108.703724,3.201495,0,1,4.891372,2.683129,98.581451,50.833535,33.130218,26.502862,15.066754,5.141682,9.468792,137.949320,3.000000,0,1,3,172,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2465,2001,102,102839,NICOLAS LAPENTTI,188,25,27,1130,102796,MAGNUS NORMAN,188,25,5,2755,3.103207,1.330134,79.876361,54.271260,35.552311,13.787163,12.703482,4.471869,7.359165,101.528375,3.222896,0,1,5.634608,3.008998,74.603679,39.283691,28.431672,15.334573,11.153825,4.398815,8.168427,109.270746,3.492678,0,1,3,103,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2466,2001,102,102563,THOMAS JOHANSSON,180,26,26,1140,103498,MARAT SAFIN,193,21,2,4300,7.281835,5.005734,83.127080,43.333203,33.064587,16.844089,13.165866,2.953216,6.790934,103.916212,3.166704,0,1,8.855187,1.813131,62.853248,33.001386,24.856621,15.054921,10.250365,4.019002,6.268509,109.796528,3.619456,0,1,3,99,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2467,2001,102,102338,YEVGENY KAFELNIKOV,190,27,6,2485,101532,FRANCISCO CLAVET,183,32,31,1020,3.776253,1.912365,76.836341,44.351236,31.311717,17.152825,12.679515,3.445467,6.368004,96.928822,3.283291,0,1,0.376827,2.181038,83.709183,52.815102,33.535759,14.346415,10.931736,6.722405,9.273043,102.778686,3.272258,0,1,3,83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2468,2001,102,103206,SEBASTIEN GROSJEAN,175,23,16,1760,102845,CARLOS MOYA,190,25,24,1190,4.286312,2.285577,103.623414,66.212608,45.276669,14.572346,13.862682,6.125779,10.397634,107.733999,3.267003,0,1,1.434488,2.035043,81.910078,54.058004,35.159037,13.627317,12.609629,3.501883,7.144326,97.597362,3.273299,0,1,3,135,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2469,2001,102,102374,ALEX CORRETJA,180,27,7,2425,102854,SJENG SCHALKEN,193,25,29,1083,2.749355,1.460616,79.375951,56.558648,33.457649,13.012563,12.679809,5.325491,9.378633,108.703724,3.201495,0,1,4.403959,2.388653,85.746693,52.313634,34.082955,16.029904,13.943783,4.168651,8.896967,136.428571,3.000000,0,1,3,106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2470,2001,102,102450,TIM HENMAN,185,27,10,2010,101611,CEDRIC PIOLINE,188,32,20,1290,6.496375,2.374332,63.284346,32.300186,22.003768,16.035262,9.673649,2.890991,5.662831,109.060439,3.360267,0,1,5.303515,3.066649,94.370647,51.143777,36.345933,20.268791,13.992753,5.093619,8.939737,109.367918,3.425314,0,1,3,76,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2471,2001,102,101736,ANDRE AGASSI,180,31,4,2870,103163,TOMMY HAAS,188,23,22,1245,1.857803,1.980696,65.589201,45.597482,32.684194,9.644877,10.905891,2.142977,4.473411,98.950000,3.465790,0,1,5.136785,2.542489,73.065370,37.805435,30.059052,19.850435,11.409976,3.913293,5.572730,95.534985,3.562110,0,1,3,89,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2472,2001,102,102998,JAN MICHAEL GAMBILL,190,24,19,1325,102856,GUSTAVO KUERTEN,190,25,1,4425,11.418474,4.868070,94.842714,57.838712,45.826641,17.744189,15.419577,4.505799,6.925138,96.263325,3.155318,0,1,6.320999,2.440786,73.079899,40.360987,28.881166,15.307535,12.254333,2.999500,6.588636,103.829513,3.330265,0,1,3,96,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2473,2001,102,101948,PETE SAMPRAS,185,30,3,3080,103206,SEBASTIEN GROSJEAN,175,23,16,1760,9.204760,5.231170,73.513084,41.622237,33.027073,15.756799,11.305746,4.380698,5.781745,104.165467,3.492248,0,1,4.281377,2.291035,103.993672,66.527344,45.486427,14.543663,13.889479,6.152885,10.440272,107.733999,3.267003,0,1,3,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2474,2001,102,102158,PATRICK RAFTER,185,28,11,1985,102374,ALEX CORRETJA,180,27,7,2425,5.818901,4.607985,77.238443,47.689872,30.837430,12.849665,11.619822,4.562898,8.994170,106.752674,3.452357,0,1,2.746710,1.458351,79.393225,56.606147,33.469725,13.010160,12.685867,5.329352,9.385860,108.703724,3.201495,0,1,3,122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2475,2001,102,102839,NICOLAS LAPENTTI,188,25,27,1130,102450,TIM HENMAN,185,27,10,2010,3.083116,1.322962,79.931592,54.372986,35.589828,13.784580,12.717275,4.458863,7.346519,101.528375,3.222896,0,1,6.490997,2.368029,63.200453,32.242319,21.938712,16.027169,9.659676,2.886123,5.661728,109.060439,3.360267,0,1,3,106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2476,2001,102,102338,YEVGENY KAFELNIKOV,190,27,6,2485,102998,JAN MICHAEL GAMBILL,190,24,19,1325,3.771740,1.906945,76.836262,44.353067,31.310130,17.154261,12.682603,3.444497,6.368656,96.928822,3.283291,0,1,11.433687,4.906574,95.600850,58.478206,46.383613,17.857027,15.603394,4.488299,6.914096,96.263325,3.155318,0,1,3,80,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2477,2001,102,101948,PETE SAMPRAS,185,30,3,3080,102158,PATRICK RAFTER,185,28,11,1985,9.199497,5.238795,73.481060,41.603597,33.010094,15.746151,11.298313,4.385886,5.785376,104.165467,3.492248,0,1,5.819695,4.616159,77.233754,47.686881,30.810309,12.840188,11.615979,4.566566,9.009200,106.752674,3.452357,0,1,3,132,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2478,2001,102,101736,ANDRE AGASSI,180,31,4,2870,102839,NICOLAS LAPENTTI,188,25,27,1130,1.850748,1.979358,65.574637,45.618756,32.706541,9.622449,10.907350,2.132535,4.462070,98.950000,3.465790,0,1,3.062574,1.315227,79.979774,54.466654,35.622700,13.783854,12.731323,4.443679,7.331782,101.528375,3.222896,0,1,3,59,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2479,2001,102,101948,PETE SAMPRAS,185,30,3,3080,102338,YEVGENY KAFELNIKOV,190,27,6,2485,9.193960,5.246522,73.447980,41.584282,32.992582,15.735357,11.290710,4.391040,5.788979,104.165467,3.492248,0,1,3.767215,1.901618,76.836269,44.354628,31.308430,17.155991,12.685665,3.443536,6.369260,96.928822,3.283291,0,1,3,76,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2480,2001,102,101736,ANDRE AGASSI,180,31,4,2870,103720,LLEYTON HEWITT,180,20,8,2385,1.843652,1.978083,65.560436,45.640315,32.729099,9.600222,10.908847,2.121959,4.450550,98.950000,3.465790,0,1,2.993268,2.000770,70.068582,41.504133,26.312040,14.578110,10.427653,4.860936,7.946777,107.719677,3.342888,0,1,3,111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2481,2001,102,101736,ANDRE AGASSI,180,31,4,2870,101948,PETE SAMPRAS,185,30,3,3080,1.836251,1.976697,65.543603,45.660396,32.750809,9.577407,10.910028,2.111072,4.438581,98.950000,3.465790,0,1,9.188286,5.254121,73.414991,41.565022,32.975229,15.724878,11.283212,4.396113,5.792459,104.165467,3.492248,0,1,5,131,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2482,2001,79,103103,DOMINIK HRBATY,183,23,14,1755,102563,THOMAS JOHANSSON,180,26,30,1020,6.918790,6.190483,102.067993,50.239738,35.043951,23.345615,15.354625,5.847207,11.186216,107.704535,3.409870,0,1,7.129407,5.156128,83.141888,43.385489,33.097203,16.672454,13.189411,2.896418,6.791860,101.872349,3.195463,0,1,3,65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2483,2001,79,102854,SJENG SCHALKEN,193,24,27,1073,102184,DAVID PRINOSIL,185,28,31,1010,4.505015,2.296682,85.510031,52.359954,34.112654,15.778935,13.962191,4.113426,8.873843,141.500000,3.000000,0,1,5.250000,5.500000,81.000000,37.750000,30.000000,20.250000,12.500000,5.750000,8.250000,120.500000,3.000000,0,1,3,152,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2484,2001,79,103819,ROGER FEDERER,185,20,23,1150,103206,SEBASTIEN GROSJEAN,175,23,13,1760,7.087027,2.475233,79.165214,47.497728,34.238847,19.534057,12.674045,4.157153,6.085912,93.800000,3.133333,0,1,4.276803,2.297875,104.425221,66.878517,45.723091,14.518189,13.922572,6.183861,10.490652,108.080009,3.290178,0,1,3,113,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2485,2001,79,102374,ALEX CORRETJA,180,27,8,2415,102854,SJENG SCHALKEN,193,24,27,1073,2.743798,1.456153,79.411971,56.656899,33.482197,13.008401,12.692407,5.333455,9.393555,107.570831,3.214151,0,1,4.572981,2.163259,84.729295,52.135224,33.927726,15.360147,13.904964,4.035108,8.818094,141.500000,3.000000,0,1,3,134,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2486,2001,79,102318,ANDREI PAVEL,183,27,24,1130,103096,ARNAUD CLEMENT,173,23,12,1910,7.492000,2.662000,77.969111,39.520222,28.602444,20.138000,11.552667,5.713778,8.072000,103.000000,3.400000,0,1,2.838208,3.300132,53.054979,30.180180,19.602537,9.384226,8.027956,3.086835,6.476382,111.923077,3.615385,0,1,3,78,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2487,2001,79,103819,ROGER FEDERER,185,20,23,1150,102374,ALEX CORRETJA,180,27,8,2415,7.015494,2.461006,79.167683,47.563955,34.258929,19.576319,12.670282,4.166557,6.078921,93.800000,3.133333,0,1,2.741159,1.454008,79.430802,56.704307,33.493709,13.008303,12.698928,5.337408,9.400851,107.570831,3.214151,0,1,3,73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
