PlayerA_name,PlayerB_name,Year,Day,best_of,draw_size,round,minutes,PlayerA_id,PlayerB_id,PlayerA_FR,PlayerB_FR,PlayerA_righthanded,PlayerB_righthanded,PlayerA_age,PlayerA_rank,PlayerA_rank_points,PlayerA_ace,PlayerA_df,PlayerA_svpt,PlayerA_1stIn,PlayerA_1stWon,PlayerA_2ndWon,PlayerA_SvGms,PlayerA_bpSaved,PlayerA_bpFaced,PlayerB_age,PlayerB_rank,PlayerB_rank_points,PlayerB_ace,PlayerB_df,PlayerB_svpt,PlayerB_1stIn,PlayerB_1stWon,PlayerB_2ndWon,PlayerB_SvGms,PlayerB_bpSaved,PlayerB_bpFaced,PlayerA_Win,surface_Carpet,surface_Clay,surface_Grass,surface_Hard
Kei Nishikori,Stefanos Tsitsipas,2018.0,271.0,3.0,32.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,6.0,0.0,49.0,33.0,28.0,8.0,9.0,0.0,1.0,20.098562628299998,0.0,0.0,4.0,5.0,61.0,35.0,22.0,10.0,9.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0
Kevin Anderson,Stefanos Tsitsipas,2018.0,271.0,3.0,32.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2765229295,0.0,0.0,10.0,2.0,62.0,45.0,37.0,8.0,11.0,2.0,3.0,20.098562628299998,0.0,0.0,5.0,1.0,74.0,44.0,32.0,15.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Mackenzie Mcdonald,Evgeny Donskoy,2018.0,271.0,3.0,32.0,0.0,72.0,0.0,0.0,0.0,0.0,1.0,1.0,23.364818617399997,0.0,0.0,8.0,2.0,67.0,41.0,30.0,16.0,10.0,6.0,6.0,28.3586584531,0.0,0.0,2.0,1.0,46.0,28.0,22.0,8.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Sam Querrey,2018.0,271.0,3.0,32.0,0.0,93.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,5.0,1.0,72.0,36.0,25.0,26.0,11.0,1.0,1.0,30.8884325804,0.0,0.0,16.0,0.0,73.0,49.0,36.0,14.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
Bradley Klahn,Ruben Bemelmans,2018.0,271.0,3.0,32.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,28.019164955500003,0.0,0.0,6.0,5.0,107.0,69.0,51.0,19.0,15.0,6.0,8.0,30.674880219000002,0.0,0.0,8.0,0.0,85.0,60.0,48.0,12.0,14.0,6.0,7.0,1.0,0.0,0.0,0.0,1.0
Peter Gojowczyk,Jack Sock,2018.0,271.0,3.0,32.0,0.0,145.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1745379877,0.0,0.0,17.0,4.0,105.0,60.0,50.0,23.0,16.0,4.0,5.0,25.921971252600002,0.0,0.0,10.0,6.0,111.0,68.0,51.0,18.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Borna Coric,2018.0,271.0,3.0,32.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,7.0,0.0,52.0,32.0,29.0,14.0,10.0,1.0,1.0,21.782340862399998,0.0,0.0,3.0,1.0,72.0,56.0,34.0,9.0,9.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Gilles Simon,2018.0,271.0,3.0,32.0,0.0,186.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,3.0,4.0,106.0,55.0,42.0,23.0,16.0,8.0,11.0,33.7221081451,0.0,0.0,8.0,4.0,129.0,77.0,50.0,24.0,16.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0
Marco Cecchinato,Gilles Simon,2018.0,271.0,3.0,32.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,1.0,25.9630390144,0.0,0.0,8.0,4.0,111.0,81.0,58.0,14.0,17.0,4.0,7.0,33.7221081451,0.0,0.0,8.0,1.0,101.0,71.0,53.0,13.0,17.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Kei Nishikori,2018.0,271.0,3.0,32.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,8.0,1.0,43.0,27.0,25.0,13.0,9.0,1.0,1.0,28.717316906199997,0.0,0.0,4.0,3.0,49.0,32.0,23.0,5.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Roger Federer,Kei Nishikori,2018.0,271.0,3.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,1.0,37.051334702300004,0.0,0.0,10.0,1.0,84.0,60.0,39.0,13.0,11.0,4.0,6.0,28.717316906199997,0.0,0.0,0.0,3.0,83.0,53.0,33.0,15.0,11.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Benoit Paire,2018.0,271.0,3.0,32.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,1.0,1.0,62.0,32.0,22.0,17.0,11.0,2.0,5.0,29.3607118412,0.0,0.0,4.0,3.0,74.0,37.0,23.0,14.0,10.0,6.0,11.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Benoit Paire,2018.0,271.0,3.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,2.0,2.0,75.0,54.0,36.0,11.0,10.0,6.0,7.0,29.3607118412,0.0,0.0,1.0,0.0,60.0,27.0,18.0,16.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Jeremy Chardy,Maximilian Marterer,2018.0,271.0,3.0,32.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,31.537303216999998,0.0,0.0,10.0,3.0,63.0,36.0,32.0,16.0,11.0,3.0,3.0,23.258042436700002,0.0,0.0,10.0,2.0,81.0,51.0,37.0,13.0,10.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Milos Raonic,2018.0,271.0,3.0,32.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,2.0,0.0,60.0,37.0,31.0,17.0,11.0,0.0,0.0,27.665982204000002,0.0,0.0,14.0,2.0,57.0,38.0,33.0,8.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Mackenzie Mcdonald,Milos Raonic,2018.0,271.0,3.0,32.0,0.0,114.0,0.0,0.0,0.0,0.0,1.0,1.0,23.364818617399997,0.0,0.0,7.0,3.0,91.0,63.0,47.0,18.0,15.0,3.0,4.0,27.665982204000002,0.0,0.0,23.0,4.0,88.0,56.0,43.0,15.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Borna Coric,Roger Federer,2018.0,271.0,3.0,32.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,21.782340862399998,0.0,0.0,9.0,0.0,49.0,38.0,32.0,8.0,10.0,0.0,0.0,37.051334702300004,0.0,0.0,8.0,0.0,61.0,41.0,30.0,10.0,10.0,5.0,7.0,1.0,0.0,0.0,0.0,1.0
Jan Lennard Struff,Marin Cilic,2018.0,271.0,3.0,32.0,0.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,28.396988364099997,0.0,0.0,9.0,3.0,98.0,58.0,42.0,20.0,15.0,6.0,9.0,29.9110198494,0.0,0.0,13.0,5.0,102.0,62.0,47.0,16.0,16.0,9.0,12.0,1.0,0.0,0.0,0.0,1.0
Nicolas Jarry,Marin Cilic,2018.0,271.0,3.0,32.0,0.0,130.0,0.0,0.0,0.0,0.0,1.0,1.0,22.8774811773,0.0,0.0,15.0,0.0,95.0,62.0,47.0,17.0,16.0,5.0,8.0,29.9110198494,0.0,0.0,17.0,6.0,90.0,62.0,50.0,14.0,16.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Diego Sebastian Schwartzman,2018.0,271.0,3.0,32.0,0.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,3.0,4.0,52.0,29.0,23.0,13.0,10.0,1.0,3.0,26.028747433299998,0.0,0.0,2.0,2.0,72.0,51.0,33.0,6.0,10.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Sam Querrey,Diego Sebastian Schwartzman,2018.0,271.0,3.0,32.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,30.8884325804,0.0,0.0,14.0,1.0,58.0,39.0,34.0,9.0,10.0,3.0,4.0,26.028747433299998,0.0,0.0,0.0,6.0,57.0,35.0,24.0,11.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Richard Gasquet,Leonardo Mayer,2018.0,271.0,3.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2491444216,0.0,0.0,5.0,0.0,64.0,45.0,29.0,11.0,11.0,4.0,6.0,31.285420944600002,0.0,0.0,9.0,2.0,63.0,36.0,22.0,16.0,11.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Matthew Ebden,Peter Gojowczyk,2018.0,271.0,3.0,32.0,0.0,51.0,0.0,0.0,0.0,0.0,1.0,1.0,30.7515400411,0.0,0.0,15.0,1.0,43.0,32.0,28.0,8.0,9.0,0.0,0.0,29.1745379877,0.0,0.0,3.0,2.0,53.0,30.0,21.0,10.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Roberto Bautista Agut,Andrey Rublev,2018.0,271.0,3.0,32.0,0.0,99.0,0.0,0.0,0.0,0.0,1.0,1.0,30.425735797399998,0.0,0.0,6.0,2.0,62.0,33.0,17.0,20.0,10.0,2.0,4.0,20.9089664613,0.0,0.0,7.0,5.0,82.0,45.0,32.0,11.0,9.0,8.0,12.0,1.0,0.0,0.0,0.0,1.0
Denis Shapovalov,Jan Lennard Struff,2018.0,271.0,3.0,32.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4250513347,0.0,0.0,16.0,4.0,99.0,55.0,44.0,26.0,16.0,2.0,3.0,28.396988364099997,0.0,0.0,9.0,3.0,118.0,74.0,53.0,25.0,16.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Alex De Minaur,Vasek Pospisil,2018.0,271.0,3.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,1.0,1.0,19.523613963,0.0,0.0,4.0,0.0,80.0,50.0,37.0,19.0,11.0,5.0,5.0,28.1779603012,0.0,0.0,8.0,1.0,75.0,47.0,35.0,15.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Karen Khachanov,Steve Johnson,2018.0,271.0,3.0,32.0,0.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,22.3244353183,0.0,0.0,17.0,2.0,99.0,69.0,52.0,17.0,16.0,3.0,4.0,28.6735112936,0.0,0.0,10.0,0.0,108.0,73.0,46.0,18.0,15.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Martin Klizan,Steve Johnson,2018.0,271.0,3.0,32.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,29.1854893908,0.0,0.0,8.0,1.0,65.0,39.0,29.0,20.0,11.0,0.0,1.0,28.6735112936,0.0,0.0,7.0,0.0,65.0,39.0,26.0,17.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Jeremy Chardy,Damir Dzumhur,2018.0,271.0,3.0,32.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,31.537303216999998,0.0,0.0,10.0,4.0,83.0,47.0,38.0,16.0,14.0,7.0,10.0,26.3271731691,0.0,0.0,6.0,4.0,78.0,50.0,33.0,14.0,14.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0
Marton Fucsovics,Damir Dzumhur,2018.0,271.0,3.0,32.0,0.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,26.606433949299998,0.0,0.0,1.0,0.0,52.0,30.0,25.0,16.0,10.0,3.0,3.0,26.3271731691,0.0,0.0,0.0,1.0,54.0,39.0,25.0,9.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Kevin Anderson,Mikhail Kukushkin,2018.0,271.0,3.0,32.0,0.0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2765229295,0.0,0.0,14.0,3.0,45.0,31.0,27.0,9.0,9.0,0.0,0.0,30.726899384,0.0,0.0,1.0,2.0,51.0,32.0,15.0,12.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
Roger Federer,Daniil Medvedev,2018.0,271.0,3.0,32.0,0.0,113.0,0.0,0.0,0.0,0.0,1.0,1.0,37.051334702300004,0.0,0.0,10.0,0.0,86.0,61.0,50.0,9.0,15.0,1.0,3.0,22.598220397,0.0,0.0,5.0,3.0,101.0,66.0,42.0,19.0,15.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
Kyle Edmund,Andreas Seppi,2018.0,271.0,3.0,32.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,23.633127994499997,0.0,0.0,8.0,1.0,62.0,43.0,33.0,10.0,10.0,3.0,4.0,34.5133470226,0.0,0.0,3.0,2.0,62.0,39.0,28.0,9.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Bradley Klahn,Taro Daniel,2018.0,271.0,3.0,32.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,28.019164955500003,0.0,0.0,12.0,5.0,82.0,55.0,46.0,16.0,12.0,4.0,4.0,25.5797399042,0.0,0.0,2.0,3.0,78.0,53.0,39.0,16.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Taro Daniel,2018.0,271.0,3.0,32.0,0.0,76.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,5.0,2.0,47.0,29.0,25.0,9.0,8.0,1.0,1.0,25.5797399042,0.0,0.0,3.0,1.0,62.0,42.0,25.0,6.0,8.0,6.0,10.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Jeremy Chardy,2018.0,271.0,3.0,32.0,0.0,84.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,4.0,2.0,53.0,40.0,34.0,6.0,10.0,0.0,0.0,31.537303216999998,0.0,0.0,7.0,3.0,65.0,44.0,31.0,8.0,11.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Jan Lennard Struff,Jeremy Chardy,2018.0,271.0,3.0,32.0,0.0,139.0,0.0,0.0,0.0,0.0,1.0,1.0,28.396988364099997,0.0,0.0,17.0,3.0,110.0,68.0,57.0,24.0,17.0,3.0,3.0,31.537303216999998,0.0,0.0,14.0,6.0,103.0,69.0,57.0,19.0,17.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Kyle Edmund,Filip Krajinovic,2018.0,271.0,3.0,32.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,23.633127994499997,0.0,0.0,11.0,1.0,68.0,44.0,35.0,12.0,11.0,4.0,5.0,26.554414784400002,0.0,0.0,3.0,3.0,70.0,46.0,30.0,11.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Andreas Seppi,Adrian Mannarino,2018.0,271.0,3.0,32.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,34.5133470226,0.0,0.0,4.0,0.0,60.0,39.0,29.0,11.0,10.0,1.0,2.0,30.217659137600002,0.0,0.0,2.0,2.0,57.0,35.0,25.0,11.0,10.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Milos Raonic,Adrian Mannarino,2018.0,271.0,3.0,32.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,0.0,27.665982204000002,0.0,0.0,17.0,3.0,48.0,36.0,33.0,7.0,10.0,0.0,0.0,30.217659137600002,0.0,0.0,6.0,3.0,52.0,30.0,23.0,9.0,9.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Martin Klizan,2018.0,271.0,3.0,32.0,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,22.598220397,0.0,0.0,7.0,3.0,59.0,29.0,21.0,17.0,10.0,1.0,3.0,29.1854893908,0.0,0.0,2.0,1.0,51.0,30.0,18.0,10.0,9.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Taylor Harry Fritz,Martin Klizan,2018.0,271.0,3.0,32.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,0.0,20.829568788499998,0.0,0.0,17.0,1.0,85.0,58.0,45.0,11.0,14.0,1.0,3.0,29.1854893908,0.0,0.0,10.0,3.0,80.0,53.0,40.0,11.0,14.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
Richard Gasquet,Denis Kudla,2018.0,271.0,3.0,32.0,0.0,96.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2491444216,0.0,0.0,7.0,0.0,74.0,44.0,30.0,20.0,11.0,2.0,3.0,26.0260095825,0.0,0.0,9.0,3.0,66.0,39.0,26.0,16.0,10.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Marius Copil,Denis Kudla,2018.0,271.0,3.0,32.0,0.0,108.0,0.0,0.0,0.0,0.0,1.0,1.0,27.860369609899998,0.0,0.0,10.0,4.0,78.0,43.0,32.0,18.0,11.0,1.0,3.0,26.0260095825,0.0,0.0,3.0,2.0,89.0,53.0,30.0,19.0,11.0,6.0,9.0,1.0,0.0,0.0,0.0,1.0
Alexander Zverev,Alex De Minaur,2018.0,271.0,3.0,32.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,1.0,21.3524982888,0.0,0.0,6.0,2.0,52.0,34.0,28.0,11.0,9.0,5.0,5.0,19.523613963,0.0,0.0,0.0,2.0,50.0,33.0,20.0,7.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Alex De Minaur,2018.0,271.0,3.0,32.0,0.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,4.0,1.0,82.0,40.0,31.0,21.0,14.0,3.0,6.0,19.523613963,0.0,0.0,3.0,3.0,107.0,59.0,30.0,26.0,14.0,14.0,20.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Denis Shapovalov,2018.0,271.0,3.0,32.0,0.0,63.0,0.0,0.0,0.0,0.0,1.0,0.0,22.598220397,0.0,0.0,12.0,0.0,54.0,35.0,28.0,12.0,9.0,1.0,1.0,19.4250513347,0.0,0.0,4.0,5.0,51.0,32.0,20.0,9.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Nikoloz Basilashvili,Denis Shapovalov,2018.0,271.0,3.0,32.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,26.5653661875,0.0,0.0,4.0,0.0,46.0,30.0,24.0,10.0,8.0,0.0,0.0,19.4250513347,0.0,0.0,6.0,2.0,47.0,27.0,15.0,8.0,8.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0
Hubert Hurkacz,Dusan Lajovic,2018.0,271.0,3.0,32.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,1.0,21.5386721424,0.0,0.0,5.0,3.0,55.0,30.0,22.0,17.0,10.0,3.0,4.0,28.158795345700003,0.0,0.0,3.0,1.0,50.0,28.0,16.0,12.0,9.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0
Denis Shapovalov,Hyeon Chung,2018.0,271.0,3.0,32.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,19.4250513347,0.0,0.0,14.0,7.0,91.0,53.0,42.0,18.0,13.0,6.0,7.0,22.2724161533,0.0,0.0,5.0,2.0,72.0,51.0,35.0,12.0,13.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Marco Cecchinato,Hyeon Chung,2018.0,271.0,3.0,32.0,0.0,155.0,0.0,0.0,0.0,0.0,1.0,1.0,25.9630390144,0.0,0.0,7.0,2.0,113.0,85.0,58.0,16.0,17.0,4.0,8.0,22.2724161533,0.0,0.0,6.0,0.0,109.0,84.0,57.0,15.0,17.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0
Ramkumar Ramanathan,Cameron Norrie,2018.0,271.0,3.0,32.0,0.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,23.704312115,0.0,0.0,14.0,0.0,53.0,35.0,30.0,15.0,11.0,2.0,2.0,23.0116358658,0.0,0.0,2.0,2.0,50.0,31.0,24.0,11.0,10.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Hubert Hurkacz,Ramkumar Ramanathan,2018.0,271.0,3.0,32.0,0.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,21.5386721424,0.0,0.0,5.0,2.0,108.0,80.0,61.0,15.0,17.0,1.0,1.0,23.704312115,0.0,0.0,15.0,7.0,112.0,69.0,52.0,24.0,17.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0
Taylor Harry Fritz,Robin Haase,2018.0,271.0,3.0,32.0,0.0,81.0,0.0,0.0,0.0,0.0,1.0,1.0,20.829568788499998,0.0,0.0,14.0,2.0,68.0,48.0,40.0,12.0,11.0,1.0,1.0,31.3921971253,0.0,0.0,4.0,3.0,71.0,48.0,32.0,13.0,10.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
Yosuke Watanuki,Robin Haase,2018.0,271.0,3.0,32.0,0.0,120.0,0.0,0.0,0.0,0.0,1.0,1.0,20.2984257358,0.0,0.0,10.0,2.0,78.0,44.0,33.0,22.0,14.0,0.0,3.0,31.3921971253,0.0,0.0,11.0,4.0,105.0,62.0,40.0,19.0,15.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Gael Monfils,2018.0,271.0,3.0,32.0,0.0,142.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,2.0,1.0,109.0,67.0,47.0,23.0,16.0,8.0,11.0,31.986310746100003,0.0,0.0,11.0,5.0,101.0,63.0,47.0,17.0,16.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Egor Gerasimov,2018.0,271.0,3.0,32.0,0.0,147.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,6.0,4.0,103.0,59.0,44.0,23.0,15.0,6.0,7.0,25.7138945927,0.0,0.0,5.0,9.0,136.0,71.0,48.0,30.0,15.0,13.0,17.0,1.0,0.0,0.0,0.0,1.0
Roberto Bautista Agut,Mackenzie Mcdonald,2018.0,271.0,3.0,32.0,0.0,109.0,0.0,0.0,0.0,0.0,1.0,1.0,30.425735797399998,0.0,0.0,4.0,2.0,74.0,54.0,41.0,8.0,13.0,3.0,6.0,23.364818617399997,0.0,0.0,5.0,3.0,83.0,59.0,39.0,8.0,13.0,8.0,13.0,1.0,0.0,0.0,0.0,1.0
Tatsuma Ito,Mackenzie Mcdonald,2018.0,271.0,3.0,32.0,0.0,122.0,0.0,0.0,0.0,0.0,1.0,1.0,29.2019164956,0.0,0.0,7.0,3.0,84.0,54.0,39.0,11.0,13.0,4.0,7.0,23.364818617399997,0.0,0.0,7.0,2.0,91.0,60.0,38.0,18.0,13.0,11.0,14.0,1.0,0.0,0.0,0.0,1.0
Benoit Paire,Pablo Carreno Busta,2018.0,271.0,3.0,32.0,0.0,132.0,0.0,0.0,0.0,0.0,1.0,1.0,29.3607118412,0.0,0.0,6.0,3.0,69.0,35.0,29.0,18.0,10.0,1.0,1.0,27.1266255989,0.0,0.0,3.0,0.0,56.0,42.0,25.0,10.0,9.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0
Peter Gojowczyk,Marton Fucsovics,2018.0,271.0,3.0,32.0,0.0,158.0,0.0,0.0,0.0,0.0,1.0,1.0,29.1745379877,0.0,0.0,7.0,1.0,134.0,85.0,62.0,25.0,17.0,9.0,10.0,26.606433949299998,0.0,0.0,15.0,4.0,105.0,64.0,48.0,24.0,17.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Hiroki Moriya,2018.0,271.0,3.0,32.0,0.0,66.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,7.0,3.0,52.0,36.0,28.0,10.0,9.0,2.0,2.0,25.94661191,0.0,0.0,0.0,0.0,45.0,22.0,15.0,13.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,1.0
Daniil Medvedev,Ze Zhang,2018.0,271.0,3.0,32.0,0.0,146.0,0.0,0.0,0.0,0.0,1.0,1.0,22.598220397,0.0,0.0,13.0,5.0,99.0,55.0,46.0,23.0,15.0,2.0,3.0,27.266255989,0.0,0.0,10.0,8.0,116.0,72.0,58.0,19.0,16.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0
Benoit Paire,Joao Sousa,2018.0,271.0,3.0,32.0,0.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,29.3607118412,0.0,0.0,15.0,3.0,87.0,51.0,46.0,22.0,16.0,0.0,0.0,29.4674880219,0.0,0.0,7.0,2.0,100.0,69.0,51.0,19.0,16.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Richard Gasquet,2018.0,271.0,3.0,32.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,10.0,0.0,52.0,38.0,32.0,9.0,9.0,0.0,0.0,32.2491444216,0.0,0.0,7.0,2.0,71.0,40.0,28.0,12.0,10.0,5.0,8.0,1.0,0.0,0.0,0.0,1.0
Juan Martin Del Potro,Richard Gasquet,2018.0,271.0,3.0,32.0,0.0,111.0,0.0,0.0,0.0,0.0,1.0,1.0,29.9247091034,0.0,0.0,9.0,2.0,79.0,53.0,41.0,13.0,12.0,0.0,1.0,32.2491444216,0.0,0.0,12.0,0.0,77.0,60.0,44.0,8.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
Stefanos Tsitsipas,Karen Khachanov,2018.0,271.0,3.0,32.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,1.0,20.098562628299998,0.0,0.0,6.0,2.0,73.0,49.0,40.0,11.0,11.0,3.0,4.0,22.3244353183,0.0,0.0,5.0,0.0,75.0,50.0,41.0,11.0,11.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Novak Djokovic,Kevin Anderson,2018.0,271.0,3.0,32.0,0.0,104.0,0.0,0.0,0.0,0.0,1.0,1.0,31.266255989,0.0,0.0,8.0,1.0,65.0,47.0,40.0,11.0,11.0,1.0,1.0,32.2765229295,0.0,0.0,16.0,4.0,73.0,47.0,36.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
Richard Gasquet,Kevin Anderson,2018.0,271.0,3.0,32.0,0.0,116.0,0.0,0.0,0.0,0.0,1.0,1.0,32.2491444216,0.0,0.0,6.0,7.0,75.0,40.0,32.0,19.0,12.0,1.0,3.0,32.2765229295,0.0,0.0,22.0,1.0,87.0,61.0,41.0,14.0,12.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Yuichi Sugita,2018.0,271.0,3.0,32.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,6.0,2.0,67.0,44.0,28.0,12.0,8.0,6.0,7.0,29.9383983573,0.0,0.0,3.0,1.0,64.0,39.0,23.0,10.0,9.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0
Kei Nishikori,Yibing Wu,2018.0,271.0,3.0,32.0,0.0,101.0,0.0,0.0,0.0,0.0,1.0,1.0,28.717316906199997,0.0,0.0,3.0,0.0,62.0,42.0,28.0,14.0,12.0,0.0,2.0,18.2368240931,0.0,0.0,3.0,1.0,75.0,47.0,32.0,9.0,12.0,5.0,10.0,1.0,0.0,0.0,0.0,1.0
