tourney_year,tourney_month,tourney_day,tourney_surface,tourney_singles_draw,winner_name,losers_name,match_duration,winner_aces,winner_double_faults,winner_service_points_total,winner_first_serves_in,winner_first_serve_points_won,winner_second_serve_points_won,winner_service_games_played,winner_break_points_saved,winner_break_points_serve_total,loser_aces,loser_double_faults,loser_service_points_total,loser_first_serves_in,loser_first_serve_points_won,loser_second_serve_points_won,loser_service_games_played,loser_break_points_saved,loser_break_points_serve_total
2018,12,31,Hard,28,Dominic Thiem,Stefanos Tsitsipas,101,7,4,70,45,33,13,11,6,7,4,3,76,49,32,11,11,2,5
2018,12,31,Hard,28,Andrey Rublev,Guido Pella,146,2,11,117,76,55,14,15,7,11,3,0,101,74,44,12,15,6,11
2018,12,31,Hard,28,Guido Pella,Mirza Basic,66,7,1,54,44,34,6,9,2,2,3,1,48,34,23,6,8,4,7
2018,12,31,Hard,28,Andrey Rublev,Borna Coric,91,2,8,67,37,32,13,11,1,2,6,2,62,43,28,7,10,1,4
2018,12,31,Hard,28,Gael Monfils,Peter Gojowczyk,87,8,4,70,51,37,8,11,1,3,0,0,68,35,21,19,10,3,6
2018,12,31,Hard,28,Dominic Thiem,Aljaz Bedene,107,9,3,66,42,33,12,11,2,3,1,1,96,57,37,17,11,12,15
2018,12,31,Hard,28,Stefanos Tsitsipas,Richard Gasquet,71,4,2,59,36,31,11,10,0,0,2,0,56,42,27,9,9,1,3
2018,12,31,Hard,28,Gael Monfils,Andrey Rublev,61,9,4,60,39,31,11,9,2,2,7,3,41,29,19,6,8,1,4
2018,12,31,Hard,28,Andrey Rublev,Fernando Verdasco,117,3,9,101,62,42,17,15,7,11,12,5,75,41,30,18,14,3,7
2018,12,31,Hard,28,Mirza Basic,Feliciano Lopez,85,8,1,71,46,33,17,11,3,3,13,4,71,38,31,16,11,4,5
2018,12,31,Hard,28,Borna Coric,Nikoloz Basilashvili,74,3,1,55,39,28,8,8,2,3,3,3,59,35,15,12,8,6,11
2018,12,31,Hard,28,Peter Gojowczyk,Matteo Berrettini,52,2,0,38,22,19,13,8,0,0,3,2,50,30,17,8,8,2,6
2018,12,31,Hard,28,Gael Monfils,Jan-Lennard Struff,81,3,5,68,40,32,16,13,1,3,5,3,65,38,27,18,12,5,7
2018,12,31,Hard,28,Guido Pella,Stefano Travaglia,96,2,1,60,43,31,11,10,4,6,9,2,79,42,30,13,11,4,8
2018,12,31,Hard,28,Dominic Thiem,Evgeny Donskoy,97,13,3,64,38,35,11,10,3,4,2,1,77,53,34,11,11,4,7
2018,12,31,Hard,28,Borna Coric,Pablo Carreno Busta,162,13,4,115,80,56,15,16,7,11,3,2,110,73,45,19,16,6,11
2018,12,31,Hard,28,Richard Gasquet,Victor Estrella Burgos,51,7,0,37,22,19,10,7,0,0,1,0,38,27,9,5,7,3,8
2018,12,31,Hard,28,Guido Pella,Albert Ramos-Vinolas,137,6,2,97,62,43,22,16,8,11,10,2,86,57,43,16,16,4,7
2018,12,31,Hard,28,Peter Gojowczyk,Filip Krajinovic,66,6,2,53,26,22,12,9,1,3,1,4,49,33,19,3,8,5,10
2018,12,31,Hard,28,Jan-Lennard Struff,Tomas Berdych,129,8,6,95,53,43,17,14,2,5,9,2,96,58,49,16,15,5,7
2018,12,31,Hard,28,Mirza Basic,Andreas Haider-Maurer,68,8,0,49,31,25,14,9,3,3,9,4,70,43,27,14,10,4,7
2018,12,31,Hard,28,Feliciano Lopez,Guillermo Garcia-Lopez,151,23,4,113,67,51,26,17,12,13,9,2,111,66,46,29,17,3,4
2018,12,31,Hard,28,Fernando Verdasco,Dudi Sela,111,6,6,90,57,35,13,13,9,15,1,4,82,49,23,12,13,7,16
2018,12,31,Hard,28,Nikoloz Basilashvili,Thomas Fabbiano,77,0,1,61,45,28,10,10,4,6,1,1,55,36,18,11,9,5,9
2018,12,31,Hard,28,Aljaz Bedene,Malek Jaziri,84,9,0,50,29,25,9,9,2,4,2,5,74,47,27,8,10,5,11
2018,12,31,Hard,28,Matteo Berrettini,Viktor Troicki,140,12,2,96,55,45,19,16,2,5,6,3,122,94,64,12,16,10,13
2018,12,31,Hard,28,Gael Monfils,Paolo Lorenzi,111,7,6,88,57,44,12,14,5,8,3,3,78,50,35,12,14,3,7
2018,12,31,Hard,28,Andrey Rublev,Cedrik-Marcel Stebe,32,2,5,25,13,13,3,3,1,1,0,1,23,9,5,5,4,0,3
2018,12,31,Hard,28,Stefano Travaglia,Jabor Al-Mutawa,54,8,2,34,20,19,9,7,0,0,0,2,50,40,19,3,8,4,9
2018,12,31,Hard,28,Mirza Basic,Andreas Seppi,159,16,1,128,83,61,29,18,5,7,19,3,128,77,59,25,18,4,6
2018,12,31,Hard,28,Matteo Berrettini,Maximilian Marterer,97,9,0,73,50,39,14,12,3,4,5,2,83,59,38,14,12,2,4
2018,12,31,Hard,28,Stefanos Tsitsipas,Elias Ymer,105,0,2,72,39,33,15,12,3,6,1,2,89,57,33,18,12,7,10
2018,12,31,Hard,28,Stefano Travaglia,Aldin Setkic,71,21,4,56,29,27,13,10,4,5,1,1,62,43,27,8,10,5,9
2018,12,31,Hard,28,Andreas Seppi,Calvin Hemery,66,3,0,52,23,18,16,9,4,6,3,8,49,21,15,11,10,2,7
2018,12,31,Hard,28,Stefanos Tsitsipas,Mubarak Shannan Zayid,76,3,0,50,36,24,9,9,1,3,4,2,73,39,21,16,10,7,12
2018,12,31,Hard,28,Maximilian Marterer,Mousa Shanan Zayed,42,7,0,34,24,22,6,7,0,0,0,1,37,23,13,2,7,1,6
2018,12,31,Hard,28,Aldin Setkic,Dustin Brown,61,5,3,58,40,31,10,9,4,4,5,5,52,29,20,8,8,3,6
2018,12,31,Hard,28,Stefanos Tsitsipas,Florian Mayer,120,10,0,84,52,43,14,16,2,5,0,1,106,63,45,20,16,7,11
2018,12,31,Hard,28,Stefano Travaglia,Vaclav Safranek,101,21,3,71,42,35,17,12,3,5,6,7,102,57,37,24,12,5,7
2018,12,31,Hard,28,Elias Ymer,Pedro Sousa,27,0,0,16,11,9,4,3,1,1,0,0,16,13,7,3,3,1,2
2018,12,31,Hard,28,Matteo Berrettini,Liam Broady,92,10,1,64,37,31,16,11,1,1,2,0,76,49,36,10,11,2,4
2018,12,31,Hard,28,Mirza Basic,Alexey Vatutin,83,8,2,80,49,34,18,10,9,9,0,1,45,29,20,11,9,4,6
2018,1,1,Hard,32,Gilles Simon,Marin Cilic,112,0,3,86,56,34,14,12,7,10,9,1,66,37,27,13,12,1,5
2018,1,1,Hard,32,Marin Cilic,Pierre-Hugues Herbert,64,7,1,44,24,23,13,9,0,0,2,5,46,25,17,8,8,1,4
2018,1,1,Hard,32,Kevin Anderson,Benoit Paire,140,26,3,107,74,55,22,16,4,5,6,4,101,52,40,28,15,6,9
2018,1,1,Hard,32,Gilles Simon,Kevin Anderson,97,1,1,65,53,39,9,10,4,5,15,2,67,45,28,11,10,5,8
2018,1,1,Hard,32,Benoit Paire,Robin Haase,118,9,7,105,43,31,28,15,5,10,7,4,91,53,33,19,14,5,10
2018,1,1,Hard,32,Gilles Simon,Ricardo Ojeda Lara,74,3,3,45,21,18,15,9,0,1,1,2,60,34,18,11,8,5,9
2018,1,1,Hard,32,Marin Cilic,Ramkumar Ramanathan,73,8,1,50,26,23,15,10,0,1,5,1,56,35,22,9,9,1,4
2018,1,1,Hard,32,Kevin Anderson,Mikhail Kukushkin,150,24,7,97,65,55,13,15,5,6,4,4,115,70,45,23,15,8,12
2018,1,1,Hard,32,Gilles Simon,Roberto Bautista Agut,123,4,2,86,49,34,19,11,3,5,0,4,75,43,30,15,10,4,7
2018,1,1,Hard,32,Robin Haase,Nicolas Jarry,131,13,2,104,63,50,21,16,3,5,12,3,107,64,49,25,17,3,5
2018,1,1,Hard,32,Benoit Paire,Marton Fucsovics,183,10,7,143,62,53,29,17,12,16,4,6,142,83,56,27,17,16,21
2018,1,1,Hard,32,Kevin Anderson,Thiago Monteiro,80,10,1,45,26,22,14,8,0,0,5,2,61,31,22,19,9,3,4
2018,1,1,Hard,32,Mikhail Kukushkin,Laslo Djere,114,0,1,74,54,39,10,12,0,2,6,4,81,40,30,18,12,6,9
2018,1,1,Hard,32,Pierre-Hugues Herbert,Yuki Bhambri,111,13,2,88,55,42,20,15,7,8,1,3,74,42,36,15,14,0,2
2018,1,1,Hard,32,Robin Haase,Blaz Kavcic,121,7,3,80,49,35,15,12,2,5,1,2,85,50,29,16,12,8,12
2018,1,1,Hard,32,Ricardo Ojeda Lara,Ilya Ivashka,91,0,0,74,46,31,16,10,6,7,4,3,55,33,26,10,10,1,4
2018,1,1,Hard,32,Ricardo Ojeda Lara,Jiri Vesely,100,3,0,80,57,40,13,11,2,3,15,9,73,46,31,12,10,6,8
2018,1,1,Hard,32,Pierre-Hugues Herbert,Marco Cecchinato,144,11,7,118,76,57,19,16,9,11,5,4,109,72,48,18,16,2,6
2018,1,1,Hard,32,Yuki Bhambri,Arjun Kadhe,75,2,0,48,34,22,10,9,0,2,5,5,66,41,25,8,10,4,9
2018,1,1,Hard,32,Laslo Djere,Marius Copil,146,8,8,96,56,45,17,17,3,6,9,8,108,53,42,23,17,2,6
2018,1,1,Hard,32,Marton Fucsovics,Nicolas Kicker,56,2,0,36,26,21,7,7,0,0,2,2,49,27,12,11,8,4,9
2018,1,1,Hard,32,Mikhail Kukushkin,Radu Albot,124,2,0,82,49,33,19,10,8,9,5,6,85,52,33,12,10,6,9
2018,1,1,Hard,32,Ilya Ivashka,Sumit Nagal,81,5,2,51,31,23,12,9,1,2,2,3,67,37,18,15,9,4,8
2018,1,1,Hard,32,Nicolas Jarry,Pablo Andujar,150,9,5,105,63,48,24,17,5,7,4,5,109,68,47,24,17,5,9
2018,1,1,Hard,32,Ramkumar Ramanathan,Roberto Carballes Baena,96,8,2,62,43,37,9,10,2,2,1,4,73,44,32,13,10,3,5
2018,1,1,Hard,32,Thiago Monteiro,Ruben Bemelmans,162,6,6,114,65,56,24,17,5,6,8,1,107,75,58,16,16,1,3
2018,1,1,Hard,32,Thiago Monteiro,Prajnesh Gunneswaran,83,7,0,66,46,40,10,12,0,0,6,0,72,43,37,11,12,5,7
2018,1,1,Hard,32,Gilles Simon,Tennys Sandgren,76,2,2,58,33,19,14,9,2,4,1,2,46,24,14,6,8,4,9
2018,1,1,Hard,32,Sumit Nagal,Adrian Menendez-Maceiras,141,3,1,88,54,35,20,13,9,11,6,7,93,55,39,17,14,4,8
2018,1,1,Hard,32,Ilya Ivashka,Carlos Taberner,63,12,2,61,35,30,13,9,4,4,2,4,41,23,12,11,8,1,4
2018,1,1,Hard,32,Thiago Monteiro,N.Sriram Balaji,100,7,4,84,49,37,21,15,4,6,11,2,72,45,36,17,15,0,3
2018,1,1,Hard,32,Ricardo Ojeda Lara,Joao Souza,81,2,0,56,44,34,7,10,0,0,7,0,59,39,30,7,9,3,5
2018,1,1,Hard,32,Adrian Menendez-Maceiras,Shahbaaz Khan,55,5,0,32,21,20,8,7,0,0,1,4,48,25,15,5,7,4,9
2018,1,1,Hard,32,Carlos Taberner,Vishnu Vardhan,126,7,2,90,52,40,26,16,0,2,12,6,102,55,48,18,16,7,10
2018,1,1,Hard,32,Joao Souza,Soonwoo Kwon,144,8,5,107,59,45,29,16,7,8,12,4,99,67,53,17,15,6,7
2018,1,1,Hard,32,Ricardo Ojeda Lara,Sasi Kumar Mukund,56,1,0,44,30,21,8,7,0,1,0,6,46,23,11,8,8,6,12
2018,1,1,Hard,32,Sumit Nagal,Divij Sharan,67,4,3,60,38,31,11,9,3,3,5,3,59,34,24,9,8,3,6
2018,1,1,Hard,32,Ilya Ivashka,Franko Skugor,79,1,3,62,40,30,10,9,3,4,0,1,56,38,22,9,9,5,9
2018,1,1,Hard,32,Prajnesh Gunneswaran,Jayesh Pungliya,45,6,0,42,26,21,10,8,1,2,3,1,51,36,18,6,9,1,6
2018,1,1,Hard,28,Daniil Medvedev,Alex de Minaur,133,4,6,86,52,35,19,15,4,9,1,0,91,64,39,14,14,6,10
2018,1,1,Hard,28,Alex de Minaur,Benoit Paire,110,3,3,95,62,45,16,12,7,8,6,5,74,34,27,13,12,3,8
2018,1,1,Hard,28,Daniil Medvedev,Fabio Fognini,112,10,5,80,46,34,17,13,5,8,3,3,87,49,33,18,12,9,13
2018,1,1,Hard,28,Benoit Paire,Gilles Muller,72,17,3,54,34,30,11,10,0,0,5,3,63,37,30,10,10,3,5
2018,1,1,Hard,28,Fabio Fognini,Adrian Mannarino,166,8,9,119,70,51,23,16,6,9,5,6,115,66,42,25,16,6,11
2018,1,1,Hard,28,Daniil Medvedev,Paolo Lorenzi,72,5,1,42,20,18,16,9,0,1,0,2,59,40,24,8,9,5,9
2018,1,1,Hard,28,Paolo Lorenzi,Albert Ramos-Vinolas,123,10,3,71,42,38,12,11,2,2,6,3,89,52,32,21,10,12,14
2018,1,1,Hard,28,Alex de Minaur,Feliciano Lopez,86,5,3,63,40,30,12,10,1,2,6,0,64,41,29,10,10,2,5
2018,1,1,Hard,28,Gilles Muller,John Millman,96,14,2,67,53,40,9,11,1,2,8,1,86,55,37,16,11,6,8
2018,1,1,Hard,28,Fabio Fognini,Alexandr Dolgopolov,117,4,3,91,56,41,19,14,1,2,10,4,93,51,38,20,14,2,4
2018,1,1,Hard,28,Feliciano Lopez,Diego Schwartzman,79,15,3,60,43,38,9,11,1,2,2,0,60,32,22,17,10,2,4
2018,1,1,Hard,28,Adrian Mannarino,Ricardas Berankis,48,3,1,32,23,21,7,7,0,0,0,2,47,22,10,10,8,0,5
2018,1,1,Hard,28,Alex de Minaur,Damir Dzumhur,50,4,1,33,21,15,8,5,1,1,1,2,42,25,15,4,6,5,9
2018,1,1,Hard,28,Daniil Medvedev,Jared Donaldson,126,6,1,78,49,41,19,15,2,3,3,2,104,67,43,23,16,7,10
2018,1,1,Hard,28,Adrian Mannarino,Evgeny Donskoy,140,8,7,94,53,42,26,17,1,3,11,2,101,60,45,19,17,4,7
2018,1,1,Hard,28,Benoit Paire,Leonardo Mayer,74,7,2,58,34,28,18,12,2,3,5,2,64,44,30,9,12,0,4
2018,1,1,Hard,28,Daniil Medvedev,Philipp Kohlschreiber,69,8,1,55,36,33,8,9,3,3,1,1,56,33,17,13,8,2,5
2018,1,1,Hard,28,Damir Dzumhur,Jan-Lennard Struff,61,7,3,51,29,26,11,9,2,3,7,3,54,32,22,5,8,6,10
2018,1,1,Hard,28,Leonardo Mayer,Mischa Zverev,104,5,3,67,42,32,10,11,1,4,3,3,70,38,21,13,10,3,8
2018,1,1,Hard,28,Ricardas Berankis,Alex Bolt,117,7,7,91,48,40,27,17,4,6,21,1,95,51,43,23,17,6,9
2018,1,1,Hard,28,Alex de Minaur,Fernando Verdasco,76,3,3,59,38,29,10,9,6,7,3,4,45,27,16,9,9,2,6
2018,1,1,Hard,28,Alexandr Dolgopolov,Viktor Troicki,141,13,9,121,58,44,30,17,9,13,13,7,95,53,38,16,16,3,9
2018,1,1,Hard,28,Jared Donaldson,Gilles Simon,68,3,5,45,27,20,10,8,2,3,2,3,58,32,20,8,9,9,14
2018,1,1,Hard,28,Feliciano Lopez,Aleksandar Vukic,125,10,4,93,60,49,18,15,4,5,23,3,104,61,47,24,16,5,7
2018,1,1,Hard,28,Paolo Lorenzi,Jordan Thompson,114,15,4,85,58,46,9,11,4,6,6,3,67,40,27,15,11,3,6
2018,1,1,Hard,28,John Millman,Alexei Popyrin,80,5,0,49,25,22,15,9,0,1,5,6,65,34,22,11,9,5,9
2018,1,1,Hard,28,Benoit Paire,Aljaz Bedene,105,12,5,93,53,46,14,13,7,10,11,0,87,59,46,14,15,4,7
2018,1,1,Hard,28,Daniil Medvedev,Vaclav Safranek,63,9,2,54,37,27,10,9,5,6,2,3,54,32,19,8,9,1,5
2018,1,1,Hard,28,Alexei Popyrin,Nicolas Mahut,131,14,7,110,62,52,23,16,10,11,14,6,89,46,43,23,16,0,1
2018,1,1,Hard,28,Evgeny Donskoy,Teymuraz Gabashvili,52,3,2,42,25,17,9,6,6,7,2,2,34,18,13,7,5,1,2
2018,1,1,Hard,28,Aleksandar Vukic,Ricardas Berankis,65,9,2,54,32,27,12,10,0,1,2,5,52,26,17,13,10,3,7
2018,1,1,Hard,28,Daniil Medvedev,Alexander Zhurbin,51,2,3,45,21,17,17,8,0,0,1,2,43,27,13,7,7,3,7
2018,1,1,Hard,28,Evgeny Donskoy,Nicholas Monroe,73,6,0,53,33,27,13,10,0,0,0,2,59,30,21,14,9,4,6
2018,1,1,Hard,28,Alexei Popyrin,Federico Delbonis,110,6,5,88,50,40,20,14,3,4,3,5,84,46,34,19,14,1,4
2018,1,1,Hard,28,Aleksandar Vukic,Dusan Lajovic,97,10,3,81,46,40,19,12,2,2,4,2,86,64,45,13,12,7,8
2018,1,1,Hard,28,Nicolas Mahut,Christopher O'Connell,105,4,4,84,52,38,13,14,5,9,9,3,91,62,42,10,14,6,10
2018,1,1,Hard,28,Ricardas Berankis,Matthew Barton,70,4,1,49,32,29,11,10,0,0,15,5,75,37,28,16,11,4,7
2018,1,1,Hard,28,Vaclav Safranek,Fabrice Martin,48,4,2,39,24,21,11,8,0,0,4,6,45,21,14,9,7,3,7
2018,1,7,Hard,28,Juan Martin del Potro,Karen Khachanov,93,11,2,74,54,42,11,11,0,0,5,1,63,36,29,14,10,1,2
2018,1,7,Hard,28,Juan Martin del Potro,David Ferrer,106,1,2,69,32,24,22,10,6,7,1,4,70,44,32,8,10,3,6
2018,1,7,Hard,28,Roberto Bautista Agut,Juan Martin del Potro,127,7,4,85,55,42,15,15,2,4,9,1,79,49,33,17,14,1,5
2018,1,7,Hard,28,David Ferrer,Hyeon Chung,76,4,1,67,46,27,12,9,5,7,2,3,51,39,18,5,8,3,8
2018,1,7,Hard,28,Robin Haase,Peter Gojowczyk,84,4,3,80,38,24,23,10,8,10,7,5,65,34,25,13,10,2,6
2018,1,7,Hard,28,Roberto Bautista Agut,Jiri Vesely,90,2,1,57,44,33,10,10,1,2,8,4,72,48,30,9,10,1,4
2018,1,7,Hard,28,Roberto Bautista Agut,Robin Haase,172,7,1,117,87,69,16,18,2,5,19,4,143,94,67,23,18,9,12
2018,1,7,Hard,28,Peter Gojowczyk,Jack Sock,61,9,2,43,26,23,9,9,0,1,8,2,61,34,22,9,9,4,8
2018,1,7,Hard,28,Juan Martin del Potro,Denis Shapovalov,65,8,0,51,36,25,13,9,0,0,3,3,44,25,19,6,9,0,3
2018,1,7,Hard,28,Jiri Vesely,Sam Querrey,138,7,5,114,80,68,18,17,3,3,24,5,109,73,62,20,17,2,3
2018,1,7,Hard,28,Hyeon Chung,John Isner,145,15,1,98,67,53,17,16,0,1,30,4,117,86,55,17,16,4,6
2018,1,7,Hard,28,Roberto Bautista Agut,Steve Johnson,98,1,2,72,44,31,16,12,4,6,6,2,62,36,24,11,11,1,5
2018,1,7,Hard,28,Karen Khachanov,Pablo Cuevas,71,10,2,57,37,28,13,10,1,2,3,0,61,34,24,11,10,1,4
2018,1,7,Hard,28,David Ferrer,Joao Sousa,66,2,1,41,30,24,9,8,1,1,3,2,53,30,19,6,8,2,6
2018,1,7,Hard,28,Robin Haase,Lukas Lacko,85,9,1,73,47,37,13,11,1,2,6,2,63,37,27,15,10,0,2
2018,1,7,Hard,28,Roberto Bautista Agut,Michael Venus,56,3,1,51,37,29,7,8,5,6,3,3,42,18,11,4,7,2,7
2018,1,7,Hard,28,Pablo Cuevas,Taro Daniel,77,5,3,63,31,25,16,9,5,6,2,4,55,35,22,6,8,4,8
2018,1,7,Hard,28,Hyeon Chung,Tennys Sandgren,132,2,3,96,65,46,14,15,9,12,7,0,95,52,35,18,15,7,12
2018,1,7,Hard,28,David Ferrer,Yibing Wu,120,3,6,81,44,29,22,11,3,5,5,5,96,46,31,22,11,9,12
2018,1,7,Hard,28,Robin Haase,Casper Ruud,101,16,1,89,55,41,17,14,3,6,12,3,80,56,46,12,13,1,2
2018,1,7,Hard,28,Peter Gojowczyk,Tim Smyczek,105,2,3,91,56,38,18,14,0,3,2,2,80,47,26,20,14,4,9
2018,1,7,Hard,28,Steve Johnson,Liam Caruana,105,12,1,78,43,34,22,12,4,5,7,1,78,40,31,20,12,2,4
2018,1,7,Hard,28,Karen Khachanov,Yuichi Sugita,100,8,3,82,49,39,17,13,7,8,3,3,77,48,36,13,13,4,7
2018,1,7,Hard,28,Lukas Lacko,Stefanos Tsitsipas,109,12,3,100,59,50,18,16,2,3,12,1,82,52,40,14,14,0,3
2018,1,7,Hard,28,Denis Shapovalov,Rogerio Dutra Silva,57,9,2,43,26,24,12,9,0,0,3,0,48,36,22,5,8,0,3
2018,1,7,Hard,28,Joao Sousa,Donald Young,123,9,0,86,49,45,21,15,1,2,8,3,96,55,36,25,15,10,14
2018,1,7,Hard,28,Jiri Vesely,Radu Albot,147,4,3,89,57,43,17,14,1,3,6,3,110,78,50,18,14,12,15
2018,1,7,Hard,28,Radu Albot,Taro Daniel,143,5,2,97,79,55,5,16,5,9,1,1,86,54,37,14,15,3,8
2018,1,7,Hard,28,Rogerio Dutra Silva,Lukas Lacko,74,4,1,65,39,29,16,11,1,2,4,1,57,36,28,11,11,3,6
2018,1,7,Hard,28,Tim Smyczek,Liam Caruana,57,7,0,48,38,29,8,9,0,0,5,1,49,29,21,9,9,2,5
2018,1,7,Hard,28,Lukas Lacko,Rubin Statham,84,7,2,56,41,33,9,10,1,1,7,2,79,44,27,17,9,8,11
2018,1,7,Hard,28,Casper Ruud,Tennys Sandgren,145,6,0,103,71,57,24,17,0,0,13,2,109,79,61,20,17,0,1
2018,1,7,Hard,28,Radu Albot,Brydan Klein,103,1,5,63,45,32,7,11,2,5,8,5,77,47,30,10,11,7,12
2018,1,7,Hard,28,Tennys Sandgren,Michal Przysiezny,114,11,1,82,58,50,14,12,4,4,3,1,87,50,37,23,12,4,4
2018,1,7,Hard,28,Liam Caruana,Blaz Kavcic,62,4,0,50,29,28,10,10,0,1,7,5,59,39,29,5,9,4,7
2018,1,7,Hard,28,Taro Daniel,Ajeet Rai,60,2,1,48,26,19,12,8,1,2,2,3,47,27,15,5,7,3,8
2018,1,7,Hard,28,Rogerio Dutra Silva,Sam Barry,133,11,2,91,59,39,16,14,10,14,4,5,92,65,37,12,15,3,9
2018,1,7,Hard,28,Casper Ruud,Stephane Robert,147,8,6,117,74,50,24,17,5,8,7,5,114,63,43,27,16,10,14
2018,1,7,Hard,28,Tim Smyczek,Finn Reynolds,44,2,0,41,28,23,9,8,0,0,0,2,33,15,10,6,7,2,6
2018,1,8,Hard,28,Marin Cilic,Rafael Nadal,227,20,8,138,93,72,17,20,8,10,3,2,164,123,83,13,20,14,19
2018,1,8,Hard,28,Roger Federer,Marin Cilic,183,24,4,139,84,67,32,23,7,9,16,5,141,88,61,27,22,7,13
2018,1,8,Hard,28,Roger Federer,Hyeon Chung,62,9,1,37,16,15,15,7,1,1,1,3,53,30,17,9,7,7,11
2018,1,8,Hard,28,Marin Cilic,Kyle Edmund,138,11,1,89,50,45,22,14,2,2,7,3,101,68,44,16,14,4,8
2018,1,8,Hard,28,Roger Federer,Tomas Berdych,134,15,5,96,60,50,19,16,3,5,4,1,94,53,37,21,15,4,8
2018,1,8,Hard,28,Hyeon Chung,Tennys Sandgren,148,7,3,107,81,57,16,16,6,8,12,5,104,57,41,21,15,9,13
2018,1,8,Hard,28,Kyle Edmund,Grigor Dimitrov,169,13,4,124,80,60,19,19,6,9,7,7,116,73,50,23,19,10,15
2018,1,8,Hard,28,Rafael Nadal,Diego Schwartzman,231,7,4,146,100,63,28,20,15,18,12,3,147,79,53,30,19,11,18
2018,1,8,Hard,28,Grigor Dimitrov,Nick Kyrgios,206,16,7,158,111,90,19,23,2,5,36,7,155,101,80,27,23,7,9
2018,1,8,Hard,28,Tennys Sandgren,Dominic Thiem,234,20,4,186,138,101,26,26,10,12,20,4,161,104,79,30,25,4,8
2018,1,8,Hard,28,Roger Federer,Marton Fucsovics,121,6,2,81,48,40,25,15,0,0,5,6,108,57,38,27,15,7,10
2018,1,8,Hard,28,Marin Cilic,Pablo Carreno Busta,207,20,4,133,83,67,25,22,2,6,9,3,152,107,67,25,23,8,14
2018,1,8,Hard,28,Hyeon Chung,Novak Djokovic,201,1,2,136,91,59,21,18,14,19,2,9,130,81,53,19,18,4,10
2018,1,8,Hard,28,Tomas Berdych,Fabio Fognini,128,10,1,89,42,32,27,14,7,9,3,4,83,47,23,20,13,5,11
2018,1,8,Hard,28,Kyle Edmund,Andreas Seppi,177,25,3,128,80,64,28,21,5,6,12,2,126,80,56,24,20,10,15
2018,1,8,Hard,28,Rafael Nadal,Damir Dzumhur,110,4,0,79,51,34,19,12,1,2,5,6,75,40,22,11,11,9,16
2018,1,8,Hard,28,Roger Federer,Richard Gasquet,119,12,1,94,61,49,14,15,1,2,3,3,90,61,41,12,15,3,8
2018,1,8,Hard,28,Grigor Dimitrov,Andrey Rublev,184,13,15,142,89,68,20,20,11,15,4,13,136,84,56,23,19,13,19
2018,1,8,Hard,28,Hyeon Chung,Alexander Zverev,202,5,3,142,107,83,17,24,3,6,21,5,136,84,60,28,23,6,10
2018,1,8,Hard,28,Marin Cilic,Ryan Harrison,149,16,2,103,70,58,20,17,5,6,10,1,111,72,49,23,16,2,4
2018,1,8,Hard,28,Tomas Berdych,Juan Martin del Potro,136,20,5,94,56,43,16,13,7,9,7,3,86,52,32,8,13,11,18
2018,1,8,Hard,28,Dominic Thiem,Adrian Mannarino,128,9,2,87,52,37,21,15,1,3,3,3,92,56,30,17,15,6,12
2018,1,8,Hard,28,Pablo Carreno Busta,Gilles Muller,198,14,4,142,105,81,21,23,3,4,40,5,138,88,74,22,23,2,4
2018,1,8,Hard,28,Novak Djokovic,Albert Ramos-Vinolas,141,2,3,87,55,44,16,13,6,6,3,3,96,57,34,20,13,7,12
2018,1,8,Hard,28,Diego Schwartzman,Alexandr Dolgopolov,158,13,4,118,69,49,28,19,7,10,5,6,123,67,42,25,19,4,12
2018,1,8,Hard,28,Nick Kyrgios,Jo-Wilfried Tsonga,197,28,3,146,96,76,32,23,3,5,28,4,140,97,84,22,23,3,4
2018,1,8,Hard,28,Kyle Edmund,Nikoloz Basilashvili,214,20,2,133,82,58,32,24,2,7,12,17,203,122,79,33,25,20,27
2018,1,8,Hard,28,Marton Fucsovics,Nicolas Kicker,116,12,0,73,50,39,13,13,0,1,4,3,87,52,31,13,13,3,9
2018,1,8,Hard,28,Tennys Sandgren,Maximilian Marterer,176,13,0,131,100,80,18,23,6,8,8,2,136,96,68,24,22,3,6
2018,1,8,Hard,28,Fabio Fognini,Julien Benneteau,180,3,6,142,92,65,24,21,11,14,10,6,126,83,53,20,22,5,12
2018,1,8,Hard,28,Andreas Seppi,Ivo Karlovic,231,23,7,175,101,86,52,31,2,2,52,6,182,129,104,31,30,7,9
2018,1,8,Hard,28,Rafael Nadal,Leonardo Mayer,158,4,1,94,69,55,15,16,4,5,15,6,109,71,49,17,15,9,12
2018,1,8,Hard,28,Roger Federer,Jan-Lennard Struff,115,17,1,92,53,44,26,16,2,3,7,5,107,54,41,27,16,8,11
2018,1,8,Hard,28,Alexander Zverev,Peter Gojowczyk,119,25,1,103,70,55,19,18,1,2,9,5,111,68,47,17,17,12,17
2018,1,8,Hard,28,Dominic Thiem,Denis Kudla,228,21,8,149,86,72,24,23,4,8,12,9,181,102,64,36,24,10,18
2018,1,8,Hard,28,Grigor Dimitrov,Mackenzie McDonald,205,8,9,147,101,78,13,24,6,11,4,6,151,85,63,31,24,7,12
2018,1,8,Hard,28,Marin Cilic,Joao Sousa,105,20,0,61,41,38,18,14,0,0,6,2,87,52,36,12,13,5,10
