tourney_year,tourney_month,tourney_day,tourney_surface,tourney_singles_draw,winner_name,losers_name,match_duration,winner_aces,winner_double_faults,winner_service_points_total,winner_first_serves_in,winner_first_serve_points_won,winner_second_serve_points_won,winner_service_games_played,winner_break_points_saved,winner_break_points_serve_total,loser_aces,loser_double_faults,loser_service_points_total,loser_first_serves_in,loser_first_serve_points_won,loser_second_serve_points_won,loser_service_games_played,loser_break_points_saved,loser_break_points_serve_total
2018,6,18,Grass,32,Daniil Medvedev,Jack Sock,70,9,5,62,40,35,11,11,1,1,2,2,52,28,22,12,10,0,2
2018,6,18,Grass,32,Julien Benneteau,Tomas Berdych,126,19,3,85,51,39,19,15,4,6,11,1,107,66,48,17,15,6,9
2018,6,18,Grass,32,Kyle Edmund,Ryan Harrison,97,6,2,60,31,28,19,11,0,1,7,0,88,57,40,13,11,3,5
2018,6,18,Grass,32,Jeremy Chardy,Tim Smyczek,66,6,2,46,33,29,8,9,0,0,2,1,68,43,27,12,9,4,7
2018,6,18,Grass,32,Novak Djokovic,John Millman,65,4,2,34,26,24,4,7,0,0,2,3,68,41,23,10,8,8,13
2018,6,18,Grass,32,Adrian Mannarino,Daniel Evans,122,11,5,85,53,33,17,14,2,6,2,2,89,49,36,19,14,6,9
2018,6,18,Grass,32,Nick Kyrgios,Andy Murray,159,18,11,110,66,55,14,16,7,11,16,8,119,67,51,21,16,8,11
2018,6,18,Grass,32,Gilles Muller,Denis Shapovalov,102,13,3,73,47,45,15,12,0,0,14,2,83,58,46,14,12,3,3
2018,6,18,Grass,32,Milos Raonic,Yuki Bhambri,45,13,2,29,24,21,3,6,0,0,0,2,39,27,15,4,5,3,6
2018,6,18,Grass,32,Frances Tiafoe,Jared Donaldson,87,6,2,80,58,44,12,11,6,7,6,4,63,33,25,18,11,0,2
2018,6,18,Grass,32,Stan Wawrinka,Cameron Norrie,56,13,2,48,29,25,11,9,0,0,2,5,54,26,17,13,8,5,8
2018,6,18,Grass,32,Julien Benneteau,Mackenzie McDonald,82,8,6,63,39,35,8,10,4,5,3,4,75,46,26,14,11,6,10
2018,6,18,Grass,32,John Millman,Marius Copil,68,1,1,47,30,24,9,9,0,1,5,4,63,33,21,14,9,7,11
2018,6,18,Grass,32,Yuki Bhambri,Taylor Fritz,70,3,3,54,32,21,13,9,0,2,5,4,63,38,25,6,9,4,9
2018,6,18,Grass,32,Julien Benneteau,Simone Bolelli,152,12,6,106,66,51,21,17,3,5,3,3,111,78,50,21,17,5,7
2018,6,18,Grass,32,Tim Smyczek,Thanasi Kokkinakis,117,6,8,95,55,40,19,14,5,8,8,1,82,48,33,18,13,3,6
2018,6,18,Grass,32,John Millman,Nicolas Mahut,127,13,2,120,82,54,19,15,10,13,4,4,91,64,47,11,15,0,3
2018,6,18,Grass,32,Thanasi Kokkinakis,Pierre-Hugues Herbert,108,13,4,74,41,37,21,12,1,2,6,3,82,50,40,20,12,3,4
2018,6,18,Grass,32,Taylor Fritz,Lorenzo Sonego,82,4,0,74,43,32,18,12,3,5,3,6,62,39,25,11,12,2,7
2018,6,18,Grass,32,Yuki Bhambri,James Ward,101,0,6,90,57,39,18,13,3,4,13,7,84,41,27,19,12,7,11
2018,6,18,Grass,32,Tim Smyczek,Mikhail Kukushkin,133,10,6,116,66,45,22,16,8,13,6,5,109,72,50,14,15,8,12
2018,6,18,Grass,32,Marius Copil,Edward Corrie,95,6,3,78,50,42,14,14,1,2,0,1,82,57,42,13,14,1,3
2018,6,18,Grass,32,Mackenzie McDonald,Bjorn Fratangelo,104,6,2,96,65,47,16,15,4,6,7,4,89,60,41,12,14,2,6
2018,6,18,Grass,32,Adrian Mannarino,Gael Monfils,121,1,3,100,69,50,19,16,5,7,17,3,86,63,50,13,16,2,4
2018,6,18,Grass,32,Damir Dzumhur,Adrian Mannarino,85,8,2,63,36,26,14,11,0,2,1,0,61,41,26,7,10,5,9
2018,6,18,Grass,32,Damir Dzumhur,Jiri Vesely,80,5,1,69,44,30,16,11,6,8,5,2,59,41,28,5,10,3,6
2018,6,18,Grass,32,Adrian Mannarino,Joao Sousa,104,7,3,84,52,38,19,11,9,9,7,2,72,48,36,11,11,4,5
2018,6,18,Grass,32,Damir Dzumhur,Pierre-Hugues Herbert,63,1,1,46,32,23,12,8,1,1,4,5,56,34,20,9,9,2,6
2018,6,18,Grass,32,Gael Monfils,Guillermo Garcia-Lopez,77,12,0,59,46,42,8,11,1,1,3,5,74,48,33,15,11,1,2
2018,6,18,Grass,32,Jiri Vesely,Nikoloz Basilashvili,78,5,2,65,49,38,10,10,3,3,6,6,63,39,35,7,10,2,4
2018,6,18,Grass,32,Adrian Mannarino,Ricardas Berankis,79,10,3,61,37,30,14,11,4,5,2,3,61,46,30,7,11,3,6
2018,6,18,Grass,32,Jiri Vesely,Fernando Verdasco,78,3,4,64,41,33,15,11,2,2,10,5,57,33,28,11,10,3,5
2018,6,18,Grass,32,Damir Dzumhur,Marius Copil,114,6,3,91,65,46,17,15,2,3,10,4,99,63,44,21,15,11,13
2018,6,18,Grass,32,Gael Monfils,Blaz Kavcic,124,19,6,108,74,57,13,17,5,7,9,1,86,53,40,19,16,2,5
2018,6,18,Grass,32,Guillermo Garcia-Lopez,Robin Haase,147,9,4,109,71,55,26,16,5,5,13,4,118,72,58,18,16,7,9
2018,6,18,Grass,32,Joao Sousa,Mirza Basic,148,6,2,125,59,39,38,16,15,18,8,2,101,61,38,23,16,5,10
2018,6,18,Grass,32,Pierre-Hugues Herbert,Yuichi Sugita,129,9,6,104,68,46,20,15,5,8,4,3,93,63,50,13,15,1,3
2018,6,18,Grass,32,Nikoloz Basilashvili,Dusan Lajovic,114,5,4,75,43,30,21,15,3,6,5,3,115,75,45,23,15,12,15
2018,6,18,Grass,32,Robin Haase,Mikhail Youzhny,155,18,0,120,81,60,23,17,10,11,5,3,109,64,46,30,17,2,4
2018,6,18,Grass,32,Yuichi Sugita,Guido Pella,123,7,2,98,58,48,16,14,9,10,13,1,85,58,45,14,15,1,3
2018,6,18,Grass,32,Joao Sousa,Florian Mayer,53,8,0,39,22,20,12,8,0,0,0,3,50,29,16,10,8,5,9
2018,6,18,Grass,32,Dusan Lajovic,Filip Horansky,60,7,1,52,39,32,7,9,1,1,1,3,62,35,25,13,9,5,8
2018,6,18,Grass,32,Mirza Basic,Paolo Lorenzi,70,7,0,45,33,28,9,9,0,0,3,4,61,30,21,12,9,5,8
2018,6,18,Grass,32,Nikoloz Basilashvili,Roberto Carballes Baena,53,2,7,49,28,23,10,9,0,1,3,1,43,27,15,8,8,4,8
2018,6,18,Grass,32,Ricardas Berankis,Evgeny Donskoy,112,5,2,102,77,54,17,15,5,5,8,2,80,45,32,22,14,0,3
2018,6,18,Grass,32,Marius Copil,Cem Ilkel,74,11,2,63,39,34,16,11,1,1,7,3,58,34,30,15,11,0,1
2018,6,18,Grass,32,Guillermo Garcia-Lopez,Taro Daniel,146,4,5,100,59,50,18,16,6,8,7,8,107,57,40,29,16,4,8
2018,6,18,Grass,32,Pierre-Hugues Herbert,Federico Delbonis,108,5,2,72,53,40,10,11,3,4,2,12,91,54,38,15,11,10,12
2018,6,18,Grass,32,Blaz Kavcic,Marcos Baghdatis,90,6,4,71,41,37,19,11,5,5,16,3,64,36,30,16,10,2,3
2018,6,18,Grass,32,Jiri Vesely,Jordan Thompson,116,11,4,94,67,48,15,11,9,9,6,2,71,53,42,7,11,1,2
2018,6,18,Grass,32,Taro Daniel,Roberto Ortega-Olmedo,66,2,1,42,24,19,11,8,0,1,0,5,56,27,15,11,8,1,6
2018,6,18,Grass,32,Mikhail Youzhny,Laurynas Grigelis,147,7,5,89,53,44,23,15,4,4,9,2,120,74,49,25,15,13,16
2018,6,18,Grass,32,Blaz Kavcic,Aleksandr Nedovyesov,111,4,2,70,44,35,17,13,3,4,10,5,115,79,53,14,14,15,18
2018,6,18,Grass,32,Filip Horansky,Ergi Kirkin,59,0,0,39,23,18,12,7,0,0,2,5,62,37,21,9,8,3,8
2018,6,18,Grass,32,Taro Daniel,Marsel Ilhan,96,12,5,74,55,44,10,14,2,4,1,6,84,46,33,18,13,8,11
2018,6,18,Grass,32,Ergi Kirkin,Radu Albot,127,1,4,96,61,48,16,14,6,7,3,5,85,54,42,18,15,3,5
2018,6,18,Grass,32,Mikhail Youzhny,Frank Dancevic,72,7,2,56,37,31,12,9,2,2,8,0,66,44,29,10,10,5,8
2018,6,18,Grass,32,Blaz Kavcic,Riccardo Bellotti,84,8,4,75,41,36,17,10,5,5,1,5,57,40,26,7,9,7,9
2018,6,18,Grass,32,Filip Horansky,Duckhee Lee,62,5,1,64,40,30,11,10,3,5,4,4,59,36,19,12,10,3,8
2018,6,18,Grass,32,Roberto Ortega-Olmedo,Yoshihito Nishioka,112,6,2,86,49,39,18,13,6,7,1,6,78,48,34,11,13,5,9
2018,6,18,Grass,32,Laurynas Grigelis,David Guez,105,9,2,82,53,40,13,15,1,5,2,3,90,52,32,18,14,3,8
2018,6,18,Grass,32,Aleksandr Nedovyesov,Koray Kirci,58,3,0,43,33,28,9,9,3,3,1,3,59,43,26,8,9,3,6
2018,6,24,Grass,28,Mischa Zverev,Mikhail Kukushkin,119,3,6,87,56,41,13,11,5,7,1,2,83,54,34,15,11,8,11
2018,6,24,Grass,28,Mischa Zverev,Lukas Lacko,97,4,1,57,35,30,13,10,2,2,0,2,88,54,32,18,10,10,12
2018,6,24,Grass,28,Lukas Lacko,Marco Cecchinato,59,9,0,47,33,29,11,10,0,0,7,0,54,39,29,5,9,3,5
2018,6,24,Grass,28,Mikhail Kukushkin,Kyle Edmund,134,8,0,107,76,52,16,14,6,8,8,3,86,48,32,18,14,4,9
2018,6,24,Grass,28,Marco Cecchinato,John Millman,115,5,2,91,62,47,14,15,2,4,5,4,89,51,36,16,14,2,6
2018,6,24,Grass,28,Lukas Lacko,Cameron Norrie,75,5,0,57,36,28,14,10,4,5,5,3,60,43,28,5,9,5,8
2018,6,24,Grass,28,Lukas Lacko,Diego Schwartzman,135,8,4,94,59,40,21,16,4,7,3,8,110,65,47,19,16,9,13
2018,6,24,Grass,28,Mischa Zverev,Denis Shapovalov,81,2,0,61,34,22,12,9,4,7,2,8,72,42,28,4,9,4,10
2018,6,24,Grass,28,Kyle Edmund,Andy Murray,101,8,4,56,34,28,11,10,4,5,5,3,80,51,31,16,10,6,9
2018,6,24,Grass,28,Denis Shapovalov,Jared Donaldson,131,11,4,82,51,40,17,14,4,5,3,7,109,60,40,20,14,9,12
2018,6,24,Grass,28,Marco Cecchinato,Denis Istomin,103,8,4,89,52,42,22,16,0,1,6,4,87,62,45,15,16,2,4
2018,6,24,Grass,28,John Millman,Leonardo Mayer,122,3,1,83,58,39,16,12,6,8,5,2,93,53,39,18,12,5,7
2018,6,24,Grass,28,Mikhail Kukushkin,David Ferrer,77,1,1,58,32,21,16,7,7,7,2,5,58,35,19,7,7,10,15
2018,6,24,Grass,28,Leonardo Mayer,Gilles Simon,110,7,3,72,37,25,20,11,7,9,4,1,78,45,31,13,11,5,8
2018,6,24,Grass,28,Cameron Norrie,Jay Clarke,72,0,3,53,33,23,12,9,0,1,2,0,58,34,21,12,10,6,10
2018,6,24,Grass,28,Mischa Zverev,Steve Johnson,80,5,0,52,38,30,8,9,2,2,4,6,74,36,24,17,9,9,12
2018,6,24,Grass,28,David Ferrer,Matteo Berrettini,87,0,2,85,53,34,16,11,8,11,3,0,48,24,20,6,10,0,5
2018,6,24,Grass,28,Jay Clarke,Ryan Harrison,66,3,1,61,34,24,18,9,2,2,3,7,48,23,16,12,8,4,7
2018,6,24,Grass,28,Jared Donaldson,Taylor Fritz,143,11,4,104,59,48,26,17,1,3,14,3,111,60,46,23,16,8,11
2018,6,24,Grass,28,Mikhail Kukushkin,Alex de Minaur,63,1,0,57,38,29,10,8,7,7,5,2,41,25,14,5,7,2,6
2018,6,24,Grass,28,Steve Johnson,Daniil Medvedev,76,7,5,52,32,29,11,9,3,3,3,4,72,34,25,15,9,5,8
2018,6,24,Grass,28,Denis Istomin,Andreas Seppi,148,9,1,122,88,61,15,17,4,6,8,3,113,68,47,24,16,5,8
2018,6,24,Grass,28,Andy Murray,Stan Wawrinka,78,2,2,57,31,25,13,8,4,4,8,4,59,36,19,11,8,4,8
2018,6,24,Grass,28,Lukas Lacko,Roberto Quiroz,77,5,2,57,33,31,17,11,0,1,3,2,76,54,34,12,11,4,6
2018,6,24,Grass,28,John Millman,Gilles Muller,114,9,2,85,48,41,25,15,1,1,15,5,87,59,41,14,14,8,11
2018,6,24,Grass,28,Cameron Norrie,Daniel Brands,129,5,4,105,64,50,25,16,8,8,13,4,99,71,50,18,16,6,9
2018,6,24,Grass,28,Mischa Zverev,Nicolas Jarry,86,5,0,77,52,40,10,13,6,9,2,2,77,48,29,14,13,1,6
2018,6,24,Grass,28,Matteo Berrettini,Carlos Gomez-Herrera,84,9,0,64,46,35,12,10,5,6,3,2,70,50,36,5,10,1,4
2018,6,24,Grass,28,Alex de Minaur,Matteo Viola,77,4,2,62,34,25,16,9,5,5,0,3,65,43,26,10,9,3,6
2018,6,24,Grass,28,Daniel Brands,Alessandro Bega,114,24,2,97,70,55,20,17,2,3,2,2,108,74,53,17,16,3,5
2018,6,24,Grass,28,Roberto Quiroz,Jay Clarke,130,4,6,99,64,49,18,16,4,6,4,2,97,42,30,34,16,3,7
2018,6,24,Grass,28,Alex de Minaur,Jonathan Gray,57,1,0,43,26,21,13,8,0,0,2,2,54,36,21,7,8,5,9
2018,6,24,Grass,28,Daniel Brands,Jack Sock,75,5,2,68,52,42,10,11,3,4,1,6,70,40,30,16,11,1,3
2018,6,24,Grass,28,Alessandro Bega,Ivan Nedelko,74,2,3,63,34,26,15,9,5,6,2,4,74,41,25,10,9,7,12
2018,6,24,Grass,28,Matteo Berrettini,Andrea Basso,58,9,1,47,29,24,13,9,1,1,2,3,46,28,17,10,9,1,4
2018,6,24,Grass,28,Jay Clarke,Marek Jaloviec,83,3,4,71,32,24,23,11,2,4,1,6,65,45,27,10,11,3,7
2018,6,24,Grass,28,Roberto Quiroz,Yannick Mertens,95,6,3,86,51,38,19,14,4,6,2,2,85,57,42,12,14,5,8
2018,6,24,Grass,28,Carlos Gomez-Herrera,Jan Choinski,62,4,1,51,37,29,10,10,0,1,0,3,63,39,24,13,9,6,9
2018,6,24,Grass,28,Matteo Viola,Andrew Whittington,99,1,0,76,55,31,13,14,3,8,5,5,87,51,33,12,14,6,13
2018,6,25,Grass,28,Novak Djokovic,Rafael Nadal,315,23,4,176,125,95,24,28,7,11,9,4,210,150,100,34,30,15,19
2018,6,25,Grass,28,Kevin Anderson,Roger Federer,254,27,3,208,139,106,36,33,9,12,17,1,177,123,97,32,33,3,7
2018,6,25,Grass,28,Novak Djokovic,Kevin Anderson,139,6,4,94,68,52,17,14,7,7,10,5,80,49,34,15,14,0,4
2018,6,25,Grass,28,Kevin Anderson,John Isner,396,49,4,278,198,166,47,48,3,5,53,6,291,218,171,35,48,7,11
2018,6,25,Grass,28,Rafael Nadal,Juan Martin del Potro,288,3,5,166,116,86,31,27,5,7,33,7,175,111,86,29,27,6,10
2018,6,25,Grass,28,John Isner,Milos Raonic,162,26,4,120,87,78,18,21,1,1,32,6,133,93,74,21,22,3,6
2018,6,25,Grass,28,Novak Djokovic,Kei Nishikori,155,6,3,91,61,52,12,17,4,7,3,1,117,80,47,16,17,7,14
2018,6,25,Grass,28,Roger Federer,Adrian Mannarino,105,13,0,76,51,46,13,14,4,4,6,2,100,77,42,11,14,7,12
2018,6,25,Grass,28,Rafael Nadal,Jiri Vesely,113,9,1,73,50,39,17,14,0,1,8,2,84,53,31,17,14,3,8
2018,6,25,Grass,28,Kevin Anderson,Gael Monfils,209,20,6,158,103,84,30,24,1,5,9,4,165,116,88,23,24,9,12
2018,6,25,Grass,28,Juan Martin del Potro,Gilles Simon,264,27,4,169,111,83,27,24,10,15,13,5,201,116,89,32,24,16,20
2018,6,25,Grass,28,Novak Djokovic,Karen Khachanov,106,2,1,65,46,36,11,13,1,3,4,1,84,50,28,13,13,7,14
2018,6,25,Grass,28,John Isner,Stefanos Tsitsipas,126,22,2,100,77,68,14,17,1,1,18,5,109,65,52,27,17,2,3
2018,6,25,Grass,28,Kei Nishikori,Ernests Gulbis,208,7,7,147,96,76,27,21,7,8,18,4,132,79,60,31,20,6,8
2018,6,25,Grass,28,Milos Raonic,Mackenzie McDonald,151,37,6,107,71,63,21,20,0,0,5,6,124,84,57,22,19,10,14
2018,6,25,Grass,28,Roger Federer,Jan-Lennard Struff,94,10,2,74,40,37,23,15,0,0,11,6,100,56,37,21,14,10,14
2018,6,25,Grass,28,Rafael Nadal,Alex de Minaur,122,5,1,76,44,34,23,13,3,3,8,5,77,43,26,17,12,7,12
2018,6,25,Grass,28,Ernests Gulbis,Alexander Zverev,200,18,8,157,109,80,28,25,10,13,8,5,127,80,58,28,24,1,6
2018,6,25,Grass,28,John Isner,Radu Albot,96,21,3,73,60,50,7,14,0,0,1,2,77,53,34,13,14,0,4
2018,6,25,Grass,28,Juan Martin del Potro,Benoit Paire,144,7,6,96,55,44,20,16,3,6,10,5,93,47,35,20,15,7,12
2018,6,25,Grass,28,Kevin Anderson,Philipp Kohlschreiber,127,22,4,88,61,53,15,17,3,4,5,3,97,59,35,25,16,3,7
2018,6,25,Grass,28,Gael Monfils,Sam Querrey,128,18,2,109,83,64,16,20,1,2,22,2,112,69,52,23,20,5,9
2018,6,25,Grass,28,Novak Djokovic,Kyle Edmund,174,18,2,104,77,63,15,19,4,5,11,4,135,81,53,27,18,13,17
2018,6,25,Grass,28,Kei Nishikori,Nick Kyrgios,97,7,1,86,60,48,18,15,0,1,13,4,81,52,38,14,14,4,8
2018,6,25,Grass,28,Milos Raonic,Dennis Novak,152,28,3,109,76,66,21,21,3,5,7,2,146,110,72,18,21,7,11
2018,6,25,Grass,28,Jiri Vesely,Fabio Fognini,174,17,2,132,98,73,20,19,13,14,5,4,130,86,64,17,19,3,6
2018,6,25,Grass,28,Adrian Mannarino,Daniil Medvedev,192,8,1,139,93,64,22,25,4,11,12,4,144,76,52,28,25,5,14
2018,6,25,Grass,28,Stefanos Tsitsipas,Thomas Fabbiano,91,11,3,75,51,37,11,13,3,6,1,4,68,44,21,9,12,4,12
2018,6,25,Grass,28,Karen Khachanov,Frances Tiafoe,177,33,9,137,94,76,20,23,3,5,11,10,161,92,67,30,24,7,12
2018,6,25,Grass,28,Mackenzie McDonald,Guido Pella,121,11,2,104,74,60,16,16,2,2,14,0,95,64,51,16,16,2,4
2018,6,25,Grass,28,Gilles Simon,Matthew Ebden,171,7,2,139,93,66,29,21,7,8,15,12,133,91,67,18,19,7,11
2018,6,25,Grass,28,Roger Federer,Lukas Lacko,90,16,0,61,43,40,12,13,0,0,6,4,90,53,35,16,14,4,9
2018,6,25,Grass,28,Rafael Nadal,Mikhail Kukushkin,143,5,3,101,67,43,24,15,11,13,3,1,90,65,38,13,14,8,13
2018,6,25,Grass,28,Alexander Zverev,Taylor Fritz,192,11,3,148,100,78,26,25,6,7,13,9,151,83,71,24,24,11,16
2018,6,25,Grass,28,Guido Pella,Marin Cilic,193,14,0,143,96,63,31,25,7,13,27,8,147,93,74,27,25,9,13
2018,6,25,Grass,28,Juan Martin del Potro,Feliciano Lopez,95,13,1,53,32,31,17,12,0,0,10,5,86,43,28,17,13,5,11
2018,6,25,Grass,28,Kevin Anderson,Andreas Seppi,159,34,3,127,83,70,23,21,4,5,8,4,134,88,64,20,19,6,10
2018,6,25,Grass,28,Novak Djokovic,Horacio Zeballos,91,15,0,61,46,41,8,12,3,3,7,5,81,52,34,7,12,7,13
2018,6,25,Grass,28,John Isner,Ruben Bemelmans,226,64,3,154,121,97,20,27,3,3,7,5,178,113,83,36,26,6,10
2018,6,25,Grass,28,Sam Querrey,Sergiy Stakhovsky,109,17,5,93,60,54,15,15,2,2,8,4,105,69,51,14,15,2,5
2018,6,25,Grass,28,Milos Raonic,John Millman,158,34,5,115,80,68,19,18,1,2,3,1,121,82,59,25,18,3,4
2018,6,25,Grass,28,Nick Kyrgios,Robin Haase,96,19,9,80,47,43,18,16,2,4,7,4,91,58,40,13,15,3,8
2018,6,25,Grass,28,Jiri Vesely,Diego Schwartzman,133,17,7,111,74,54,17,16,7,9,7,1,87,60,37,17,15,2,6
2018,6,25,Grass,28,Dennis Novak,Lucas Pouille,176,16,5,163,109,78,33,24,7,10,13,6,148,98,67,25,23,5,11
2018,6,25,Grass,28,Fabio Fognini,Simone Bolelli,118,5,4,92,49,34,24,13,6,7,3,2,96,68,42,7,13,12,18
2018,6,25,Grass,28,Kyle Edmund,Bradley Klahn,115,10,1,76,45,39,26,15,0,0,7,7,112,69,49,18,15,9,12
2018,6,25,Grass,28,Adrian Mannarino,Ryan Harrison,155,9,3,116,68,50,27,18,3,6,10,3,114,73,48,21,18,4,9
2018,6,25,Grass,28,Kei Nishikori,Bernard Tomic,163,24,4,131,84,64,27,21,4,7,16,4,147,95,71,22,20,8,11
2018,6,25,Grass,28,Ernests Gulbis,Damir Dzumhur,181,14,7,132,82,58,22,22,6,12,5,5,125,82,59,17,21,9,14
2018,6,25,Grass,28,Philipp Kohlschreiber,Gilles Muller,149,24,2,116,77,65,27,18,4,4,28,10,128,86,71,20,18,6,6
2018,6,25,Grass,28,Benoit Paire,Denis Shapovalov,132,9,10,116,74,60,16,18,8,11,6,7,115,62,46,30,18,8,11
2018,6,25,Grass,28,Stefanos Tsitsipas,Jared Donaldson,205,18,3,127,81,62,27,23,2,5,8,9,164,85,64,33,22,16,21
2018,6,25,Grass,28,Radu Albot,Aljaz Bedene,261,8,5,177,105,71,42,26,15,20,25,8,181,103,73,33,25,15,21
2018,6,25,Grass,28,Alex de Minaur,Pierre-Hugues Herbert,185,6,7,141,80,62,37,21,6,8,5,6,148,100,71,19,20,11,17
2018,6,25,Grass,28,Matthew Ebden,Stephane Robert,124,14,10,124,72,58,24,20,4,8,13,9,116,52,39,29,18,8,14
2018,6,25,Grass,28,Thomas Fabbiano,Stan Wawrinka,160,4,6,121,68,52,28,17,4,5,17,2,123,76,53,24,16,4,6
2018,6,25,Grass,28,Mackenzie McDonald,Nicolas Jarry,211,6,1,198,147,101,28,31,7,11,24,7,175,117,89,33,30,6,10
2018,6,25,Grass,28,Karen Khachanov,Marcos Baghdatis,195,34,6,167,108,88,24,26,14,17,14,9,151,93,71,31,26,5,10
2018,6,25,Grass,28,Daniil Medvedev,Guillermo Garcia-Lopez,93,10,5,86,52,42,21,14,5,5,2,5,73,51,35,9,13,5,9
2018,6,25,Grass,28,Gael Monfils,Paolo Lorenzi,173,12,3,131,81,61,27,21,3,7,7,3,139,78,52,37,21,7,11
2018,6,25,Grass,28,Gilles Simon,Matteo Berrettini,117,6,2,88,49,44,24,15,6,7,12,3,83,42,32,18,14,2,6
2018,6,25,Grass,28,Jan-Lennard Struff,Ivo Karlovic,235,31,7,195,110,96,56,34,2,3,61,6,216,154,127,35,35,5,6
2018,6,25,Grass,28,Frances Tiafoe,Julien Benneteau,137,22,2,98,53,45,27,18,2,4,13,9,105,66,43,17,19,1,7
2018,6,25,Grass,28,Roger Federer,Dusan Lajovic,79,8,1,63,45,41,11,13,0,0,0,1,84,59,35,10,13,6,11
2018,6,25,Grass,28,Rafael Nadal,Dudi Sela,110,3,4,76,56,44,11,13,3,4,5,4,84,48,30,14,13,8,14
2018,6,25,Grass,28,Marin Cilic,Yoshihito Nishioka,106,21,4,78,46,41,20,14,5,5,1,0,86,42,24,24,13,9,13
2018,6,25,Grass,28,Juan Martin del Potro,Peter Gojowczyk,110,22,2,79,54,45,14,14,4,4,3,4,95,50,34,21,14,9,13
2018,6,25,Grass,28,Alexander Zverev,James Duckworth,90,9,1,63,43,40,13,13,0,0,8,4,87,39,26,18,13,4,10
2018,6,25,Grass,28,Marcos Baghdatis,Dominic Thiem,97,10,2,56,27,25,23,12,0,0,7,8,83,40,32,18,12,4,7
2018,6,25,Grass,28,Stan Wawrinka,Grigor Dimitrov,170,9,2,136,87,71,17,20,10,14,12,4,127,80,59,23,21,6,9
2018,6,25,Grass,28,John Isner,Yannick Maden,125,28,3,88,61,50,18,16,2,2,2,5,113,73,49,20,16,10,13
2018,6,25,Grass,28,Kevin Anderson,Norbert Gombos,116,20,3,79,54,45,18,15,1,1,4,7,107,66,44,20,14,5,8
2018,6,25,Grass,28,Matthew Ebden,David Goffin,93,6,3,81,48,40,22,15,1,2,3,2,84,50,30,19,14,4,8
2018,6,25,Grass,28,Sam Querrey,Jordan Thompson,90,15,3,72,42,39,17,13,4,4,6,2,81,50,30,18,14,5,10
2018,6,25,Grass,28,Novak Djokovic,Tennys Sandgren,93,0,2,57,40,33,12,12,0,1,5,4,94,57,34,11,12,12,19
2018,6,25,Grass,28,Milos Raonic,Liam Broady,91,18,7,68,37,33,21,13,0,0,4,2,72,45,25,11,12,5,11
2018,6,25,Grass,28,Diego Schwartzman,Mirza Basic,90,6,4,74,44,30,18,12,3,5,5,4,75,38,19,13,12,1,9
2018,6,25,Grass,28,Lucas Pouille,Denis Kudla,127,17,7,118,73,58,17,18,7,10,15,7,117,65,52,19,17,13,18
2018,6,25,Grass,28,Nick Kyrgios,Denis Istomin,154,42,6,144,105,87,22,23,5,5,6,2,126,86,67,31,22,2,3
2018,6,25,Grass,28,Daniil Medvedev,Borna Coric,119,8,2,89,41,36,28,14,3,4,6,3,82,53,37,12,14,5,10
2018,6,25,Grass,28,Matteo Berrettini,Jack Sock,225,10,4,161,105,88,27,27,4,6,6,7,173,104,72,40,27,8,14
2018,6,25,Grass,28,Radu Albot,Pablo Carreno Busta,181,10,7,128,82,58,29,20,7,10,5,10,163,99,57,26,22,14,24
2018,6,25,Grass,28,Fabio Fognini,Taro Daniel,124,7,8,96,52,44,22,18,0,3,4,3,101,64,41,18,18,4,10
2018,6,25,Grass,28,Kyle Edmund,Alex Bolt,103,8,1,73,50,42,14,14,2,3,10,5,99,60,34,19,15,6,12
2018,6,25,Grass,28,Adrian Mannarino,Christian Garin,126,5,5,109,59,42,29,18,7,11,10,4,103,63,44,19,18,1,6
2018,6,25,Grass,28,Gael Monfils,Richard Gasquet,141,11,10,116,67,56,23,17,6,7,5,5,110,59,41,28,17,3,6
2018,6,25,Grass,28,Kei Nishikori,Christian Harrison,157,8,7,123,86,66,14,19,3,6,6,5,135,82,56,20,19,10,16
2018,6,25,Grass,28,Philipp Kohlschreiber,Evgeny Donskoy,120,11,2,81,46,39,22,15,2,3,6,5,109,60,33,28,15,14,19
2018,6,25,Grass,28,Denis Shapovalov,Jeremy Chardy,150,21,7,120,66,56,31,20,7,8,7,6,125,84,60,22,20,9,12
2018,6,25,Grass,28,Nicolas Jarry,Filip Krajinovic,154,20,3,120,80,62,23,20,7,9,9,5,132,73,56,30,20,7,10
2018,6,25,Grass,28,Damir Dzumhur,Maximilian Marterer,94,5,5,79,49,40,18,14,2,2,3,8,84,55,38,10,13,5,9
2018,6,25,Grass,28,Alex de Minaur,Marco Cecchinato,178,8,6,126,67,51,38,22,5,8,8,4,161,100,66,31,22,12,17
2018,6,25,Grass,28,Frances Tiafoe,Fernando Verdasco,161,10,4,155,99,68,36,21,13,15,22,5,129,77,60,33,21,2,4
2018,6,25,Grass,28,Jan-Lennard Struff,Leonardo Mayer,209,17,6,156,96,86,32,27,2,4,14,9,163,103,80,37,25,7,9
2018,6,25,Grass,28,Stefanos Tsitsipas,Gregoire Barrere,149,17,6,123,87,66,22,22,6,8,3,4,136,81,53,30,21,5,10
2018,6,25,Grass,28,Aljaz Bedene,Cameron Norrie,169,17,5,127,79,63,31,22,6,9,8,3,142,84,66,30,22,6,9
