Nb sets max,PlayerA,PlayerB,PlayerA ranking,PlayerB ranking,PlayerA Win,Court_Indoor,Court_Outdoor,Series_ATP250,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Surface_Carpet,Surface_Clay,Surface_Grass,Surface_Hard
3,LJUBICIC I.,DOSEDEL S.,77,63,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CLEMENT A.,ENQVIST T.,56,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ESCUDE N.,BACCANELLO P.,40,655,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,FEDERER R.,KNIPPSCHILD J.,65,87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,WOODBRIDGE T.,FROMBERG R.,198,81,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAMBILL J.M.,ARTHURS W.,58,105,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ILIE A.,GROSJEAN S.,51,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BALCELLS J.,HENMAN T.,218,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,WOODFORDE M.,HEWITT L.,129,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,LISNARD J.,TEBBUTT M.,134,351,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MARTIN A.,SPADEA V.,55,21,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DRAPER S.,NORMAN M.,155,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PETROVIC D.,HUET S.,208,122,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,POZZI G.,SEKULOV J.,79,142,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,STOLTENBERG J.,HRBATY D.,84,20,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VINCK C.,GOLDSTEIN P.,227,88,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ENQVIST T.,FEDERER R.,5,65,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DOSEDEL S.,ESCUDE N.,63,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GROSJEAN S.,GAMBILL J.M.,26,58,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HENMAN T.,LISNARD J.,11,134,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,PETROVIC D.,24,208,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MARTIN A.,SEKULOV J.,55,142,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,NORMAN M.,FROMBERG R.,15,81,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VINCK C.,STOLTENBERG J.,227,84,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ENQVIST T.,GROSJEAN S.,5,26,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HENMAN T.,ESCUDE N.,11,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,STOLTENBERG J.,24,84,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,NORMAN M.,MARTIN A.,15,55,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ENQVIST T.,NORMAN M.,5,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,ESCUDE N.,24,40,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ENQVIST T.,HEWITT L.,5,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KUMAR S.,AGENOR R.,1198,94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,POPP A.,BEHREND T.,124,116,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ROCHUS C.,DAMM M.,120,104,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BLACK B.,DELGADO J.,67,162,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GOLMARD J.,SPOTTL M.,38,200,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HANTSCHK M.,TIELEMAN L.,128,89,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,JONSSON F.,KROSLAK J.,127,103,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,OGORODOV O.,KETOLA T.,135,163,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ZIB T.,MANTA L.,115,117,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BOUTTER J.,PAES L.,137,145,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PIOLINE C.,RAM A.,14,414,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SANGUINETTI D.,VOINEA A.,121,100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KILDERRY P.,STANOYTCHEV O.,342,111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,TABARA M.,KAFELNIKOV Y.,125,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VANEK J.,ISHII Y.,160,238,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,LOPEZ-MORON A.,VINCIGUERRA A.,113,99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,AGENOR R.,DAMM M.,94,104,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DELGADO J.,STANOYTCHEV O.,162,111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,JONSSON F.,GOLMARD J.,127,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HANTSCHK M.,BEHREND T.,128,116,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KETOLA T.,VANEK J.,163,160,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,TABARA M.,MANTA L.,125,117,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PAES L.,PIOLINE C.,145,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SANGUINETTI D.,VINCIGUERRA A.,121,99,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DAMM M.,MANTA L.,104,117,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GOLMARD J.,DELGADO J.,38,162,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HANTSCHK M.,KETOLA T.,128,163,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PIOLINE C.,SANGUINETTI D.,14,121,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GOLMARD J.,DAMM M.,38,104,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HANTSCHK M.,PIOLINE C.,128,14,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HANTSCHK M.,GOLMARD J.,128,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,NOVAK J.,BASTL G.,36,85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,AL-ALAWI S.K.,BERASATEGUI A.,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CARATTI C.,HEUBERGER I.,211,219,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ARAZI H.,CHERKASOV A.,35,206,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,EL AYNAOUI Y.,DUPUIS A.,33,78,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAUDIO G.,LUXA P.,73,174,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KIEFER N.,TARANGO J.,6,59,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MANTILLA F.,MARIN J.A.,25,71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PUERTA M.,MIRNYI M.,101,74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BURGSMULLER L.,SANTORO F.,138,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DIAZ J.,SCHALKEN S.,86,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHUETTLER R.,SANCHEZ J.,47,285,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SQUILLARI F.,SIEMERINK J.,49,93,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,IVANISEVIC G.,TILLSTROM M.,62,83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VACEK D.,VICENTE F.,39,50,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VAN LOTTUM J.,BLANCO G.,69,76,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BASTL G.,BERASATEGUI A.,85,60,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,EL AYNAOUI Y.,GAUDIO G.,33,73,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CARATTI C.,KIEFER N.,211,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MARIN J.A.,MIRNYI M.,71,74,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SANTORO F.,VAN LOTTUM J.,32,69,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SQUILLARI F.,SCHALKEN S.,49,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHUETTLER R.,VACEK D.,47,39,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CHERKASOV A.,TILLSTROM M.,206,83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,TILLSTROM M.,EL AYNAOUI Y.,83,33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KIEFER N.,SCHALKEN S.,6,44,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BASTL G.,SANTORO F.,85,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MIRNYI M.,SCHUETTLER R.,74,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KIEFER N.,SANTORO F.,6,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHUETTLER R.,EL AYNAOUI Y.,47,33,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHUETTLER R.,SANTORO F.,47,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BALCELLS J.,SQUILLARI F.,211,49,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BEHREND T.,HANTSCHK M.,115,95,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BLACK B.,CHANG M.,70,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,FEDERER R.,FERRERO J.C.,61,45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAMBILL J.M.,FROMBERG R.,57,80,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SARGSIAN S.,GAUDIO G.,52,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,NIELSEN M.,GUSTAFSSON M.,246,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,TARANGO J.,HAAS T.,63,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,WEINER G.,JOHANSSON T.,334,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MARTIN A.,BERASATEGUI A.,48,59,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,COSTA F.,NORMAN M.,149,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BJORKMAN J.,NOVAK J.,76,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ROSSET M.,VICENTE F.,46,53,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHALKEN S.,IVANISEVIC G.,37,68,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ESCUDE N.,SELL M.,34,167,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,WOODRUFF C.,VAN LOTTUM J.,56,66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HAAS T.,BALCELLS J.,11,211,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SELL M.,CHANG M.,167,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,FERRERO J.C.,MARTIN A.,45,48,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAUDIO G.,NOVAK J.,72,38,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,JOHANSSON T.,GUSTAFSSON M.,43,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAMBILL J.M.,NORMAN M.,57,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ROSSET M.,VAN LOTTUM J.,46,66,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BEHREND T.,SCHALKEN S.,115,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BALCELLS J.,FERRERO J.C.,211,45,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GUSTAFSSON M.,CHANG M.,60,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SCHALKEN S.,GAUDIO G.,37,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ROSSET M.,NORMAN M.,46,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,BALCELLS J.,CHANG M.,211,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,GAUDIO G.,NORMAN M.,72,14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,NORMAN M.,CHANG M.,14,50,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ARAZI H.,MANTILLA F.,42,25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CLAVET F.,KUERTEN G.,39,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CLEMENT A.,ZABALETA M.,55,32,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,PIOLINE C.,CORRETJA A.,15,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,WOODFORDE M.,DOSEDEL S.,128,69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,GROSJEAN S.,21,27,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ULLYETT K.,HRBATY D.,193,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ILIE A.,COSTA A.,47,18,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KOUBEK S.,MELIGENI F.,40,29,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DAMM M.,KUCERA K.,88,17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,EL AYNAOUI Y.,LAPENTTI N.,31,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,LJUBICIC I.,SAFIN M.,79,24,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,MARTIN T.,MEDVEDEV A.,8,33,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DIAZ J.,STOLTENBERG J.,84,94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VACEK D.,LISNARD J.,41,127,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,SPADEA V.,VOINEA A.,20,102,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,ARAZI H.,CORRETJA A.,42,28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,DOSEDEL S.,ILIE A.,69,47,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CLAVET F.,HEWITT L.,39,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KUCERA K.,CLEMENT A.,17,55,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KOUBEK S.,LAPENTTI N.,40,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,LJUBICIC I.,MARTIN T.,79,8,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,STOLTENBERG J.,HRBATY D.,94,23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,VACEK D.,VOINEA A.,41,102,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CORRETJA A.,DOSEDEL S.,28,69,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,VOINEA A.,21,102,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,KUCERA K.,LJUBICIC I.,17,79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,STOLTENBERG J.,LAPENTTI N.,94,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,CORRETJA A.,HEWITT L.,28,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,STOLTENBERG J.,LJUBICIC I.,94,79,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3,HEWITT L.,STOLTENBERG J.,21,94,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5,AGASSI A.,PUERTA M.,1,112,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MANTA L.,ALAMI K.,107,35,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ALONSO J.,ARAZI H.,111,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MELIGENI F.,BEHREND T.,28,106,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,BJORKMAN J.,STOLTENBERG J.,76,81,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,BLACK W.,GAMBILL J.M.,151,57,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CLAVET F.,HRBATY D.,39,22,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CLEMENT A.,VAN LOTTUM J.,54,66,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CORRETJA A.,SARGSIAN S.,30,51,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,DOSEDEL S.,BOUTTER J.,64,155,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,RODRIGUEZ M.,DUPUIS A.,119,98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,EL AYNAOUI Y.,PARMAR A.,29,257,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,COURIER J.,ESCUDE N.,36,34,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,FEDERER R.,CHANG M.,62,38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,FERREIRA W.,BASTL G.,53,78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,FERRERO J.C.,DRAPER S.,40,200,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ENQVIST T.,FROMBERG R.,6,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MOTOMURA G.,GROSJEAN S.,148,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SAULNIER C.,HAAS T.,171,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,HENMAN T.,GOLMARD J.,13,31,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,HEWITT L.,GOLDSTEIN P.,17,87,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KARBACHER B.,HILL M.,139,238,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,TARANGO J.,ILIE A.,65,46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,IVANISEVIC G.,PIOLINE C.,70,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,JOHANSSON T.,KULTI N.,42,121,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,DIAZ J.,JONSSON F.,84,123,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KNIPPSCHILD J.,KAFELNIKOV Y.,85,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CANAS G.,KIEFER N.,74,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KOUBEK S.,CADART R.,43,217,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KRAJICEK R.,SANTORO F.,10,25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KROSLAK J.,LOPEZ-MORON A.,104,117,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MEDVEDEV A.,LAPENTTI N.,32,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,GAUDIO G.,LLODRA M.,61,263,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,BLACK B.,MARTIN T.,71,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MIRNYI M.,AGENOR R.,67,94,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,NORMAN M.,MAMIIT C.,11,97,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,NOVAK J.,HIPFL M.,37,75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,PAES L.,PETROVIC D.,137,201,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,PHILIPPOUSSIS M.,OKUN N.,19,189,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KUERTEN G.,PORTAS A.,5,91,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ZIB T.,POZZI G.,118,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,O'BRIEN A.,PRETZSCH A.,162,115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ROCHUS C.,COSTA A.,120,20,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,DELGADO J.,ROSSET M.,143,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ARTHURS W.,SAMPRAS P.,105,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,BLANCO G.,SCHALKEN S.,77,47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SCHUETTLER R.,MARIN J.A.,60,73,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,LJUBICIC I.,SEKULOV J.,72,133,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SLUITER R.,GAUDENZI A.,166,88,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SIRIANNI J.,SQUILLARI F.,356,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SRICHAPHAN P.,KUCERA K.,102,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,STAFFORD G.,SAFIN M.,472,23,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,TIELEMAN L.,MARTIN A.,89,52,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,TILLSTROM M.,LAREAU S.,79,103,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ULLYETT K.,TABARA M.,182,122,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,STANOYTCHEV O.,VACEK D.,109,44,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,VANEK J.,WESSELS P.,153,114,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,BERASATEGUI A.,VICENTE F.,59,55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,GUMY H.,VINCIGUERRA A.,63,99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SPADEA V.,VOINEA A.,21,95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,WOODBRIDGE T.,SIEMERINK J.,204,93,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SANGUINETTI D.,WOODFORDE M.,113,126,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,DAMM M.,WOODRUFF C.,92,56,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ZABALETA M.,MANTILLA F.,33,27,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SCHALKEN S.,AGASSI A.,47,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ALAMI K.,LLODRA M.,35,263,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ARAZI H.,JONSSON F.,41,123,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,VANEK J.,BJORKMAN J.,153,76,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ROSSET M.,BLACK W.,45,151,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CLAVET F.,IVANISEVIC G.,39,70,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,LAPENTTI N.,CLEMENT A.,7,54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SRICHAPHAN P.,DOSEDEL S.,102,64,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,EL AYNAOUI Y.,HAAS T.,29,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ESCUDE N.,KRAJICEK R.,34,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,FEDERER R.,KROSLAK J.,62,104,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,JOHANSSON T.,FERREIRA W.,42,53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,TIELEMAN L.,FERRERO J.C.,89,40,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,FROMBERG R.,PRETZSCH A.,80,115,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,HILL M.,GROSJEAN S.,238,26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,HENMAN T.,SCHUETTLER R.,13,60,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,HEWITT L.,CORRETJA A.,17,30,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ILIE A.,NOVAK J.,46,37,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,VACEK D.,KAFELNIKOV Y.,44,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,KIEFER N.,BEHREND T.,4,106,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,STAFFORD G.,KOUBEK S.,472,43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,MIRNYI M.,DUPUIS A.,67,98,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,POZZI G.,NORMAN M.,82,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SLUITER R.,PHILIPPOUSSIS M.,166,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ULLYETT K.,ROCHUS C.,182,120,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SAMPRAS P.,TILLSTROM M.,3,79,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,SQUILLARI F.,WOODFORDE M.,48,126,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,VICENTE F.,MARTIN T.,55,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,PAES L.,VINCIGUERRA A.,137,99,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,PORTAS A.,VOINEA A.,91,95,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,WOODRUFF C.,SEKULOV J.,56,133,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,WOODBRIDGE T.,ZABALETA M.,204,33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,ZABALETA M.,AGASSI A.,33,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,VICENTE F.,ARAZI H.,55,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,CLEMENT A.,FEDERER R.,54,62,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,DOSEDEL S.,SQUILLARI F.,64,48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
5,EL AYNAOUI Y.,FERRERO J.C.,29,40,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
